Name:  Fine Snow
4.89	0.7332
4.9	0.7329
4.9	0.7327
4.9	0.7334
4.91	0.7354
4.91	0.7377
4.92	0.7388
4.92	0.7382
4.93	0.7354
4.93	0.7315
4.94	0.729
4.94	0.729
4.95	0.732
4.95	0.737
4.96	0.7424
4.96	0.7462
4.97	0.7462
4.97	0.7421
4.98	0.7357
4.98	0.729
4.98	0.7232
4.99	0.7209
4.99	0.7227
5	0.7277
5	0.7341
5.01	0.7391
5.01	0.7415
5.02	0.74
5.02	0.736
5.03	0.7313
5.03	0.7275
5.04	0.7263
5.04	0.7282
5.05	0.732
5.05	0.7367
5.06	0.7408
5.06	0.7426
5.07	0.7426
5.07	0.7405
5.08	0.737
5.08	0.7332
5.09	0.7294
5.09	0.7256
5.1	0.7226
5.1	0.7201
5.11	0.719
5.11	0.7188
5.12	0.7194
5.12	0.7206
5.13	0.7206
5.13	0.7183
5.14	0.7137
5.14	0.7086
5.15	0.7032
5.15	0.6989
5.16	0.6965
5.16	0.696
5.17	0.6965
5.17	0.6965
5.18	0.6955
5.18	0.6938
5.19	0.6908
5.19	0.6871
5.2	0.6832
5.2	0.6799
5.21	0.6773
5.22	0.6749
5.22	0.6718
5.23	0.668
5.23	0.6636
5.24	0.6583
5.24	0.6529
5.25	0.6482
5.25	0.6449
5.26	0.6429
5.26	0.6429
5.27	0.6446
5.27	0.6472
5.28	0.6498
5.28	0.6508
5.29	0.6493
5.3	0.6453
5.3	0.6396
5.31	0.6335
5.31	0.6283
5.32	0.6252
5.32	0.624
5.33	0.6235
5.33	0.623
5.34	0.6214
5.34	0.6186
5.35	0.6141
5.36	0.6098
5.36	0.6074
5.37	0.6077
5.37	0.6095
5.38	0.612
5.38	0.6131
5.39	0.6117
5.39	0.6064
5.4	0.5984
5.41	0.59
5.41	0.5826
5.42	0.578
5.42	0.5769
5.43	0.5783
5.43	0.5809
5.44	0.5821
5.45	0.5802
5.45	0.5757
5.46	0.5693
5.46	0.5632
5.47	0.5596
5.47	0.5589
5.48	0.5615
5.49	0.5655
5.49	0.5696
5.5	0.5726
5.5	0.5739
5.51	0.5734
5.52	0.5714
5.52	0.5676
5.53	0.5624
5.53	0.5568
5.54	0.5511
5.54	0.5466
5.55	0.5433
5.56	0.5414
5.56	0.5404
5.57	0.5399
5.57	0.5392
5.58	0.5381
5.59	0.5364
5.59	0.5348
5.6	0.5328
5.6	0.5302
5.61	0.5267
5.62	0.522
5.62	0.5162
5.63	0.5108
5.63	0.5068
5.64	0.5049
5.65	0.5052
5.65	0.5063
5.66	0.5077
5.67	0.5082
5.67	0.507
5.68	0.5044
5.68	0.5013
5.69	0.499
5.7	0.4973
5.7	0.4966
5.71	0.4978
5.72	0.4995
5.72	0.5006
5.73	0.4996
5.73	0.4963
5.74	0.4909
5.75	0.4834
5.75	0.4763
5.76	0.4722
5.77	0.4729
5.77	0.4776
5.78	0.4843
5.79	0.4902
5.79	0.4926
5.8	0.4893
5.81	0.4817
5.81	0.4725
5.82	0.4653
5.82	0.4623
5.83	0.464
5.84	0.4691
5.84	0.475
5.85	0.4784
5.86	0.4769
5.86	0.471
5.87	0.4625
5.88	0.4538
5.88	0.4478
5.89	0.4464
5.9	0.4492
5.9	0.4543
5.91	0.4589
5.92	0.4615
5.92	0.462
5.93	0.4602
5.94	0.4575
5.95	0.4546
5.95	0.4526
5.96	0.4516
5.97	0.4516
5.97	0.4528
5.98	0.4556
5.99	0.4594
5.99	0.4627
6	0.4641
6.01	0.4632
6.01	0.4597
6.02	0.4533
6.03	0.4447
6.04	0.4374
6.04	0.4331
6.05	0.4334
6.06	0.4383
6.06	0.4476
6.07	0.4577
6.08	0.4651
6.08	0.4668
6.09	0.4627
6.1	0.4556
6.11	0.449
6.11	0.4454
6.12	0.4462
6.13	0.4497
6.14	0.453
6.14	0.4538
6.15	0.4505
6.16	0.4447
6.16	0.4383
6.17	0.4334
6.18	0.4317
6.19	0.4331
6.19	0.4379
6.2	0.4449
6.21	0.453
6.22	0.4602
6.22	0.4658
6.23	0.4701
6.24	0.4727
6.25	0.4737
6.25	0.4743
6.26	0.4755
6.27	0.4769
6.28	0.4771
6.28	0.4771
6.29	0.4768
6.3	0.475
6.31	0.4727
6.31	0.4708
6.32	0.4701
6.33	0.4704
6.34	0.471
6.35	0.4717
6.35	0.472
6.36	0.4699
6.37	0.4656
6.38	0.4607
6.38	0.4551
6.39	0.45
6.4	0.4457
6.41	0.4443
6.42	0.4462
6.42	0.4511
6.43	0.458
6.44	0.4656
6.45	0.4712
6.46	0.4741
6.46	0.4741
6.47	0.4729
6.48	0.4722
6.49	0.4732
6.5	0.4746
6.5	0.4765
6.51	0.4779
6.52	0.4791
6.53	0.4801
6.54	0.4812
6.55	0.4834
6.55	0.486
6.56	0.4881
6.57	0.4898
6.58	0.4916
6.59	0.4924
6.6	0.4916
6.6	0.4895
6.61	0.4862
6.62	0.4834
6.63	0.4827
6.64	0.486
6.65	0.4929
6.65	0.5013
6.66	0.509
6.67	0.5141
6.68	0.5156
6.69	0.5141
6.7	0.5115
6.71	0.5101
6.72	0.5108
6.72	0.5132
6.73	0.516
6.74	0.5177
6.75	0.5167
6.76	0.5123
6.77	0.5054
6.78	0.4988
6.79	0.495
6.79	0.495
6.8	0.4978
6.81	0.5018
6.82	0.5042
6.83	0.503
6.84	0.4983
6.85	0.4931
6.86	0.4899
6.87	0.4907
6.88	0.4947
6.88	0.5013
6.89	0.508
6.9	0.5132
6.91	0.5162
6.92	0.5182
6.93	0.5189
6.94	0.5193
6.95	0.5195
6.96	0.52
6.97	0.5215
6.98	0.5238
6.99	0.5269
7	0.53
7.01	0.5312
7.02	0.529
7.02	0.5233
7.03	0.5149
7.04	0.506
7.05	0.499
7.06	0.4954
7.07	0.4963
7.08	0.5004
7.09	0.5063
7.1	0.5118
7.11	0.5151
7.12	0.5157
7.13	0.5141
7.14	0.5113
7.15	0.5087
7.16	0.5072
7.17	0.5075
7.18	0.5092
7.19	0.5108
7.2	0.5108
7.21	0.5077
7.22	0.5016
7.23	0.4935
7.24	0.4862
7.25	0.4822
7.26	0.4824
7.27	0.4865
7.28	0.4921
7.29	0.4959
7.3	0.4959
7.31	0.4929
7.32	0.4876
7.33	0.4824
7.34	0.4786
7.35	0.4765
7.36	0.476
7.37	0.4758
7.38	0.4758
7.4	0.4765
7.41	0.4779
7.42	0.4796
7.43	0.4812
7.44	0.4824
7.45	0.4827
7.46	0.4817
7.47	0.4796
7.48	0.4769
7.49	0.4738
7.5	0.4705
7.51	0.4674
7.52	0.4651
7.54	0.463
7.55	0.4607
7.56	0.4577
7.57	0.4551
7.58	0.454
7.59	0.4554
7.6	0.4602
7.61	0.4679
7.62	0.4771
7.63	0.4855
7.65	0.4909
7.66	0.4921
7.67	0.489
7.68	0.4827
7.69	0.4753
7.7	0.4691
7.71	0.4653
7.73	0.4648
7.74	0.4672
7.75	0.4715
7.76	0.476
7.77	0.4796
7.78	0.4819
7.8	0.4824
7.81	0.4809
7.82	0.4786
7.83	0.4765
7.84	0.4753
7.85	0.4746
7.87	0.4748
7.88	0.4755
7.89	0.4755
7.9	0.4741
7.91	0.4722
7.93	0.4708
7.94	0.4704
7.95	0.4705
7.96	0.4717
7.98	0.4725
7.99	0.472
8	0.4699
8.01	0.4663
8.03	0.4625
8.04	0.4592
8.05	0.4571
8.06	0.4564
8.08	0.4573
8.09	0.4602
8.1	0.4644
8.11	0.4699
8.13	0.4758
8.14	0.4805
8.15	0.4827
8.16	0.4824
8.18	0.4807
8.19	0.4789
8.2	0.4769
8.22	0.4755
8.23	0.4748
8.24	0.4743
8.26	0.4741
8.27	0.475
8.28	0.4769
8.29	0.4789
8.31	0.4791
8.32	0.4765
8.33	0.4708
8.35	0.464
8.36	0.4585
8.38	0.4561
8.39	0.4559
8.4	0.4566
8.42	0.4566
8.43	0.4549
8.44	0.4518
8.46	0.4502
8.47	0.4513
8.48	0.4554
8.5	0.4607
8.51	0.4658
8.53	0.4696
8.54	0.4705
8.55	0.4696
8.57	0.4677
8.58	0.4651
8.6	0.4618
8.61	0.458
8.63	0.4544
8.64	0.4513
8.65	0.449
8.67	0.4485
8.68	0.4505
8.7	0.4549
8.71	0.462
8.73	0.471
8.74	0.4801
8.76	0.4862
8.77	0.4871
8.79	0.4817
8.8	0.4712
8.82	0.4587
8.83	0.4485
8.85	0.4424
8.86	0.4412
8.88	0.4428
8.89	0.4446
8.91	0.4447
8.92	0.4428
8.94	0.4414
8.95	0.4421
8.97	0.4457
8.98	0.4507
9	0.4544
9.02	0.4556
9.03	0.4533
9.05	0.4483
9.06	0.4436
9.08	0.4419
9.1	0.4449
9.11	0.4509
9.13	0.4587
9.14	0.4674
9.16	0.475
9.18	0.4798
9.19	0.4824
9.21	0.4835
9.22	0.4827
9.24	0.4786
9.26	0.4722
9.27	0.4653
9.29	0.4594
9.31	0.4559
9.32	0.4566
9.34	0.4615
9.36	0.4682
9.37	0.4748
9.39	0.4807
9.41	0.4862
9.43	0.4911
9.44	0.4954
9.46	0.4988
9.48	0.4996
9.49	0.4968
9.51	0.4916
9.53	0.4852
9.55	0.4791
9.56	0.4734
9.58	0.4666
9.6	0.4573
9.62	0.4443
9.64	0.4284
9.65	0.4121
9.67	0.3981
9.69	0.3891
9.71	0.3848
9.73	0.383
9.74	0.3797
9.76	0.3713
9.78	0.3578
9.8	0.3408
9.82	0.3245
9.84	0.3126
9.86	0.3069
9.87	0.3064
9.89	0.3086
9.91	0.3088
9.93	0.3055
9.95	0.2984
9.97	0.2892
9.99	0.2785
10.01	0.2681
10.03	0.2596
10.05	0.2527
10.07	0.2473
10.09	0.2435
10.11	0.2415
10.13	0.2418
10.15	0.2432
10.17	0.2458
10.18	0.2489
10.21	0.2506
10.23	0.2496
10.25	0.2456
10.27	0.2399
10.29	0.2335
10.31	0.2283
10.33	0.2245
10.35	0.2216
10.37	0.2188
10.39	0.2162
10.41	0.2143
10.43	0.2141
10.45	0.2172
10.47	0.2233
10.49	0.2313
10.52	0.2399
10.54	0.2482
10.56	0.2563
10.58	0.265
10.6	0.2757
10.62	0.2903
10.65	0.3088
10.67	0.3296
10.69	0.3512
10.71	0.3708
10.73	0.3863
10.76	0.3971
10.78	0.405
10.8	0.4125
10.82	0.4216
10.85	0.4329
10.87	0.4474
10.89	0.4641
10.91	0.4822
10.94	0.5013
10.96	0.5222
10.98	0.5451
11.01	0.5693
11.03	0.5933
11.05	0.6159
11.08	0.6353
11.1	0.6501
11.12	0.66
11.15	0.6669
11.17	0.6707
11.2	0.674
11.22	0.6794
11.25	0.6894
11.27	0.7048
11.29	0.7259
11.32	0.751
11.34	0.7768
11.37	0.7985
11.39	0.8137
11.42	0.8227
11.44	0.8272
11.47	0.8312
11.49	0.8379
11.52	0.8492
11.55	0.8655
11.57	0.8841
11.6	0.9011
11.62	0.9153
11.65	0.926
11.68	0.9345
11.7	0.9423
11.73	0.9518
11.76	0.9643
11.78	0.979
11.81	0.9943
11.84	1.0088
11.86	1.0214
11.89	1.0316
11.92	1.0389
11.95	1.0441
11.97	1.0482
12	1.0524
12.03	1.0586
12.06	1.0686
12.08	1.0825
12.11	1.0991
12.14	1.1149
12.17	1.1263
12.2	1.1317
12.23	1.133
12.26	1.1327
12.28	1.1353
12.31	1.1433
12.34	1.1563
12.37	1.1696
12.4	1.1788
12.43	1.1818
12.46	1.1777
12.49	1.1685
12.52	1.1571
12.55	1.1486
12.58	1.146
12.61	1.1502
12.64	1.1606
12.68	1.1746
12.71	1.1882
12.74	1.1959
12.77	1.1941
12.8	1.1824
12.83	1.1635
12.86	1.1417
12.9	1.1228
12.93	1.1116
12.96	1.1102
12.99	1.1173
13.03	1.1277
13.06	1.1353
13.09	1.1356
13.12	1.1272
13.16	1.1133
13.19	1.0995
13.22	1.0924
13.26	1.0952
13.29	1.1064
13.33	1.1197
13.36	1.1284
13.4	1.1279
13.43	1.1171
13.47	1.0988
13.5	1.0775
13.54	1.0579
13.57	1.0444
13.61	1.0396
13.64	1.0439
13.68	1.05
13.71	1.0656
13.75	1.0761
13.79	1.0787
13.82	1.0699
13.86	1.0524
13.9	1.0337
13.94	1.02
13.97	1.0096
14.01	1.01
