Name:  Frost
5.62	2.77
5.62	2.71
5.63	2.64
5.63	2.57
5.64	2.5
5.65	2.45
5.65	2.4
5.66	2.36
5.67	2.33
5.67	2.29
5.68	2.26
5.68	2.22
5.69	2.18
5.7	2.14
5.7	2.1
5.71	2.05
5.72	2.01
5.72	1.97
5.73	1.93
5.73	1.88
5.74	1.84
5.75	1.79
5.75	1.74
5.76	1.7
5.77	1.67
5.77	1.64
5.78	1.62
5.79	1.6
5.79	1.57
5.8	1.55
5.81	1.52
5.81	1.48
5.82	1.45
5.82	1.43
5.83	1.4
5.84	1.39
5.84	1.36
5.85	1.34
5.86	1.31
5.86	1.27
5.87	1.23
5.88	1.19
5.88	1.16
5.89	1.13
5.9	1.11
5.9	1.1
5.91	1.09
5.92	1.08
5.92	1.06
5.93	1.05
5.94	1.04
5.95	1.03
5.95	1.02
5.96	1.01
5.97	1.01
5.97	1
5.98	1
5.99	1
5.99	1
6	1
6.01	1
6.01	0.99
6.02	0.97
6.03	0.95
6.04	0.92
6.04	0.9
6.05	0.88
6.06	0.86
6.06	0.86
6.07	0.86
6.08	0.87
6.08	0.88
6.09	0.9
6.1	0.91
6.11	0.93
6.11	0.94
6.12	0.96
6.13	0.97
6.14	0.98
6.14	0.98
6.15	0.98
6.16	0.98
6.16	0.98
6.17	0.97
6.18	0.96
6.19	0.96
6.19	0.96
6.2	0.96
6.21	0.96
6.22	0.97
6.22	0.98
6.23	0.99
6.24	1
6.25	1.02
6.25	1.03
6.26	1.04
6.27	1.05
6.28	1.06
6.28	1.07
6.29	1.07
6.3	1.07
6.31	1.07
6.31	1.06
6.32	1.05
6.33	1.05
6.34	1.05
6.35	1.05
6.35	1.05
6.36	1.06
6.37	1.06
6.38	1.06
6.38	1.05
6.39	1.04
6.4	1.03
6.41	1.01
6.42	1.01
6.42	1.01
6.43	1.02
6.44	1.03
6.45	1.05
6.46	1.06
6.46	1.07
6.47	1.08
6.48	1.08
6.49	1.09
6.5	1.11
6.5	1.12
6.51	1.15
6.52	1.17
6.53	1.19
6.54	1.2
6.55	1.21
6.55	1.21
6.56	1.21
6.57	1.2
6.58	1.19
6.59	1.18
6.6	1.17
6.6	1.16
6.61	1.15
6.62	1.15
6.63	1.15
6.64	1.16
6.65	1.17
6.65	1.19
6.66	1.22
6.67	1.24
6.68	1.27
6.69	1.29
6.7	1.3
6.71	1.32
6.72	1.33
6.72	1.34
6.73	1.35
6.74	1.36
6.75	1.36
6.76	1.36
6.77	1.35
6.78	1.35
6.79	1.34
6.79	1.34
6.8	1.34
6.81	1.34
6.82	1.35
6.83	1.35
6.84	1.35
6.85	1.36
6.86	1.36
6.87	1.36
6.88	1.37
6.88	1.39
6.89	1.41
6.9	1.43
6.91	1.45
6.92	1.47
6.93	1.48
6.94	1.49
6.95	1.49
6.96	1.49
6.97	1.49
6.98	1.48
6.99	1.48
7	1.48
7.01	1.47
7.02	1.47
7.02	1.47
7.03	1.47
7.04	1.48
7.05	1.49
7.06	1.51
7.07	1.53
7.08	1.55
7.09	1.57
7.1	1.58
7.11	1.58
7.12	1.58
7.13	1.58
7.14	1.57
7.15	1.57
7.16	1.57
7.17	1.58
7.18	1.59
7.19	1.61
7.2	1.63
7.21	1.66
7.22	1.68
7.23	1.7
7.24	1.72
7.25	1.73
7.26	1.73
7.27	1.73
7.28	1.74
7.29	1.74
7.3	1.74
7.31	1.75
7.32	1.76
7.33	1.78
7.34	1.8
7.35	1.82
7.36	1.85
7.37	1.87
7.38	1.89
7.4	1.91
7.41	1.92
7.42	1.93
7.43	1.93
7.44	1.94
7.45	1.95
7.46	1.96
7.47	1.97
7.48	1.99
7.49	2
7.5	2.01
7.51	2.02
7.52	2.03
7.54	2.04
7.55	2.05
7.56	2.06
7.57	2.08
7.58	2.1
7.59	2.13
7.6	2.15
7.61	2.17
7.62	2.19
7.63	2.19
7.65	2.2
7.66	2.2
7.67	2.2
7.68	2.2
7.69	2.2
7.7	2.21
7.71	2.22
7.73	2.23
7.74	2.25
7.75	2.26
7.76	2.28
7.77	2.3
7.78	2.31
7.8	2.33
7.81	2.34
7.82	2.36
7.83	2.37
7.84	2.38
7.85	2.39
7.87	2.39
7.88	2.4
7.89	2.4
7.9	2.41
7.91	2.42
7.93	2.43
7.94	2.45
7.95	2.46
7.96	2.47
7.98	2.48
7.99	2.48
8	2.49
8.01	2.49
8.03	2.49
8.04	2.5
8.05	2.5
8.06	2.51
8.08	2.52
8.09	2.52
8.1	2.53
8.11	2.54
8.13	2.55
8.14	2.55
8.15	2.56
8.16	2.57
8.18	2.57
8.19	2.57
8.2	2.57
8.22	2.57
8.23	2.57
8.24	2.57
8.26	2.57
8.27	2.57
8.28	2.58
8.29	2.58
8.31	2.58
8.32	2.58
8.33	2.58
8.35	2.57
8.36	2.57
8.38	2.56
8.39	2.56
8.4	2.55
8.42	2.56
8.43	2.56
8.44	2.56
8.46	2.56
8.47	2.56
8.48	2.56
8.5	2.56
8.51	2.55
8.53	2.55
8.54	2.55
8.55	2.55
8.57	2.54
8.58	2.54
8.6	2.53
8.61	2.52
8.63	2.5
8.64	2.48
8.65	2.47
8.67	2.45
8.68	2.44
8.7	2.44
8.71	2.44
8.73	2.44
8.74	2.44
8.76	2.45
8.77	2.45
8.79	2.45
8.8	2.45
8.82	2.44
8.83	2.43
8.85	2.41
8.86	2.39
8.88	2.38
8.89	2.36
8.91	2.35
8.92	2.34
8.94	2.33
8.95	2.32
8.97	2.32
8.98	2.32
9	2.31
9.02	2.31
9.03	2.31
9.05	2.31
9.06	2.3
9.08	2.3
9.1	2.29
9.11	2.29
9.13	2.29
9.14	2.29
9.16	2.29
9.18	2.3
9.19	2.3
9.21	2.31
9.22	2.33
9.24	2.34
9.26	2.36
9.27	2.38
9.29	2.39
9.31	2.4
9.32	2.41
9.34	2.41
9.36	2.42
9.37	2.42
9.39	2.42
9.41	2.43
9.43	2.45
9.44	2.48
9.46	2.51
9.48	2.55
9.49	2.59
9.51	2.63
9.53	2.67
9.55	2.71
9.56	2.74
9.58	2.77
9.6	2.79
9.62	2.8
9.64	2.79
9.65	2.78
9.67	2.76
9.69	2.73
9.71	2.7
9.73	2.67
9.74	2.65
9.76	2.62
9.78	2.58
9.8	2.54
9.82	2.5
9.84	2.44
9.86	2.39
9.87	2.33
9.89	2.28
9.91	2.23
9.93	2.17
9.95	2.12
9.97	2.06
9.99	2
10.01	1.93
10.03	1.86
10.05	1.79
10.07	1.71
10.09	1.65
10.11	1.58
10.13	1.52
10.15	1.47
10.17	1.41
10.18	1.36
10.21	1.31
10.23	1.26
10.25	1.21
10.27	1.15
10.29	1.1
10.31	1.04
10.33	0.99
10.35	0.93
10.37	0.88
10.39	0.83
10.41	0.78
10.43	0.74
10.45	0.71
10.47	0.69
10.49	0.67
10.52	0.66
10.54	0.65
10.56	0.64
10.58	0.64
10.6	0.63
10.62	0.62
10.65	0.61
10.67	0.6
10.69	0.58
10.71	0.57
10.73	0.56
10.76	0.56
10.78	0.56
10.8	0.56
10.82	0.57
10.85	0.58
10.87	0.59
10.89	0.6
10.91	0.61
10.94	0.62
10.96	0.63
10.98	0.64
11.01	0.65
11.03	0.67
11.05	0.68
11.08	0.69
11.1	0.7
11.12	0.71
11.15	0.72
11.17	0.72
11.2	0.72
11.22	0.72
11.25	0.71
11.27	0.71
11.29	0.71
11.32	0.71
11.34	0.71
11.37	0.72
11.39	0.73
11.42	0.74
11.44	0.75
11.47	0.77
11.49	0.77
11.52	0.78
11.55	0.78
11.57	0.79
11.6	0.8
11.62	0.81
11.65	0.82
11.68	0.83
11.7	0.85
11.73	0.86
11.76	0.87
11.78	0.88
11.81	0.88
11.84	0.88
11.86	0.88
11.89	0.87
11.92	0.87
11.95	0.88
11.97	0.88
12	0.89
12.03	0.9
12.06	0.9
12.08	0.91
12.11	0.92
12.14	0.92
12.17	0.93
12.2	0.94
12.23	0.95
12.26	0.96
12.28	0.97
12.31	0.98
12.34	0.99
12.37	1
12.4	1
12.43	1
12.46	0.99
12.49	0.99
12.52	0.99
12.55	0.99
12.58	1
12.61	1.01
12.64	1.02
12.68	1.03
12.71	1.04
12.74	1.05
12.77	1.05
12.8	1.05
12.83	1.05
12.86	1.06
12.9	1.07
12.93	1.09
12.96	1.11
12.99	1.12
13.03	1.14
13.06	1.14
13.09	1.14
13.12	1.13
13.16	1.11
13.19	1.1
13.22	1.08
13.26	1.08
13.29	1.08
13.33	1.09
13.36	1.1
13.4	1.12
13.43	1.13
13.47	1.14
13.5	1.15
13.54	1.16
13.57	1.17
13.61	1.17
13.64	1.18
13.68	1.18
13.71	1.18
13.75	1.18
13.79	1.18
13.82	1.19
13.86	1.2
13.9	1.22
13.94	1.24
13.97	1.25
14.01	1.26
