Name:  Pink Marble 
2.8007	56.528
2.7992	56.324
2.7977	56.086
2.7962	55.712
2.7947	55.241
2.7932	54.733
2.7917	54.361
2.7902	54.080
2.7887	53.901
2.7872	53.907
2.7857	54.132
2.7842	54.416
2.7827	54.838
2.7812	55.346
2.7797	55.776
2.7782	56.229
2.7767	56.678
2.7752	57.082
2.7738	57.479
2.7723	57.899
2.7708	58.317
2.7693	58.752
2.7678	59.141
2.7664	59.521
2.7649	59.932
2.7634	60.282
2.7619	60.576
2.7605	60.940
2.7590	61.299
2.7575	61.620
2.7561	61.802
2.7546	62.074
2.7531	62.492
2.7517	62.932
2.7502	63.383
2.7488	63.828
2.7473	64.263
2.7458	64.595
2.7444	64.902
2.7429	65.382
2.7415	65.859
2.7400	66.280
2.7386	66.845
2.7371	67.395
2.7357	67.855
2.7343	68.312
2.7328	68.749
2.7314	69.278
2.7299	69.842
2.7285	70.424
2.7271	71.013
2.7256	71.510
2.7242	71.964
2.7228	72.485
2.7213	72.974
2.7199	73.638
2.7185	74.443
2.7171	75.147
2.7156	75.660
2.7142	76.159
2.7128	76.647
2.7114	77.065
2.7100	77.661
2.7085	78.270
2.7071	78.786
2.7057	79.326
2.7043	79.869
2.7029	80.261
2.7015	80.663
2.7001	81.159
2.6987	81.582
2.6973	81.969
2.6959	82.381
2.6945	82.744
2.6931	83.019
2.6917	83.418
2.6903	83.741
2.6889	84.062
2.6875	84.379
2.6861	84.632
2.6847	84.795
2.6833	84.940
2.6819	85.160
2.6805	85.314
2.6791	85.453
2.6778	85.615
2.6764	85.739
2.6750	85.885
2.6736	86.037
2.6722	86.154
2.6709	86.165
2.6695	86.254
2.6681	86.358
2.6667	86.381
2.6654	86.504
2.6640	86.691
2.6626	86.877
2.6613	86.970
2.6599	86.999
2.6585	87.114
2.6572	87.168
2.6558	87.122
2.6545	87.174
2.6531	87.271
2.6517	87.321
2.6504	87.393
2.6490	87.409
2.6477	87.346
2.6463	87.421
2.6450	87.532
2.6436	87.569
2.6423	87.528
2.6409	87.591
2.6396	87.650
2.6382	87.636
2.6369	87.652
2.6356	87.622
2.6342	87.528
2.6329	87.519
2.6315	87.544
2.6302	87.536
2.6289	87.553
2.6275	87.588
2.6262	87.534
2.6249	87.531
2.6236	87.601
2.6222	87.564
2.6209	87.429
2.6196	87.376
2.6183	87.452
2.6169	87.430
2.6156	87.347
2.6143	87.338
2.6130	87.354
2.6117	87.378
2.6103	87.266
2.6090	87.198
2.6077	87.142
2.6064	86.941
2.6051	86.820
2.6038	86.835
2.6025	86.845
2.6012	86.789
2.5999	86.628
2.5986	86.494
2.5973	86.374
2.5960	86.117
2.5947	85.731
2.5934	85.667
2.5921	85.694
2.5908	85.541
2.5895	85.258
2.5882	84.869
2.5869	84.641
2.5856	84.600
2.5843	84.369
2.5830	84.142
2.5817	84.054
2.5805	83.896
2.5792	83.818
2.5779	83.710
2.5766	83.580
2.5753	83.477
2.5741	83.244
2.5728	82.905
2.5715	82.721
2.5702	82.422
2.5690	82.098
2.5677	81.758
2.5664	81.288
2.5651	80.782
2.5639	80.302
2.5626	79.731
2.5613	79.141
2.5601	78.459
2.5588	77.638
2.5575	76.883
2.5563	76.010
2.5550	75.018
2.5538	74.056
2.5525	73.132
2.5513	72.198
2.5500	71.198
2.5487	70.277
2.5475	69.330
2.5462	68.395
2.5450	67.597
2.5437	66.923
2.5425	66.252
2.5413	65.695
2.5400	65.254
2.5388	64.950
2.5375	64.779
2.5363	64.670
2.5350	64.736
2.5338	64.906
2.5326	65.138
2.5313	65.464
2.5301	65.870
2.5289	66.366
2.5276	66.872
2.5264	67.412
2.5252	67.920
2.5239	68.425
2.5227	68.904
2.5215	69.303
2.5202	69.666
2.5190	70.034
2.5178	70.430
2.5166	70.730
2.5154	70.899
2.5141	71.163
2.5129	71.370
2.5117	71.516
2.5105	71.692
2.5093	71.868
2.5081	71.929
2.5068	72.056
2.5056	72.202
2.5044	72.246
2.5032	72.273
2.5020	72.357
2.5008	72.464
2.4996	72.520
2.4984	72.629
2.4972	72.742
2.4960	72.784
2.4948	72.853
2.4936	72.988
2.4924	73.064
2.4912	73.236
2.4900	73.362
2.4888	73.490
2.4876	73.672
2.4864	73.906
2.4852	74.091
2.4840	74.290
2.4828	74.504
2.4816	74.726
2.4805	74.945
2.4793	75.277
2.4781	75.580
2.4769	75.852
2.4757	76.253
2.4745	76.584
2.4734	76.950
2.4722	77.393
2.4710	77.770
2.4698	78.103
2.4686	78.495
2.4675	78.939
2.4663	79.211
2.4651	79.531
2.4640	80.005
2.4628	80.286
2.4616	80.532
2.4604	80.710
2.4593	80.974
2.4581	81.325
2.4569	81.669
2.4558	81.974
2.4546	82.186
2.4535	82.339
2.4523	82.530
2.4511	82.841
2.4500	83.075
2.4488	83.206
2.4477	83.365
2.4465	83.582
2.4454	83.712
2.4442	83.838
2.4431	84.087
2.4419	84.330
2.4408	84.466
2.4396	84.697
2.4385	84.846
2.4373	84.974
2.4362	85.143
2.4350	85.258
2.4339	85.368
2.4327	85.499
2.4316	85.596
2.4305	85.731
2.4293	85.885
2.4282	86.094
2.4270	86.214
2.4259	86.390
2.4248	86.586
2.4236	86.669
2.4225	86.799
2.4214	86.937
2.4202	87.041
2.4191	87.140
2.4180	87.244
2.4169	87.287
2.4157	87.377
2.4146	87.503
2.4135	87.568
2.4124	87.641
2.4112	87.694
2.4101	87.656
2.4090	87.527
2.4079	87.552
2.4068	87.692
2.4056	87.668
2.4045	87.616
2.4034	87.603
2.4023	87.566
2.4012	87.564
2.4001	87.513
2.3990	87.548
2.3979	87.697
2.3967	87.717
2.3956	87.765
2.3945	87.819
2.3934	87.831
2.3923	87.908
2.3912	87.982
2.3901	87.993
2.3890	87.994
2.3879	87.910
2.3868	87.764
2.3857	87.765
2.3846	87.833
2.3835	87.791
2.3824	87.624
2.3813	87.444
2.3802	87.352
2.3791	87.186
2.3781	87.123
2.3770	87.088
2.3759	86.913
2.3748	86.693
2.3737	86.518
2.3726	86.299
2.3715	85.980
2.3704	85.669
2.3694	85.437
2.3683	85.094
2.3672	84.737
2.3661	84.341
2.3650	83.953
2.3640	83.599
2.3629	83.035
2.3618	82.470
2.3607	81.924
2.3597	81.270
2.3586	80.681
2.3575	80.145
2.3564	79.624
2.3554	79.159
2.3543	78.584
2.3532	77.958
2.3522	77.484
2.3511	77.132
2.3500	76.697
2.3490	76.249
2.3479	75.936
2.3468	75.610
2.3458	75.210
2.3447	74.998
2.3436	74.876
2.3426	74.787
2.3415	74.720
2.3405	74.588
2.3394	74.644
2.3384	74.716
2.3373	74.724
2.3363	74.773
2.3352	74.926
2.3342	75.160
2.3331	75.349
2.3321	75.509
2.3310	75.736
2.3300	76.006
2.3289	76.344
2.3279	76.649
2.3268	76.812
2.3258	77.101
2.3247	77.388
2.3237	77.563
2.3226	77.739
2.3216	78.009
2.3206	78.191
2.3195	78.276
2.3185	78.498
2.3175	78.801
2.3164	78.965
2.3154	79.080
2.3144	79.194
2.3133	79.263
2.3123	79.402
2.3113	79.493
2.3102	79.531
2.3092	79.548
2.3082	79.669
2.3071	79.758
2.3061	79.764
2.3051	79.873
2.3041	79.912
2.3030	80.021
2.3020	80.196
2.3010	80.198
2.3000	80.257
2.2990	80.336
2.2979	80.419
2.2969	80.510
2.2959	80.554
2.2949	80.669
2.2939	80.886
2.2929	81.181
2.2918	81.304
2.2908	81.315
2.2898	81.346
2.2888	81.408
2.2878	81.700
2.2868	81.971
2.2858	82.113
2.2848	82.361
2.2838	82.420
2.2828	82.540
2.2818	82.798
2.2808	82.990
2.2798	83.235
2.2787	83.358
2.2777	83.543
2.2767	83.998
2.2757	84.247
2.2747	84.249
2.2738	84.424
2.2728	84.707
2.2718	84.940
2.2708	85.114
2.2698	85.239
2.2688	85.294
2.2678	85.419
2.2668	85.560
2.2658	85.650
2.2648	85.775
2.2638	85.782
2.2628	85.897
2.2618	86.165
2.2609	86.237
2.2599	86.369
2.2589	86.460
2.2579	86.557
2.2569	86.707
2.2559	86.823
2.2550	86.888
2.2540	87.005
2.2530	87.188
2.2520	87.227
2.2510	87.237
2.2501	87.346
2.2491	87.461
2.2481	87.491
2.2471	87.724
2.2462	87.851
2.2452	87.891
2.2442	87.926
2.2433	88.038
2.2423	88.221
2.2413	88.213
2.2403	88.339
2.2394	88.323
2.2384	88.317
2.2374	88.469
2.2365	88.638
2.2355	88.756
2.2345	88.842
2.2336	88.869
2.2326	88.994
2.2317	89.037
2.2307	89.077
2.2297	89.084
2.2288	89.153
2.2278	89.196
2.2269	89.252
2.2259	89.235
2.2250	89.187
2.2240	89.199
2.2231	89.288
2.2221	89.550
2.2211	89.577
2.2202	89.575
2.2192	89.647
2.2183	89.650
2.2173	89.598
2.2164	89.657
2.2155	89.835
2.2145	89.818
2.2136	89.725
2.2126	89.801
2.2117	89.848
2.2107	89.812
2.2098	89.875
2.2088	90.062
2.2079	90.227
2.2070	90.164
2.2060	90.180
2.2051	90.225
2.2041	90.244
2.2032	90.202
2.2023	90.216
2.2013	90.132
2.2004	90.129
2.1995	90.252
2.1985	90.312
2.1976	90.396
2.1967	90.483
2.1957	90.340
2.1948	90.438
2.1939	90.566
2.1930	90.575
2.1920	90.564
2.1911	90.511
2.1902	90.422
2.1893	90.524
2.1883	90.478
2.1874	90.441
2.1865	90.509
2.1856	90.492
2.1846	90.411
2.1837	90.530
2.1828	90.568
2.1819	90.429
2.1810	90.420
2.1800	90.346
2.1791	90.206
2.1782	90.312
2.1773	90.386
2.1764	90.313
2.1755	90.297
2.1746	90.344
2.1736	90.371
2.1727	90.261
2.1718	90.157
2.1709	90.094
2.1700	90.171
2.1691	90.061
2.1682	89.822
2.1673	89.778
2.1664	89.869
2.1655	89.827
2.1646	89.761
2.1637	89.761
2.1628	89.816
2.1619	89.820
2.1610	89.748
2.1601	89.880
2.1592	89.843
2.1583	89.668
2.1574	89.657
2.1565	89.628
2.1556	89.551
2.1547	89.564
2.1538	89.695
2.1529	89.772
2.1520	89.716
2.1511	89.596
2.1502	89.579
2.1493	89.784
2.1484	89.799
2.1475	89.822
2.1466	90.117
2.1458	90.221
2.1449	89.988
2.1440	89.964
2.1431	90.239
2.1422	90.374
2.1413	90.310
2.1404	90.388
2.1396	90.550
2.1387	90.680
2.1378	90.680
2.1369	90.490
2.1360	90.595
2.1352	90.701
2.1343	90.740
2.1334	90.855
2.1325	90.802
2.1316	90.836
2.1308	90.929
2.1299	90.989
2.1290	90.970
2.1281	90.927
2.1273	91.029
2.1264	90.991
2.1255	90.867
2.1247	90.940
2.1238	90.957
2.1229	90.961
2.1220	91.083
2.1212	91.015
2.1203	90.865
2.1194	90.896
2.1186	90.951
2.1177	90.984
2.1168	91.049
2.1160	91.060
2.1151	91.057
2.1143	91.011
2.1134	91.045
2.1125	91.220
2.1117	91.327
2.1108	91.159
2.1100	90.998
2.1091	91.094
2.1082	91.168
2.1074	91.137
2.1065	91.188
2.1057	91.346
2.1048	91.363
2.1040	91.240
2.1031	91.223
2.1023	91.434
2.1014	91.466
2.1005	91.382
2.0997	91.492
2.0988	91.506
2.0980	91.386
2.0971	91.471
2.0963	91.461
2.0955	91.400
2.0946	91.342
2.0938	91.464
2.0929	91.254
2.0921	91.045
2.0912	91.153
2.0904	91.450
2.0895	91.707
2.0887	91.720
2.0879	91.443
2.0870	91.170
2.0862	91.457
2.0853	91.810
2.0845	91.610
2.0837	91.341
2.0828	91.424
2.0820	91.603
2.0812	91.453
2.0803	91.314
2.0795	91.237
2.0760	91.237
2.0720	91.237
2.0680	91.160
2.0640	91.350
2.0600	91.367
2.0560	91.444
2.0520	91.273
2.0480	90.759
2.0440	90.682
2.0400	90.889
2.0360	90.472
2.0320	90.095
2.0280	90.057
2.0240	89.852
2.0200	89.627
2.0160	89.459
2.0120	88.956
2.0080	88.437
2.0040	88.290
2.0000	87.939
1.9960	87.536
1.9920	87.423
1.9880	87.002
1.9840	87.094
1.9800	86.951
1.9760	86.738
1.9720	86.207
1.9680	86.136
1.9640	86.179
1.9600	86.391
1.9560	86.646
1.9520	86.667
1.9480	86.780
1.9440	86.596
1.9400	86.391
1.9360	86.213
1.9320	86.119
1.9280	86.017
1.9240	85.951
1.9200	86.044
1.9160	86.159
1.9120	86.626
1.9080	86.719
1.9040	86.768
1.9000	87.035
1.8960	87.149
1.8920	87.342
1.8880	87.230
1.8840	86.950
1.8800	87.362
1.8760	87.708
1.8720	87.649
1.8680	87.423
1.8640	87.023
1.8600	87.117
1.8560	87.272
1.8520	87.674
1.8480	87.935
1.8440	88.415
1.8400	88.679
1.8360	88.805
1.8320	88.974
1.8280	88.655
1.8240	88.446
1.8200	88.131
1.8160	88.150
1.8120	88.208
1.8080	88.138
1.8040	88.438
1.8000	88.528
1.7960	87.640
1.7920	88.138
1.7880	88.208
1.7840	88.297
1.7800	88.438
1.7760	87.939
1.7720	87.799
1.7680	87.809
1.7640	87.720
1.7600	87.551
1.7560	87.481
1.7520	87.451
1.7480	87.135
1.7440	86.986
1.7400	87.035
1.7360	87.751
1.7320	87.962
1.7280	88.104
1.7240	88.104
1.7200	88.233
1.7160	88.509
1.7120	88.760
1.7080	88.358
1.7040	87.869
1.7000	87.619
1.6960	87.917
1.6920	87.798
1.6880	87.848
1.6840	87.274
1.6800	88.087
1.6760	88.157
1.6720	87.987
1.6680	87.580
1.6640	87.649
1.6600	87.898
1.6560	86.866
1.6520	86.434
1.6480	86.817
1.6440	87.800
1.6400	88.057
1.6360	87.789
1.6320	87.640
1.6280	87.321
1.6240	87.361
1.6200	87.401
1.6160	87.214
1.6120	87.234
1.6080	87.024
1.6040	87.281
1.6000	87.351
1.5960	87.142
1.5920	87.710
1.5880	87.909
1.5840	88.249
1.5800	88.622
1.5760	87.958
1.5720	87.638
1.5680	86.913
1.5640	86.433
1.5600	86.093
1.5560	85.516
1.5520	85.785
1.5480	86.056
1.5440	85.899
1.5400	85.473
1.5360	86.349
1.5320	86.913
1.5280	87.071
1.5240	86.954
1.5200	86.946
1.5160	86.453
1.5120	86.123
1.5080	86.650
1.5040	86.705
1.5000	86.676
1.4960	86.908
1.4920	85.650
1.4880	85.558
1.4840	85.512
1.4800	85.420
1.4760	85.375
1.4720	85.307
1.4680	86.121
1.4640	86.395
1.4600	85.672
1.4560	85.693
1.4520	85.311
1.4480	85.019
1.4440	85.020
1.4400	85.097
1.4360	85.233
1.4320	85.459
1.4280	85.413
1.4240	85.479
1.4200	85.681
1.4160	85.591
1.4120	85.481
1.4080	85.499
1.4040	85.296
1.4000	84.940
1.3960	84.917
1.3920	85.008
1.3880	85.053
1.3840	85.075
1.3800	85.716
1.3760	86.155
1.3720	85.897
1.3680	86.049
1.3640	86.078
1.3600	86.180
1.3560	85.768
1.3520	85.826
1.3480	85.837
1.3440	85.969
1.3400	85.368
1.3360	85.768
1.3320	85.726
1.3280	85.772
1.3240	85.849
1.3200	85.818
1.3160	85.492
1.3120	85.246
1.3080	85.246
1.3040	85.023
1.3000	85.023
1.2960	85.023
1.2920	84.955
1.2880	84.910
1.2840	84.796
1.2800	84.907
1.2760	85.314
1.2720	85.314
1.2680	85.246
1.2640	85.116
1.2600	86.121
1.2560	86.256
1.2520	86.256
1.2480	86.096
1.2440	85.413
1.2400	85.240
1.2360	85.399
1.2320	85.467
1.2280	85.558
1.2240	85.104
1.2200	84.855
1.2160	84.536
1.2120	84.153
1.2080	83.526
1.2040	83.345
1.2000	83.345
1.1960	83.198
1.1920	83.091
1.1880	82.864
1.1840	82.889
1.1800	82.824
1.1760	82.809
1.1720	82.858
1.1680	82.858
1.1640	82.600
1.1600	82.695
1.1560	83.379
1.1520	84.554
1.1480	84.789
1.1440	84.584
1.1400	84.561
1.1360	84.550
1.1320	83.898
1.1280	83.512
1.1240	83.619
1.1200	84.262
1.1160	84.420
1.1120	84.458
1.1080	84.755
1.1040	84.577
1.1000	84.006
1.0960	84.597
1.0920	83.924
1.0880	84.033
1.0840	84.982
1.0800	84.244
1.0760	84.353
1.0720	83.554
1.0680	83.022
1.0640	82.827
1.0600	83.087
1.0560	82.837
1.0520	82.440
1.0480	82.780
1.0440	83.406
1.0400	83.644
1.0360	84.791
1.0320	84.610
1.0280	84.162
1.0240	83.933
1.0200	83.751
1.0160	83.817
1.0120	83.537
1.0080	84.252
1.0040	84.114
1.0000	82.971
0.99600	83.414
0.99200	84.425
0.98800	84.377
0.98400	83.847
0.98000	84.132
0.97600	83.594
0.97200	83.554
0.96800	83.569
0.96400	83.562
0.96000	83.479
0.95600	83.816
0.95200	83.078
0.94800	83.618
0.94400	83.438
0.94000	83.217
0.93600	83.087
0.93200	83.422
0.92800	83.300
0.92400	83.445
0.92000	83.031
0.91600	83.225
0.91200	83.160
0.90800	83.380
0.90400	82.893
0.90000	83.022
0.89600	82.868
0.89200	82.600
0.88800	82.843
0.88400	82.704
0.88000	82.695
0.87600	82.799
0.87200	82.985
0.86800	82.404
0.86400	82.508
0.86000	82.712
0.85600	82.563
0.85200	82.628
0.84800	82.470
0.84400	82.370
0.84000	82.370
0.83600	82.698
0.83200	82.174
0.82800	82.199
0.82400	82.367
0.82000	82.850
0.81600	82.271
0.81200	82.039
0.80800	82.438
0.80400	82.758
0.80000	82.833
0.79900	82.833
0.79800	82.833
0.79700	82.957
0.79600	83.099
0.79500	83.196
0.79400	83.707
0.79300	83.249
0.79200	82.833
0.79100	82.760
0.79000	82.902
0.78900	83.028
0.78800	82.887
0.78700	83.152
0.78600	82.746
0.78500	83.028
0.78400	83.317
0.78300	83.512
0.78200	82.869
0.78100	82.769
0.78000	83.123
0.77900	83.531
0.77800	83.291
0.77700	83.149
0.77600	82.843
0.77500	82.892
0.77400	82.892
0.77300	82.505
0.77200	82.529
0.77100	82.435
0.77000	82.133
0.76900	82.376
0.76800	82.819
0.76700	83.341
0.76600	82.952
0.76500	82.599
0.76400	83.341
0.76300	83.658
0.76200	83.034
0.76100	82.972
0.76000	82.669
0.75900	82.362
0.75800	82.362
0.75700	82.459
0.75600	82.740
0.75500	82.925
0.75400	82.991
0.75300	82.432
0.75200	83.083
0.75100	82.599
0.75000	82.362
0.74900	82.740
0.74800	82.934
0.74700	82.934
0.74600	82.406
0.74500	82.449
0.74400	82.663
0.74300	82.127
0.74200	82.302
0.74100	83.471
0.74000	82.691
0.73900	81.758
0.73800	81.855
0.73700	82.061
0.73600	82.232
0.73500	82.255
0.73400	82.342
0.73300	82.655
0.73200	82.794
0.73100	82.176
0.73000	82.066
0.72900	82.584
0.72800	83.089
0.72700	82.726
0.72600	82.646
0.72500	82.256
0.72400	81.877
0.72300	81.877
0.72200	81.374
0.72100	81.850
0.72000	82.206
0.71900	82.825
0.71800	82.503
0.71700	82.234
0.71600	82.146
0.71500	81.820
0.71400	82.112
0.71300	82.256
0.71200	82.127
0.71100	82.368
0.71000	82.752
0.70900	82.537
0.70800	82.288
0.70700	81.765
0.70600	81.808
0.70500	81.487
0.70400	81.797
0.70300	81.681
0.70200	81.681
0.70100	81.783
0.70000	82.234
0.69900	83.078
0.69800	81.552
0.69700	82.082
0.69600	81.893
0.69500	82.338
0.69400	82.238
0.69300	82.065
0.69200	81.849
0.69100	82.338
0.69000	82.165
0.68900	82.183
0.68800	82.238
0.68700	82.038
0.68600	82.138
0.68500	81.982
0.68400	81.837
0.68300	82.138
0.68200	81.765
0.68100	82.065
0.68000	82.183
0.67900	82.356
0.67800	82.082
0.67700	81.437
0.67600	81.537
0.67500	82.155
0.67400	82.155
0.67300	82.457
0.67200	82.065
0.67100	82.402
0.67000	82.027
0.66900	81.899
0.66800	81.725
0.66700	81.825
0.66600	81.954
0.66500	81.581
0.66400	81.265
0.66300	81.394
0.66200	81.942
0.66100	82.144
0.66000	81.899
0.65900	81.961
0.65800	81.961
0.65700	81.713
0.65600	81.352
0.65500	81.625
0.65400	81.681
0.65300	81.637
0.65200	81.437
0.65100	80.994
0.65000	80.752
0.64900	80.541
0.64800	80.838
0.64700	81.725
0.64600	82.467
0.64500	82.466
0.64400	82.265
0.64300	82.017
0.64200	81.352
0.64100	80.979
0.64000	81.383
0.63900	81.845
0.63800	81.223
0.63700	80.665
0.63600	80.752
0.63500	81.065
0.63400	81.037
0.63300	81.065
0.63200	81.394
0.63100	81.553
0.63000	80.636
0.62900	80.494
0.62800	80.424
0.62700	80.424
0.62600	80.594
0.62500	80.850
0.62400	80.879
0.62300	80.965
0.62200	80.923
0.62100	80.651
0.62000	80.620
0.61900	81.225
0.61800	81.589
0.61700	81.573
0.61600	81.456
0.61500	81.210
0.61400	81.022
0.61300	80.636
0.61200	81.008
0.61100	80.748
0.61000	80.575
0.60900	80.403
0.60800	80.331
0.60700	80.230
0.60600	80.169
0.60500	79.998
0.60400	79.796
0.60300	79.737
0.60200	79.748
0.60100	79.797
0.60000	79.716
0.59900	79.726
0.59800	80.301
0.59700	80.356
0.59600	80.058
0.59500	79.411
0.59400	79.932
0.59300	80.307
0.59200	80.061
0.59100	79.575
0.59000	79.778
0.58900	79.255
0.58800	79.440
0.58700	79.503
0.58600	80.061
0.58500	80.216
0.58400	78.761
0.58300	79.421
0.58200	79.006
0.58100	78.935
0.58000	79.049
0.57900	79.296
0.57800	78.915
0.57700	78.630
0.57600	78.630
0.57500	78.598
0.57400	78.456
0.57300	78.338
0.57200	78.524
0.57100	78.905
0.57000	78.524
0.56900	78.150
0.56800	78.151
0.56700	78.022
0.56600	78.093
0.56500	78.023
0.56400	77.885
0.56300	78.061
0.56200	77.687
0.56100	77.585
0.56000	77.867
0.55900	77.528
0.55800	77.528
0.55700	77.592
0.55600	77.266
0.55500	77.137
0.55400	77.069
0.55300	77.166
0.55200	76.966
0.55100	76.962
0.55000	76.560
0.54900	76.749
0.54800	76.261
0.54700	75.998
0.54600	76.419
0.54500	76.048
0.54400	75.692
0.54300	76.478
0.54200	76.744
0.54100	76.242
0.54000	75.941
0.53900	76.193
0.53800	76.158
0.53700	75.962
0.53600	76.163
0.53500	75.796
0.53400	75.622
0.53300	74.983
0.53200	74.543
0.53100	74.481
0.53000	74.407
0.52900	74.421
0.52800	74.396
0.52700	74.735
0.52600	74.634
0.52500	74.534
0.52400	74.559
0.52300	74.672
0.52200	75.237
0.52100	75.073
0.52000	75.052
0.51900	74.584
0.51800	74.295
0.51700	74.056
0.51600	73.692
0.51500	74.685
0.51400	74.295
0.51300	74.357
0.51200	73.883
0.51100	73.422
0.51000	73.568
0.50900	73.144
0.50800	73.351
0.50700	73.825
0.50600	73.458
0.50500	73.978
0.50400	74.002
0.50300	73.910
0.50200	73.560
0.50100	74.116
0.50000	73.975
0.49900	72.949
0.49800	73.273
0.49700	73.536
0.49600	72.988
0.49500	73.172
0.49400	72.747
0.49300	72.729
0.49200	72.529
0.49100	73.041
0.49000	73.543
0.48900	73.136
0.48800	72.790
0.48700	72.021
0.48600	72.040
0.48500	72.219
0.48400	72.932
0.48300	73.015
0.48200	72.404
0.48100	71.898
0.48000	71.931
0.47900	72.769
0.47800	72.852
0.47700	72.280
0.47600	72.116
0.47500	71.587
0.47400	71.950
0.47300	72.133
0.47200	71.808
0.47100	71.831
0.47000	71.729
0.46900	71.211
0.46800	71.771
0.46700	71.328
0.46600	71.489
0.46500	71.168
0.46400	71.423
0.46300	70.974
0.46200	71.662
0.46100	71.158
0.46000	70.458
0.45900	72.919
0.45800	72.879
0.45700	72.858
0.45600	72.569
0.45500	71.769
0.45400	71.603
0.45300	71.367
0.45200	71.501
0.45100	70.955
0.45000	71.252
0.44900	71.329
0.44800	71.147
0.44700	71.103
0.44600	71.459
0.44500	71.248
0.44400	71.252
0.44300	70.620
0.44200	70.748
0.44100	71.013
0.44000	70.589
0.43900	70.396
0.43800	70.423
0.43700	70.151
0.43600	70.155
0.43500	70.378
0.43400	70.373
0.43300	69.996
0.43200	69.741
0.43100	70.231
0.43000	69.929
0.42900	69.994
0.42800	69.818
0.42700	68.994
0.42600	69.072
0.42500	68.424
0.42400	69.062
0.42300	69.362
0.42200	68.938
0.42100	68.836
0.42000	68.928
0.41900	69.057
0.41800	68.721
0.41700	68.166
0.41600	68.266
0.41500	68.635
0.41400	68.546
0.41300	67.999
0.41200	68.163
0.41100	67.778
0.41000	67.247
0.40900	67.523
0.40800	68.007
0.40700	67.640
0.40600	67.427
0.40500	67.316
0.40400	67.270
0.40300	66.951
0.40200	66.368
0.40100	66.525
0.40000	66.532
