Name:  Hornblende Schist 
2.8437	16.621
2.8422	16.580
2.8406	16.524
2.8391	16.468
2.8375	16.435
2.8360	16.372
2.8344	16.302
2.8329	16.245
2.8313	16.187
2.8298	16.154
2.8282	16.117
2.8267	16.068
2.8252	16.008
2.8236	15.971
2.8221	15.950
2.8205	15.905
2.8190	15.843
2.8175	15.809
2.8159	15.786
2.8144	15.797
2.8129	15.793
2.8114	15.775
2.8098	15.759
2.8083	15.787
2.8068	15.809
2.8053	15.821
2.8038	15.835
2.8022	15.855
2.8007	15.918
2.7992	15.986
2.7977	16.057
2.7962	16.119
2.7947	16.151
2.7932	16.222
2.7917	16.263
2.7902	16.258
2.7887	16.234
2.7872	16.163
2.7857	16.056
2.7842	15.822
2.7827	15.420
2.7812	14.909
2.7797	14.368
2.7782	13.882
2.7767	13.515
2.7752	13.365
2.7738	13.405
2.7723	13.479
2.7708	13.362
2.7693	12.993
2.7678	12.453
2.7664	11.828
2.7649	11.236
2.7634	10.791
2.7619	10.508
2.7605	10.387
2.7590	10.361
2.7575	10.374
2.7561	10.353
2.7546	10.315
2.7531	10.313
2.7517	10.375
2.7502	10.483
2.7488	10.732
2.7473	11.182
2.7458	11.697
2.7444	12.209
2.7429	12.689
2.7415	13.147
2.7400	13.609
2.7386	14.077
2.7371	14.520
2.7357	14.921
2.7343	15.336
2.7328	15.767
2.7314	16.236
2.7299	16.773
2.7285	17.389
2.7271	18.073
2.7256	18.763
2.7242	19.517
2.7228	20.350
2.7213	21.228
2.7199	22.218
2.7185	23.388
2.7171	24.701
2.7156	26.115
2.7142	27.589
2.7128	29.044
2.7114	30.427
2.7100	31.817
2.7085	33.184
2.7071	34.487
2.7057	35.780
2.7043	37.082
2.7029	38.384
2.7015	39.680
2.7001	41.017
2.6987	42.333
2.6973	43.584
2.6959	44.808
2.6945	46.010
2.6931	47.230
2.6917	48.418
2.6903	49.496
2.6889	50.445
2.6875	51.307
2.6861	52.008
2.6847	52.559
2.6833	53.068
2.6819	53.462
2.6805	53.699
2.6791	53.880
2.6778	54.066
2.6764	54.209
2.6750	54.412
2.6736	54.589
2.6722	54.653
2.6709	54.620
2.6695	54.741
2.6681	54.937
2.6667	54.990
2.6654	55.075
2.6640	55.248
2.6626	55.424
2.6613	55.544
2.6599	55.646
2.6585	55.796
2.6572	55.926
2.6558	55.984
2.6545	56.100
2.6531	56.205
2.6517	56.301
2.6504	56.414
2.6490	56.500
2.6477	56.550
2.6463	56.542
2.6450	56.572
2.6436	56.680
2.6423	56.731
2.6409	56.793
2.6396	56.818
2.6382	56.820
2.6369	56.847
2.6356	56.838
2.6342	56.781
2.6329	56.805
2.6315	56.783
2.6302	56.757
2.6289	56.794
2.6275	56.800
2.6262	56.789
2.6249	56.880
2.6236	56.920
2.6222	56.934
2.6209	56.894
2.6196	56.920
2.6183	57.025
2.6169	57.048
2.6156	57.096
2.6143	57.172
2.6130	57.204
2.6117	57.278
2.6103	57.316
2.6090	57.319
2.6077	57.332
2.6064	57.305
2.6051	57.314
2.6038	57.440
2.6025	57.564
2.6012	57.647
2.5999	57.712
2.5986	57.777
2.5973	57.808
2.5960	57.727
2.5947	57.612
2.5934	57.775
2.5921	57.997
2.5908	58.064
2.5895	58.041
2.5882	58.042
2.5869	58.086
2.5856	58.133
2.5843	58.081
2.5830	58.100
2.5817	58.207
2.5805	58.212
2.5792	58.190
2.5779	58.184
2.5766	58.167
2.5753	58.176
2.5741	58.143
2.5728	58.111
2.5715	58.120
2.5702	58.067
2.5690	58.089
2.5677	58.155
2.5664	58.144
2.5651	58.108
2.5639	58.042
2.5626	58.007
2.5613	58.042
2.5601	58.087
2.5588	58.136
2.5575	58.133
2.5563	58.115
2.5550	58.141
2.5538	58.133
2.5525	58.095
2.5513	58.126
2.5500	58.171
2.5487	58.162
2.5475	58.153
2.5462	58.183
2.5450	58.183
2.5437	58.144
2.5425	58.131
2.5413	58.140
2.5400	58.149
2.5388	58.146
2.5375	58.142
2.5363	58.108
2.5350	58.104
2.5338	58.119
2.5326	58.156
2.5313	58.159
2.5301	58.141
2.5289	58.158
2.5276	58.155
2.5264	58.152
2.5252	58.185
2.5239	58.234
2.5227	58.221
2.5215	58.212
2.5202	58.242
2.5190	58.230
2.5178	58.253
2.5166	58.320
2.5154	58.311
2.5141	58.293
2.5129	58.319
2.5117	58.356
2.5105	58.313
2.5093	58.293
2.5081	58.297
2.5068	58.301
2.5056	58.311
2.5044	58.353
2.5032	58.337
2.5020	58.348
2.5008	58.354
2.4996	58.350
2.4984	58.351
2.4972	58.360
2.4960	58.367
2.4948	58.381
2.4936	58.418
2.4924	58.441
2.4912	58.499
2.4900	58.522
2.4888	58.514
2.4876	58.563
2.4864	58.609
2.4852	58.657
2.4840	58.681
2.4828	58.706
2.4816	58.724
2.4805	58.728
2.4793	58.756
2.4781	58.802
2.4769	58.817
2.4757	58.850
2.4745	58.885
2.4734	58.898
2.4722	58.910
2.4710	58.958
2.4698	59.007
2.4686	59.045
2.4675	59.042
2.4663	59.063
2.4651	59.107
2.4640	59.112
2.4628	59.135
2.4616	59.148
2.4604	59.123
2.4593	59.133
2.4581	59.127
2.4569	59.091
2.4558	59.056
2.4546	59.074
2.4535	59.083
2.4523	59.098
2.4511	59.101
2.4500	59.093
2.4488	59.051
2.4477	59.037
2.4465	59.046
2.4454	59.023
2.4442	58.985
2.4431	58.965
2.4419	58.914
2.4408	58.875
2.4396	58.900
2.4385	58.884
2.4373	58.873
2.4362	58.863
2.4350	58.826
2.4339	58.828
2.4327	58.818
2.4316	58.782
2.4305	58.768
2.4293	58.784
2.4282	58.814
2.4270	58.823
2.4259	58.818
2.4248	58.854
2.4236	58.842
2.4225	58.837
2.4214	58.886
2.4202	58.898
2.4191	58.889
2.4180	58.879
2.4169	58.875
2.4157	58.909
2.4146	58.875
2.4135	58.845
2.4124	58.867
2.4112	58.856
2.4101	58.828
2.4090	58.826
2.4079	58.825
2.4068	58.807
2.4056	58.777
2.4045	58.770
2.4034	58.779
2.4023	58.754
2.4012	58.720
2.4001	58.735
2.3990	58.715
2.3979	58.701
2.3967	58.692
2.3956	58.708
2.3945	58.706
2.3934	58.665
2.3923	58.633
2.3912	58.654
2.3901	58.637
2.3890	58.598
2.3879	58.529
2.3868	58.471
2.3857	58.407
2.3846	58.340
2.3835	58.255
2.3824	58.195
2.3813	58.121
2.3802	58.047
2.3791	57.970
2.3781	57.816
2.3770	57.726
2.3759	57.619
2.3748	57.475
2.3737	57.333
2.3726	57.204
2.3715	57.059
2.3704	56.909
2.3694	56.715
2.3683	56.495
2.3672	56.296
2.3661	56.103
2.3650	55.877
2.3640	55.641
2.3629	55.454
2.3618	55.273
2.3607	55.056
2.3597	54.855
2.3586	54.675
2.3575	54.459
2.3564	54.255
2.3554	54.108
2.3543	53.950
2.3532	53.784
2.3522	53.676
2.3511	53.576
2.3500	53.483
2.3490	53.380
2.3479	53.334
2.3468	53.320
2.3458	53.303
2.3447	53.286
2.3436	53.329
2.3426	53.406
2.3415	53.466
2.3405	53.571
2.3394	53.624
2.3384	53.693
2.3373	53.821
2.3363	53.923
2.3352	54.032
2.3342	54.182
2.3331	54.305
2.3321	54.418
2.3310	54.596
2.3300	54.744
2.3289	54.840
2.3279	54.929
2.3268	55.038
2.3258	55.148
2.3247	55.231
2.3237	55.341
2.3226	55.421
2.3216	55.513
2.3206	55.602
2.3195	55.663
2.3185	55.757
2.3175	55.847
2.3164	55.951
2.3154	56.064
2.3144	56.161
2.3133	56.279
2.3123	56.394
2.3113	56.481
2.3102	56.596
2.3092	56.754
2.3082	56.952
2.3071	57.114
2.3061	57.244
2.3051	57.408
2.3041	57.577
2.3030	57.718
2.3020	57.848
2.3010	57.977
2.3000	58.142
2.2990	58.308
2.2979	58.480
2.2969	58.653
2.2959	58.896
2.2949	59.101
2.2939	59.323
2.2929	59.549
2.2918	59.731
2.2908	59.896
2.2898	60.087
2.2888	60.264
2.2878	60.478
2.2868	60.636
2.2858	60.729
2.2848	60.870
2.2838	60.960
2.2828	61.039
2.2818	61.152
2.2808	61.242
2.2798	61.335
2.2787	61.382
2.2777	61.352
2.2767	61.298
2.2757	61.264
2.2747	61.201
2.2738	61.150
2.2728	61.107
2.2718	61.018
2.2708	60.926
2.2698	60.823
2.2688	60.684
2.2678	60.570
2.2668	60.416
2.2658	60.273
2.2648	60.161
2.2638	60.068
2.2628	59.958
2.2618	59.821
2.2609	59.714
2.2599	59.679
2.2589	59.611
2.2579	59.530
2.2569	59.516
2.2559	59.563
2.2550	59.621
2.2540	59.678
2.2530	59.745
2.2520	59.952
2.2510	60.146
2.2501	60.364
2.2491	60.640
2.2481	60.823
2.2471	61.016
2.2462	61.297
2.2452	61.611
2.2442	61.888
2.2433	62.150
2.2423	62.395
2.2413	62.626
2.2403	62.841
2.2394	63.052
2.2384	63.226
2.2374	63.369
2.2365	63.472
2.2355	63.581
2.2345	63.686
2.2336	63.851
2.2326	63.991
2.2317	64.060
2.2307	64.094
2.2297	64.125
2.2288	64.177
2.2278	64.225
2.2269	64.290
2.2259	64.309
2.2250	64.350
2.2240	64.362
2.2231	64.362
2.2221	64.398
2.2211	64.350
2.2202	64.270
2.2192	64.258
2.2183	64.248
2.2173	64.171
2.2164	64.046
2.2155	63.958
2.2145	63.842
2.2136	63.708
2.2126	63.543
2.2117	63.403
2.2107	63.271
2.2098	63.103
2.2088	62.886
2.2079	62.676
2.2070	62.500
2.2060	62.390
2.2051	62.301
2.2041	62.183
2.2032	62.098
2.2023	62.103
2.2013	62.109
2.2004	62.093
2.1995	62.066
2.1985	62.091
2.1976	62.154
2.1967	62.171
2.1957	62.165
2.1948	62.216
2.1939	62.299
2.1930	62.378
2.1920	62.487
2.1911	62.615
2.1902	62.724
2.1893	62.826
2.1883	62.950
2.1874	63.080
2.1865	63.267
2.1856	63.474
2.1846	63.644
2.1837	63.801
2.1828	63.980
2.1819	64.150
2.1810	64.262
2.1800	64.376
2.1791	64.555
2.1782	64.783
2.1773	64.951
2.1764	65.004
2.1755	65.102
2.1746	65.271
2.1736	65.423
2.1727	65.485
2.1718	65.570
2.1709	65.688
2.1700	65.836
2.1691	65.987
2.1682	65.992
2.1673	66.073
2.1664	66.173
2.1655	66.231
2.1646	66.277
2.1637	66.349
2.1628	66.456
2.1619	66.488
2.1610	66.454
2.1601	66.474
2.1592	66.590
2.1583	66.663
2.1574	66.623
2.1565	66.607
2.1556	66.619
2.1547	66.619
2.1538	66.676
2.1529	66.766
2.1520	66.809
2.1511	66.787
2.1502	66.818
2.1493	66.836
2.1484	66.788
2.1475	66.779
2.1466	66.834
2.1458	66.882
2.1449	66.880
2.1440	66.902
2.1431	66.987
2.1422	66.999
2.1413	66.957
2.1404	66.966
2.1396	67.006
2.1387	67.035
2.1378	67.009
2.1369	67.043
2.1360	67.086
2.1352	67.072
2.1343	67.064
2.1334	67.064
2.1325	67.149
2.1316	67.157
2.1308	67.078
2.1299	67.103
2.1290	67.145
2.1281	67.099
2.1273	67.081
2.1264	67.168
2.1255	67.285
2.1247	67.239
2.1238	67.220
2.1229	67.246
2.1220	67.259
2.1212	67.264
2.1203	67.255
2.1194	67.256
2.1186	67.215
2.1177	67.228
2.1168	67.281
2.1160	67.285
2.1151	67.351
2.1143	67.362
2.1134	67.302
2.1125	67.378
2.1117	67.408
2.1108	67.348
2.1100	67.404
2.1091	67.465
2.1082	67.473
2.1074	67.427
2.1065	67.404
2.1057	67.451
2.1048	67.497
2.1040	67.515
2.1031	67.432
2.1023	67.442
2.1014	67.615
2.1005	67.634
2.0997	67.522
2.0988	67.568
2.0980	67.647
2.0971	67.687
2.0963	67.662
2.0955	67.646
2.0946	67.667
2.0938	67.683
2.0929	67.638
2.0921	67.646
2.0912	67.741
2.0904	67.724
2.0895	67.681
2.0887	67.732
2.0879	67.768
2.0870	67.746
2.0862	67.749
2.0853	67.762
2.0845	67.724
2.0837	67.745
2.0828	67.782
2.0820	67.750
2.0812	67.727
2.0803	67.745
2.0795	67.755
2.0760	67.755
2.0720	67.755
2.0680	67.884
2.0640	68.074
2.0600	67.823
2.0560	67.884
2.0520	67.729
2.0480	67.641
2.0440	67.487
2.0400	67.332
2.0360	67.152
2.0320	67.042
2.0280	66.677
2.0240	66.363
2.0200	66.200
2.0160	66.141
2.0120	65.779
2.0080	65.663
2.0040	65.641
2.0000	65.397
1.9960	65.133
1.9920	65.005
1.9880	65.168
1.9840	65.353
1.9800	65.146
1.9760	65.068
1.9720	65.287
1.9680	65.230
1.9640	65.209
1.9600	64.919
1.9560	64.884
1.9520	64.735
1.9480	64.679
1.9440	64.495
1.9400	64.459
1.9360	64.592
1.9320	64.535
1.9280	64.454
1.9240	64.438
1.9200	64.811
1.9160	64.847
1.9120	65.034
1.9080	64.847
1.9040	64.905
1.9000	65.011
1.8960	64.997
1.8920	64.626
1.8880	64.649
1.8840	64.428
1.8800	64.570
1.8760	64.490
1.8720	64.521
1.8680	64.727
1.8640	64.649
1.8600	64.694
1.8560	64.480
1.8520	64.460
1.8480	64.342
1.8440	64.787
1.8400	65.075
1.8360	65.246
1.8320	65.295
1.8280	64.801
1.8240	64.719
1.8200	64.424
1.8160	63.920
1.8120	63.936
1.8080	63.882
1.8040	63.865
1.8000	63.865
1.7960	63.774
1.7920	63.882
1.7880	63.667
1.7840	63.488
1.7800	63.686
1.7760	63.578
1.7720	63.381
1.7680	63.228
1.7640	63.139
1.7600	63.059
1.7560	63.095
1.7520	63.113
1.7480	62.474
1.7440	62.275
1.7400	62.470
1.7360	62.949
1.7320	63.201
1.7280	63.128
1.7240	62.767
1.7200	62.569
1.7160	62.213
1.7120	62.716
1.7080	62.259
1.7040	62.360
1.7000	61.750
1.6960	61.818
1.6920	61.572
1.6880	61.676
1.6840	61.314
1.6800	61.361
1.6760	61.413
1.6720	61.423
1.6680	61.140
1.6640	60.835
1.6600	60.528
1.6560	60.337
1.6520	60.083
1.6480	60.235
1.6440	60.606
1.6400	59.953
1.6360	59.953
1.6320	60.106
1.6280	59.914
1.6240	59.634
1.6200	59.444
1.6160	58.710
1.6120	58.483
1.6080	58.601
1.6040	58.849
1.6000	58.899
1.5960	58.481
1.5920	58.360
1.5880	58.221
1.5840	58.271
1.5800	58.289
1.5760	58.118
1.5720	57.750
1.5680	56.928
1.5640	56.505
1.5600	56.180
1.5560	56.087
1.5520	56.097
1.5480	56.464
1.5440	56.060
1.5400	55.472
1.5360	55.892
1.5320	56.212
1.5280	55.902
1.5240	55.671
1.5200	55.306
1.5160	55.213
1.5120	55.531
1.5080	55.774
1.5040	55.788
1.5000	55.447
1.4960	54.904
1.4920	54.033
1.4880	53.940
1.4840	53.760
1.4800	53.490
1.4760	53.223
1.4720	53.089
1.4680	53.448
1.4640	53.539
1.4600	52.999
1.4560	52.864
1.4520	52.641
1.4480	52.152
1.4440	51.969
1.4400	51.838
1.4360	51.655
1.4320	51.653
1.4280	51.475
1.4240	50.985
1.4200	50.314
1.4160	49.326
1.4120	48.181
1.4080	47.553
1.4040	47.209
1.4000	46.762
1.3960	46.893
1.3920	47.460
1.3880	47.671
1.3840	47.631
1.3800	47.937
1.3760	48.143
1.3720	47.730
1.3680	47.898
1.3640	48.001
1.3600	47.762
1.3560	47.408
1.3520	47.169
1.3480	46.716
1.3440	46.461
1.3400	46.180
1.3360	45.991
1.3320	45.775
1.3280	45.583
1.3240	45.094
1.3200	45.033
1.3160	44.558
1.3120	44.432
1.3080	43.986
1.3040	43.556
1.3000	43.289
1.2960	43.021
1.2920	42.860
1.2880	42.484
1.2840	42.302
1.2800	42.099
1.2760	41.857
1.2720	41.585
1.2680	41.326
1.2640	40.856
1.2600	40.947
1.2560	40.878
1.2520	40.696
1.2480	40.297
1.2440	39.913
1.2400	39.560
1.2360	39.321
1.2320	39.081
1.2280	38.939
1.2240	38.537
1.2200	38.323
1.2160	37.933
1.2120	37.567
1.2080	37.171
1.2040	36.810
1.2000	36.629
1.1960	36.247
1.1920	35.977
1.1880	35.696
1.1840	35.397
1.1800	35.278
1.1760	34.923
1.1720	34.776
1.1680	34.598
1.1640	34.250
1.1600	34.145
1.1560	34.016
1.1520	34.136
1.1480	34.178
1.1440	34.025
1.1400	33.781
1.1360	33.524
1.1320	33.080
1.1280	33.107
1.1240	32.917
1.1200	32.835
1.1160	32.681
1.1120	32.751
1.1080	32.542
1.1040	32.435
1.1000	32.256
1.0960	32.333
1.0920	32.083
1.0880	32.072
1.0840	32.139
1.0800	31.760
1.0760	31.566
1.0720	31.471
1.0680	31.258
1.0640	31.113
1.0600	30.854
1.0560	30.834
1.0520	30.784
1.0480	30.568
1.0440	30.624
1.0400	30.658
1.0360	30.602
1.0320	30.783
1.0280	30.412
1.0240	30.190
1.0200	30.280
1.0160	30.305
1.0120	29.862
1.0080	29.960
1.0040	29.827
1.0000	29.436
0.99600	29.697
0.99200	29.195
0.98800	29.203
0.98400	29.085
0.98000	29.264
0.97600	28.976
0.97200	28.761
0.96800	28.548
0.96400	28.460
0.96000	28.187
0.95600	28.029
0.95200	27.871
0.94800	27.871
0.94400	27.691
0.94000	27.646
0.93600	27.242
0.93200	27.264
0.92800	26.954
0.92400	26.876
0.92000	26.596
0.91600	26.654
0.91200	26.544
0.90800	26.408
0.90400	26.276
0.90000	26.229
0.89600	26.029
0.89200	25.850
0.88800	25.782
0.88400	25.734
0.88000	25.724
0.87600	25.517
0.87200	25.662
0.86800	25.531
0.86400	25.593
0.86000	25.708
0.85600	25.516
0.85200	25.355
0.84800	25.471
0.84400	25.326
0.84000	25.326
0.83600	25.521
0.83200	25.355
0.82800	25.607
0.82400	25.544
0.82000	25.760
0.81600	25.581
0.81200	25.478
0.80800	25.789
0.80400	25.747
0.80000	25.685
0.79900	25.685
0.79800	25.685
0.79700	25.759
0.79600	25.903
0.79500	25.903
0.79400	25.975
0.79300	25.759
0.79200	25.880
0.79100	25.854
0.79000	25.803
0.78900	25.685
0.78800	25.639
0.78700	25.662
0.78600	25.593
0.78500	25.393
0.78400	25.780
0.78300	25.780
0.78200	25.570
0.78100	25.373
0.78000	25.488
0.77900	25.558
0.77800	25.414
0.77700	25.465
0.77600	25.302
0.77500	25.253
0.77400	25.253
0.77300	25.253
0.77200	25.227
0.77100	25.134
0.77000	24.877
0.76900	24.925
0.76800	25.131
0.76700	25.073
0.76600	25.073
0.76500	24.863
0.76400	25.073
0.76300	24.954
0.76200	24.814
0.76100	25.045
0.76000	24.789
0.75900	24.818
0.75800	24.915
0.75700	24.818
0.75600	24.811
0.75500	24.512
0.75400	24.724
0.75300	24.454
0.75200	24.476
0.75100	24.283
0.75000	24.239
0.74900	24.230
0.74800	24.230
0.74700	24.327
0.74600	23.896
0.74500	24.230
0.74400	24.492
0.74300	24.003
0.74200	24.276
0.74100	24.618
0.74000	24.327
0.73900	24.026
0.73800	23.928
0.73700	23.745
0.73600	23.964
0.73500	23.939
0.73400	23.831
0.73300	23.999
0.73200	24.137
0.73100	24.005
0.73000	23.750
0.72900	23.880
0.72800	23.750
0.72700	23.923
0.72600	23.794
0.72500	23.794
0.72400	23.610
0.72300	23.610
0.72200	23.639
0.72100	23.631
0.72000	23.549
0.71900	23.773
0.71800	23.697
0.71700	23.771
0.71600	23.684
0.71500	23.553
0.71400	23.553
0.71300	23.404
0.71200	23.714
0.71100	23.564
0.71000	23.455
0.70900	23.390
0.70800	23.629
0.70700	23.304
0.70600	23.249
0.70500	23.270
0.70400	23.335
0.70300	23.268
0.70200	23.268
0.70100	23.076
0.70000	23.280
0.69900	23.574
0.69800	23.340
0.69700	23.519
0.69600	23.330
0.69500	23.274
0.69400	23.174
0.69300	23.252
0.69200	23.187
0.69100	23.274
0.69000	23.352
0.68900	23.519
0.68800	23.374
0.68700	23.374
0.68600	23.274
0.68500	23.418
0.68400	23.274
0.68300	23.274
0.68200	23.252
0.68100	23.452
0.68000	23.419
0.67900	23.340
0.67800	23.218
0.67700	23.074
0.67600	23.174
0.67500	23.340
0.67400	23.340
0.67300	23.441
0.67200	23.252
0.67100	23.284
0.67000	23.464
0.66900	23.284
0.66800	23.262
0.66700	23.262
0.66600	23.441
0.66500	23.619
0.66400	23.652
0.66300	23.330
0.66200	23.529
0.66100	23.328
0.66000	23.385
0.65900	23.498
0.65800	23.599
0.65700	23.452
0.65600	23.542
0.65500	23.564
0.65400	23.519
0.65300	23.475
0.65200	23.274
0.65100	23.330
0.65000	23.186
0.64900	23.022
0.64800	23.221
0.64700	23.463
0.64600	23.700
0.64500	23.699
0.64400	23.700
0.64300	23.655
0.64200	23.843
0.64100	23.519
0.64000	23.778
0.63900	23.835
0.63800	23.464
0.63700	23.352
0.63600	23.286
0.63500	23.352
0.63400	23.274
0.63300	23.352
0.63200	23.430
0.63100	23.843
0.63000	23.775
0.62900	23.530
0.62800	23.408
0.62700	23.608
0.62600	23.930
0.62500	23.843
0.62400	23.921
0.62300	23.952
0.62200	23.807
0.62100	24.083
0.62000	24.067
0.61900	24.330
0.61800	24.448
0.61700	24.174
0.61600	24.206
0.61500	24.159
0.61400	24.167
0.61300	24.075
0.61200	24.462
0.61100	24.509
0.61000	24.283
0.60900	24.260
0.60800	24.136
0.60700	24.034
0.60600	23.877
0.60500	23.956
0.60400	23.956
0.60300	24.104
0.60200	24.174
0.60100	24.187
0.60000	24.431
0.59900	24.399
0.59800	24.044
0.59700	24.367
0.59600	24.543
0.59500	24.433
0.59400	24.399
0.59300	24.591
0.59200	24.546
0.59100	24.522
0.59000	24.208
0.58900	24.450
0.58800	24.650
0.58700	24.601
0.58600	24.650
0.58500	24.663
0.58400	24.454
0.58300	24.505
0.58200	24.605
0.58100	24.786
0.58000	24.965
0.57900	24.808
0.57800	24.680
0.57700	24.687
0.57600	24.687
0.57500	24.916
0.57400	24.970
0.57300	25.027
0.57200	24.812
0.57100	25.010
0.57000	24.913
0.56900	24.989
0.56800	25.192
0.56700	25.187
0.56600	25.416
0.56500	25.391
0.56400	25.241
0.56300	25.339
0.56200	25.314
0.56100	25.314
0.56000	25.518
0.55900	25.409
0.55800	25.409
0.55700	25.657
0.55600	25.613
0.55500	25.568
0.55400	25.613
0.55300	25.612
0.55200	25.582
0.55100	25.650
0.55000	25.321
0.54900	25.556
0.54800	25.519
0.54700	25.397
0.54600	25.610
0.54500	25.856
0.54400	25.864
0.54300	26.104
0.54200	26.027
0.54100	25.725
0.54000	25.826
0.53900	25.786
0.53800	25.912
0.53700	25.740
0.53600	25.740
0.53500	25.818
0.53400	25.864
0.53300	25.633
0.53200	25.673
0.53100	25.452
0.53000	25.497
0.52900	25.411
0.52800	25.546
0.52700	25.724
0.52600	25.624
0.52500	25.524
0.52400	25.468
0.52300	25.501
0.52200	25.725
0.52100	25.602
0.52000	25.536
0.51900	25.412
0.51800	25.446
0.51700	25.569
0.51600	25.747
0.51500	25.614
0.51400	25.345
0.51300	25.367
0.51200	25.233
0.51100	25.211
0.51000	25.099
0.50900	25.055
0.50800	25.166
0.50700	25.300
0.50600	25.276
0.50500	25.109
0.50400	25.153
0.50300	24.960
0.50200	24.974
0.50100	25.166
0.50000	24.984
0.49900	24.663
0.49800	24.706
0.49700	24.727
0.49600	24.641
0.49500	24.504
0.49400	24.260
0.49300	24.525
0.49200	24.431
0.49100	24.539
0.49000	24.634
0.48900	24.531
0.48800	24.449
0.48700	24.525
0.48600	24.364
0.48500	24.222
0.48400	24.124
0.48300	24.187
0.48200	24.082
0.48100	23.981
0.48000	24.063
0.47900	24.003
0.47800	23.963
0.47700	23.736
0.47600	23.512
0.47500	23.472
0.47400	23.798
0.47300	23.346
0.47200	23.306
0.47100	23.246
0.47000	23.145
0.46900	22.906
0.46800	23.125
0.46700	22.843
0.46600	22.660
0.46500	22.824
0.46400	22.737
0.46300	22.756
0.46200	22.610
0.46100	22.411
0.46000	22.013
0.45900	23.195
0.45800	23.109
0.45700	22.962
0.45600	22.897
0.45500	22.634
0.45400	22.715
0.45300	22.539
0.45200	22.407
0.45100	22.333
0.45000	22.426
0.44900	22.379
0.44800	22.320
0.44700	22.339
0.44600	22.240
0.44500	22.133
0.44400	22.136
0.44300	21.504
0.44200	21.466
0.44100	21.668
0.44000	21.556
0.43900	21.591
0.43800	21.661
0.43700	21.535
0.43600	21.539
0.43500	21.574
0.43400	21.465
0.43300	21.130
0.43200	21.146
0.43100	21.197
0.43000	20.916
0.42900	20.855
0.42800	20.700
0.42700	20.378
0.42600	20.563
0.42500	20.311
0.42400	20.238
0.42300	20.538
0.42200	20.136
0.42100	19.949
0.42000	19.957
0.41900	19.767
0.41800	19.707
0.41700	19.426
0.41600	19.421
0.41500	19.412
0.41400	19.259
0.41300	18.986
0.41200	18.727
0.41100	18.660
0.41000	18.444
0.40900	18.594
0.40800	18.740
0.40700	18.542
0.40600	18.243
0.40500	18.112
0.40400	18.150
0.40300	18.150
0.40200	18.162
0.40100	18.087
0.40000	17.987
