Name:  Dolomitic Marble 
2.7947	66.316
2.7932	65.995
2.7917	65.697
2.7902	65.409
2.7887	65.102
2.7872	64.800
2.7857	64.545
2.7842	64.272
2.7827	63.906
2.7812	63.516
2.7797	63.108
2.7782	62.663
2.7767	62.230
2.7752	61.759
2.7738	61.308
2.7723	60.884
2.7708	60.544
2.7693	60.375
2.7678	60.397
2.7664	60.565
2.7649	60.845
2.7634	61.202
2.7619	61.579
2.7605	62.028
2.7590	62.448
2.7575	62.814
2.7561	63.238
2.7546	63.692
2.7531	64.175
2.7517	64.655
2.7502	65.118
2.7488	65.530
2.7473	65.985
2.7458	66.460
2.7444	66.872
2.7429	67.304
2.7415	67.726
2.7400	68.161
2.7386	68.625
2.7371	69.072
2.7357	69.439
2.7343	69.768
2.7328	70.034
2.7314	70.208
2.7299	70.350
2.7285	70.465
2.7271	70.553
2.7256	70.595
2.7242	70.494
2.7228	70.479
2.7213	70.597
2.7199	70.899
2.7185	71.566
2.7171	72.271
2.7156	72.744
2.7142	73.106
2.7128	73.452
2.7114	73.775
2.7100	74.070
2.7085	74.361
2.7071	74.601
2.7057	74.772
2.7043	74.833
2.7029	74.829
2.7015	74.781
2.7001	74.647
2.6987	74.464
2.6973	74.273
2.6959	74.137
2.6945	73.954
2.6931	73.773
2.6917	73.722
2.6903	73.747
2.6889	73.824
2.6875	74.009
2.6861	74.311
2.6847	74.700
2.6833	75.227
2.6819	75.844
2.6805	76.487
2.6791	77.046
2.6778	77.570
2.6764	78.035
2.6750	78.413
2.6736	78.760
2.6722	79.070
2.6709	79.221
2.6695	79.398
2.6681	79.619
2.6667	79.832
2.6654	80.074
2.6640	80.281
2.6626	80.448
2.6613	80.589
2.6599	80.793
2.6585	80.946
2.6572	81.061
2.6558	81.193
2.6545	81.313
2.6531	81.382
2.6517	81.491
2.6504	81.561
2.6490	81.563
2.6477	81.656
2.6463	81.712
2.6450	81.738
2.6436	81.812
2.6423	81.819
2.6409	81.823
2.6396	81.862
2.6382	81.886
2.6369	81.920
2.6356	81.959
2.6342	82.000
2.6329	82.017
2.6315	82.055
2.6302	82.086
2.6289	82.173
2.6275	82.162
2.6262	82.156
2.6249	82.265
2.6236	82.319
2.6222	82.339
2.6209	82.367
2.6196	82.376
2.6183	82.377
2.6169	82.372
2.6156	82.416
2.6143	82.475
2.6130	82.483
2.6117	82.481
2.6103	82.472
2.6090	82.468
2.6077	82.498
2.6064	82.511
2.6051	82.509
2.6038	82.482
2.6025	82.452
2.6012	82.438
2.5999	82.407
2.5986	82.366
2.5973	82.362
2.5960	82.312
2.5947	82.236
2.5934	82.258
2.5921	82.282
2.5908	82.268
2.5895	82.214
2.5882	82.092
2.5869	82.065
2.5856	82.049
2.5843	81.936
2.5830	81.854
2.5817	81.823
2.5805	81.786
2.5792	81.713
2.5779	81.565
2.5766	81.493
2.5753	81.431
2.5741	81.306
2.5728	81.123
2.5715	80.999
2.5702	80.853
2.5690	80.631
2.5677	80.442
2.5664	80.252
2.5651	80.003
2.5639	79.751
2.5626	79.603
2.5613	79.451
2.5601	79.293
2.5588	79.161
2.5575	78.987
2.5563	78.798
2.5550	78.476
2.5538	78.089
2.5525	77.729
2.5513	77.346
2.5500	76.878
2.5487	76.305
2.5475	75.685
2.5462	75.073
2.5450	74.345
2.5437	73.550
2.5425	72.778
2.5413	71.945
2.5400	71.068
2.5388	70.191
2.5375	69.357
2.5363	68.578
2.5350	67.819
2.5338	67.116
2.5326	66.475
2.5313	65.877
2.5301	65.274
2.5289	64.693
2.5276	64.181
2.5264	63.749
2.5252	63.377
2.5239	62.996
2.5227	62.670
2.5215	62.375
2.5202	62.154
2.5190	61.981
2.5178	61.791
2.5166	61.700
2.5154	61.652
2.5141	61.670
2.5129	61.732
2.5117	61.819
2.5105	61.942
2.5093	62.114
2.5081	62.287
2.5068	62.475
2.5056	62.679
2.5044	62.923
2.5032	63.123
2.5020	63.298
2.5008	63.506
2.4996	63.732
2.4984	63.956
2.4972	64.138
2.4960	64.313
2.4948	64.608
2.4936	64.863
2.4924	65.080
2.4912	65.365
2.4900	65.666
2.4888	65.968
2.4876	66.241
2.4864	66.549
2.4852	66.857
2.4840	67.151
2.4828	67.488
2.4816	67.741
2.4805	67.958
2.4793	68.143
2.4781	68.274
2.4769	68.413
2.4757	68.559
2.4745	68.665
2.4734	68.733
2.4722	68.796
2.4710	68.821
2.4698	68.819
2.4686	68.878
2.4675	68.968
2.4663	69.022
2.4651	69.079
2.4640	69.151
2.4628	69.252
2.4616	69.338
2.4604	69.470
2.4593	69.619
2.4581	69.716
2.4569	69.834
2.4558	70.036
2.4546	70.278
2.4535	70.468
2.4523	70.643
2.4511	70.896
2.4500	71.165
2.4488	71.471
2.4477	71.788
2.4465	72.108
2.4454	72.445
2.4442	72.763
2.4431	73.072
2.4419	73.433
2.4408	73.812
2.4396	74.131
2.4385	74.459
2.4373	74.738
2.4362	74.982
2.4350	75.193
2.4339	75.418
2.4327	75.702
2.4316	75.952
2.4305	76.159
2.4293	76.412
2.4282	76.660
2.4270	76.859
2.4259	77.143
2.4248	77.448
2.4236	77.736
2.4225	78.020
2.4214	78.243
2.4202	78.464
2.4191	78.698
2.4180	78.928
2.4169	79.106
2.4157	79.248
2.4146	79.431
2.4135	79.611
2.4124	79.668
2.4112	79.687
2.4101	79.795
2.4090	79.932
2.4079	79.961
2.4068	79.999
2.4056	80.103
2.4045	80.174
2.4034	80.208
2.4023	80.319
2.4012	80.430
2.4001	80.539
2.3990	80.629
2.3979	80.680
2.3967	80.786
2.3956	80.899
2.3945	80.959
2.3934	81.053
2.3923	81.120
2.3912	81.172
2.3901	81.260
2.3890	81.298
2.3879	81.288
2.3868	81.330
2.3857	81.369
2.3846	81.359
2.3835	81.351
2.3824	81.422
2.3813	81.491
2.3802	81.597
2.3791	81.731
2.3781	81.863
2.3770	82.004
2.3759	82.115
2.3748	82.202
2.3737	82.276
2.3726	82.344
2.3715	82.388
2.3704	82.420
2.3694	82.454
2.3683	82.414
2.3672	82.407
2.3661	82.403
2.3650	82.369
2.3640	82.357
2.3629	82.360
2.3618	82.308
2.3607	82.239
2.3597	82.139
2.3586	82.010
2.3575	81.910
2.3564	81.701
2.3554	81.465
2.3543	81.259
2.3532	81.016
2.3522	80.703
2.3511	80.379
2.3500	80.050
2.3490	79.597
2.3479	79.062
2.3468	78.548
2.3458	78.067
2.3447	77.562
2.3436	77.036
2.3426	76.569
2.3415	76.121
2.3405	75.641
2.3394	75.157
2.3384	74.703
2.3373	74.272
2.3363	73.836
2.3352	73.381
2.3342	72.902
2.3331	72.485
2.3321	72.117
2.3310	71.784
2.3300	71.451
2.3289	71.168
2.3279	70.966
2.3268	70.774
2.3258	70.625
2.3247	70.513
2.3237	70.471
2.3226	70.478
2.3216	70.502
2.3206	70.514
2.3195	70.564
2.3185	70.607
2.3175	70.664
2.3164	70.788
2.3154	70.840
2.3144	70.924
2.3133	71.102
2.3123	71.257
2.3113	71.341
2.3102	71.429
2.3092	71.514
2.3082	71.653
2.3071	71.818
2.3061	71.945
2.3051	72.025
2.3041	72.086
2.3030	72.244
2.3020	72.396
2.3010	72.499
2.3000	72.607
2.2990	72.734
2.2979	72.911
2.2969	73.019
2.2959	73.131
2.2949	73.271
2.2939	73.408
2.2929	73.544
2.2918	73.699
2.2908	73.809
2.2898	73.893
2.2888	74.029
2.2878	74.218
2.2868	74.285
2.2858	74.368
2.2848	74.493
2.2838	74.592
2.2828	74.684
2.2818	74.737
2.2808	74.760
2.2798	74.869
2.2787	74.940
2.2777	74.928
2.2767	75.012
2.2757	75.051
2.2747	75.077
2.2738	75.172
2.2728	75.200
2.2718	75.222
2.2708	75.282
2.2698	75.368
2.2688	75.482
2.2678	75.609
2.2668	75.736
2.2658	75.833
2.2648	75.985
2.2638	76.128
2.2628	76.312
2.2618	76.469
2.2609	76.634
2.2599	76.844
2.2589	77.043
2.2579	77.238
2.2569	77.422
2.2559	77.661
2.2550	77.850
2.2540	78.061
2.2530	78.273
2.2520	78.491
2.2510	78.682
2.2501	78.837
2.2491	79.004
2.2481	79.164
2.2471	79.353
2.2462	79.532
2.2452	79.711
2.2442	79.886
2.2433	80.022
2.2423	80.170
2.2413	80.336
2.2403	80.502
2.2394	80.625
2.2384	80.749
2.2374	80.863
2.2365	80.953
2.2355	81.073
2.2345	81.217
2.2336	81.295
2.2326	81.383
2.2317	81.463
2.2307	81.558
2.2297	81.682
2.2288	81.727
2.2278	81.773
2.2269	81.812
2.2259	81.892
2.2250	82.034
2.2240	82.049
2.2231	82.122
2.2221	82.252
2.2211	82.312
2.2202	82.317
2.2192	82.419
2.2183	82.562
2.2173	82.587
2.2164	82.546
2.2155	82.571
2.2145	82.674
2.2136	82.729
2.2126	82.803
2.2117	82.866
2.2107	82.969
2.2098	83.009
2.2088	83.058
2.2079	83.166
2.2070	83.216
2.2060	83.263
2.2051	83.327
2.2041	83.408
2.2032	83.452
2.2023	83.463
2.2013	83.543
2.2004	83.630
2.1995	83.649
2.1985	83.725
2.1976	83.839
2.1967	83.825
2.1957	83.850
2.1948	83.943
2.1939	83.995
2.1930	84.025
2.1920	84.036
2.1911	84.024
2.1902	84.074
2.1893	84.136
2.1883	84.178
2.1874	84.187
2.1865	84.241
2.1856	84.340
2.1846	84.347
2.1837	84.339
2.1828	84.387
2.1819	84.369
2.1810	84.368
2.1800	84.425
2.1791	84.487
2.1782	84.520
2.1773	84.548
2.1764	84.515
2.1755	84.489
2.1746	84.499
2.1736	84.494
2.1727	84.521
2.1718	84.565
2.1709	84.557
2.1700	84.517
2.1691	84.521
2.1682	84.627
2.1673	84.669
2.1664	84.528
2.1655	84.441
2.1646	84.457
2.1637	84.469
2.1628	84.466
2.1619	84.483
2.1610	84.514
2.1601	84.560
2.1592	84.494
2.1583	84.453
2.1574	84.424
2.1565	84.396
2.1556	84.290
2.1547	84.243
2.1538	84.289
2.1529	84.324
2.1520	84.279
2.1511	84.250
2.1502	84.179
2.1493	84.189
2.1484	84.205
2.1475	84.133
2.1466	84.077
2.1458	84.129
2.1449	84.166
2.1440	84.109
2.1431	84.062
2.1422	84.092
2.1413	84.078
2.1404	84.042
2.1396	84.032
2.1387	84.035
2.1378	84.013
2.1369	84.035
2.1360	84.117
2.1352	84.157
2.1343	84.100
2.1334	84.186
2.1325	84.277
2.1316	84.229
2.1308	84.212
2.1299	84.261
2.1290	84.307
2.1281	84.368
2.1273	84.434
2.1264	84.426
2.1255	84.394
2.1247	84.454
2.1238	84.534
2.1229	84.562
2.1220	84.594
2.1212	84.611
2.1203	84.582
2.1194	84.579
2.1186	84.659
2.1177	84.775
2.1168	84.824
2.1160	84.796
2.1151	84.773
2.1143	84.826
2.1134	84.843
2.1125	84.890
2.1117	84.906
2.1108	84.962
2.1100	85.019
2.1091	85.053
2.1082	85.023
2.1074	85.041
2.1065	85.103
2.1057	85.115
2.1048	85.121
2.1040	85.176
2.1031	85.127
2.1023	85.121
2.1014	85.123
2.1005	85.096
2.0997	85.112
2.0988	85.137
2.0980	85.157
2.0971	85.239
2.0963	85.264
2.0955	85.231
2.0946	85.212
2.0938	85.224
2.0929	85.300
2.0921	85.254
2.0912	85.249
2.0904	85.326
2.0895	85.400
2.0887	85.432
2.0879	85.368
2.0870	85.367
2.0862	85.407
2.0853	85.408
2.0845	85.435
2.0837	85.517
2.0828	85.503
2.0820	85.421
2.0812	85.472
2.0803	85.501
2.0795	85.492
2.0760	85.492
2.0720	85.492
2.0680	85.798
2.0640	85.798
2.0600	85.725
2.0560	85.893
2.0520	86.009
2.0480	85.790
2.0440	85.529
2.0400	85.551
2.0360	85.428
2.0320	85.256
2.0280	85.135
2.0240	85.487
2.0200	85.443
2.0160	85.185
2.0120	84.691
2.0080	84.456
2.0040	84.316
2.0000	84.338
1.9960	84.128
1.9920	84.012
1.9880	83.595
1.9840	83.503
1.9800	82.995
1.9760	82.605
1.9720	82.445
1.9680	82.561
1.9640	82.700
1.9600	83.089
1.9560	83.066
1.9520	82.905
1.9480	82.653
1.9440	82.653
1.9400	82.537
1.9360	82.534
1.9320	82.616
1.9280	82.781
1.9240	82.802
1.9200	82.616
1.9160	82.547
1.9120	82.733
1.9080	82.920
1.9040	82.801
1.9000	82.997
1.8960	83.048
1.8920	83.618
1.8880	83.422
1.8840	83.152
1.8800	83.459
1.8760	83.595
1.8720	83.503
1.8680	83.271
1.8640	82.879
1.8600	82.632
1.8560	82.461
1.8520	82.417
1.8480	82.674
1.8440	83.215
1.8400	83.626
1.8360	83.926
1.8320	84.109
1.8280	83.649
1.8240	83.287
1.8200	83.266
1.8160	83.199
1.8120	82.820
1.8080	82.664
1.8040	83.222
1.8000	83.222
1.7960	82.889
1.7920	83.469
1.7880	83.805
1.7840	83.536
1.7800	83.491
1.7760	83.357
1.7720	83.223
1.7680	83.236
1.7640	83.147
1.7600	83.067
1.7560	83.090
1.7520	82.980
1.7480	81.959
1.7440	82.066
1.7400	82.465
1.7360	83.244
1.7320	83.445
1.7280	83.219
1.7240	83.219
1.7200	83.445
1.7160	83.558
1.7120	83.626
1.7080	83.770
1.7040	83.380
1.7000	82.967
1.6960	83.255
1.6920	83.234
1.6880	83.100
1.6840	82.992
1.6800	83.603
1.6760	83.402
1.6720	83.233
1.6680	83.457
1.6640	83.524
1.6600	83.322
1.6560	82.742
1.6520	82.591
1.6480	82.610
1.6440	83.568
1.6400	83.210
1.6360	83.299
1.6320	83.590
1.6280	83.635
1.6240	83.590
1.6200	83.546
1.6160	83.457
1.6120	82.680
1.6080	82.451
1.6040	82.783
1.6000	83.119
1.5960	83.187
1.5920	83.388
1.5880	83.321
1.5840	83.568
1.5800	83.747
1.5760	83.630
1.5720	83.406
1.5680	83.050
1.5640	82.765
1.5600	82.437
1.5560	82.307
1.5520	82.124
1.5480	82.208
1.5440	82.142
1.5400	81.994
1.5360	82.851
1.5320	82.960
1.5280	83.116
1.5240	83.096
1.5200	83.009
1.5160	82.877
1.5120	82.897
1.5080	83.406
1.5040	83.449
1.5000	83.491
1.4960	82.989
1.4920	82.494
1.4880	82.498
1.4840	82.546
1.4800	82.372
1.4760	82.152
1.4720	81.642
1.4680	82.427
1.4640	82.693
1.4600	82.338
1.4560	82.541
1.4520	82.164
1.4480	81.789
1.4440	81.782
1.4400	81.849
1.4360	81.890
1.4320	82.203
1.4280	82.161
1.4240	82.233
1.4200	82.167
1.4160	82.077
1.4120	81.956
1.4080	81.958
1.4040	81.744
1.4000	81.752
1.3960	81.545
1.3920	82.008
1.3880	81.793
1.3840	81.637
1.3800	82.068
1.3760	82.678
1.3720	82.278
1.3680	82.266
1.3640	82.549
1.3600	82.441
1.3560	82.307
1.3520	82.398
1.3480	82.167
1.3440	82.126
1.3400	81.803
1.3360	81.843
1.3320	82.232
1.3280	82.363
1.3240	82.349
1.3200	82.583
1.3160	82.438
1.3120	82.105
1.3080	82.015
1.3040	81.886
1.3000	81.886
1.2960	81.886
1.2920	81.991
1.2880	81.942
1.2840	81.820
1.2800	81.737
1.2760	81.951
1.2720	81.951
1.2680	81.967
1.2640	82.016
1.2600	82.199
1.2560	81.975
1.2520	81.793
1.2480	82.000
1.2440	81.786
1.2400	81.523
1.2360	81.407
1.2320	81.200
1.2280	81.644
1.2240	81.382
1.2200	81.135
1.2160	81.447
1.2120	80.979
1.2080	81.172
1.2040	81.443
1.2000	81.533
1.1960	81.477
1.1920	81.372
1.1880	81.146
1.1840	81.172
1.1800	81.287
1.1760	81.184
1.1720	81.145
1.1680	81.145
1.1640	80.976
1.1600	80.979
1.1560	80.941
1.1520	80.756
1.1480	80.707
1.1440	80.862
1.1400	81.472
1.1360	81.195
1.1320	80.730
1.1280	80.523
1.1240	80.534
1.1200	80.724
1.1160	81.061
1.1120	81.360
1.1080	81.477
1.1040	81.489
1.1000	81.014
1.0960	80.683
1.0920	80.569
1.0880	81.035
1.0840	81.516
1.0800	80.893
1.0760	81.177
1.0720	80.747
1.0680	79.959
1.0640	79.762
1.0600	80.916
1.0560	80.585
1.0520	80.369
1.0480	80.346
1.0440	80.518
1.0400	80.657
1.0360	81.160
1.0320	81.160
1.0280	80.721
1.0240	80.759
1.0200	80.306
1.0160	79.826
1.0120	80.375
1.0080	80.630
1.0040	80.578
1.0000	80.168
0.99600	80.250
0.99200	80.388
0.98800	80.327
0.98400	80.149
0.98000	81.134
0.97600	80.250
0.97200	80.566
0.96800	80.674
0.96400	80.660
0.96000	80.674
0.95600	80.829
0.95200	80.006
0.94800	80.637
0.94400	80.546
0.94000	80.779
0.93600	80.471
0.93200	80.715
0.92800	80.423
0.92400	80.656
0.92000	80.513
0.91600	80.619
0.91200	80.555
0.90800	80.682
0.90400	80.377
0.90000	80.682
0.89600	80.440
0.89200	80.350
0.88800	80.414
0.88400	80.272
0.88000	80.263
0.87600	80.184
0.87200	80.540
0.86800	79.961
0.86400	80.062
0.86000	80.173
0.85600	79.928
0.85200	79.810
0.84800	79.831
0.84400	79.638
0.84000	79.729
0.83600	79.592
0.83200	78.992
0.82800	79.656
0.82400	79.556
0.82000	80.029
0.81600	79.284
0.81200	79.060
0.80800	79.817
0.80400	79.870
0.80000	79.771
0.79900	79.771
0.79800	79.771
0.79700	79.989
0.79600	80.234
0.79500	80.428
0.79400	80.449
0.79300	80.475
0.79200	80.063
0.79100	80.084
0.79000	80.231
0.78900	80.160
0.78800	80.013
0.78700	80.184
0.78600	79.867
0.78500	80.257
0.78400	80.741
0.78300	80.936
0.78200	79.988
0.78100	80.275
0.78000	80.255
0.77900	80.184
0.77800	80.036
0.77700	80.375
0.77600	80.352
0.77500	80.008
0.77400	80.008
0.77300	80.395
0.77200	80.415
0.77100	80.515
0.77000	79.913
0.76900	80.053
0.76800	79.835
0.76700	80.276
0.76600	80.373
0.76500	80.005
0.76400	80.653
0.76300	80.299
0.76200	79.864
0.76100	80.488
0.76000	80.078
0.75900	79.956
0.75800	79.956
0.75700	79.956
0.75600	80.540
0.75500	80.933
0.75400	80.613
0.75300	80.029
0.75200	80.489
0.75100	80.489
0.75000	80.342
0.74900	80.540
0.74800	80.055
0.74700	80.443
0.74600	80.102
0.74500	80.540
0.74400	80.557
0.74300	80.099
0.74200	80.192
0.74100	81.105
0.74000	80.619
0.73900	80.349
0.73800	80.544
0.73700	80.152
0.73600	80.022
0.73500	80.055
0.73400	80.739
0.73300	80.076
0.73200	80.221
0.73100	79.972
0.73000	79.852
0.72900	80.488
0.72800	80.711
0.72700	80.539
0.72600	80.469
0.72500	80.274
0.72400	79.881
0.72300	79.881
0.72200	80.046
0.72100	80.441
0.72000	80.721
0.71900	81.463
0.71800	81.834
0.71700	80.970
0.71600	80.570
0.71500	80.221
0.71400	80.416
0.71300	80.957
0.71200	81.126
0.71100	81.181
0.71000	81.091
0.70900	80.864
0.70800	80.622
0.70700	80.370
0.70600	80.616
0.70500	80.593
0.70400	81.015
0.70300	81.179
0.70200	80.494
0.70100	80.400
0.70000	80.773
0.69900	81.357
0.69800	80.581
0.69700	81.007
0.69600	81.199
0.69500	81.153
0.69400	81.053
0.69300	81.076
0.69200	81.145
0.69100	81.753
0.69000	81.476
0.68900	81.609
0.68800	81.754
0.68700	81.453
0.68600	81.153
0.68500	81.307
0.68400	81.053
0.68300	81.053
0.68200	80.976
0.68100	80.876
0.68000	81.308
0.67900	81.586
0.67800	81.508
0.67700	81.253
0.67600	81.153
0.67500	81.385
0.67400	81.586
0.67300	82.088
0.67200	81.776
0.67100	82.245
0.67000	81.865
0.66900	81.641
0.66800	81.663
0.66700	81.563
0.66600	81.486
0.66500	81.307
0.66400	80.276
0.66300	80.200
0.66200	81.293
0.66100	81.394
0.66000	81.641
0.65900	81.832
0.65800	82.035
0.65700	81.775
0.65600	81.486
0.65500	81.563
0.65400	81.709
0.65300	81.954
0.65200	81.153
0.65100	81.199
0.65000	81.045
0.64900	80.716
0.64800	80.815
0.64700	81.462
0.64600	82.237
0.64500	82.135
0.64400	82.439
0.64300	82.180
0.64200	81.687
0.64100	81.508
0.64000	82.259
0.63900	81.800
0.63800	81.162
0.63700	80.776
0.63600	80.446
0.63500	80.776
0.63400	81.253
0.63300	81.276
0.63200	80.699
0.63100	80.984
0.63000	80.953
0.62900	80.899
0.62800	80.722
0.62700	80.722
0.62600	81.099
0.62500	81.486
0.62400	81.208
0.62300	80.976
0.62200	80.523
0.62100	80.346
0.62000	80.860
0.61900	81.709
0.61800	82.206
0.61700	81.867
0.61600	81.731
0.61500	81.574
0.61400	81.664
0.61300	81.654
0.61200	82.584
0.61100	82.844
0.61000	82.360
0.60900	81.978
0.60800	81.799
0.60700	81.294
0.60600	81.348
0.60500	81.372
0.60400	81.069
0.60300	81.226
0.60200	81.258
0.60100	81.140
0.60000	81.102
0.59900	81.751
0.59800	81.181
0.59700	81.579
0.59600	81.509
0.59500	80.694
0.59400	81.031
0.59300	81.773
0.59200	81.305
0.59100	80.812
0.59000	81.222
0.58900	80.987
0.58800	81.098
0.58700	81.146
0.58600	81.305
0.58500	81.183
0.58400	80.565
0.58300	80.622
0.58200	80.311
0.58100	80.746
0.58000	80.884
0.57900	81.249
0.57800	81.376
0.57700	81.366
0.57600	81.366
0.57500	81.445
0.57400	81.594
0.57300	81.627
0.57200	81.327
0.57100	81.641
0.57000	81.125
0.56900	81.046
0.56800	81.249
0.56700	81.764
0.56600	81.946
0.56500	81.867
0.56400	81.810
0.56300	82.127
0.56200	81.946
0.56100	81.844
0.56000	82.166
0.55900	81.868
0.55800	81.868
0.55700	82.113
0.55600	81.867
0.55500	81.720
0.55400	81.769
0.55300	81.866
0.55200	81.792
0.55100	81.618
0.55000	81.145
0.54900	81.889
0.54800	81.244
0.54700	80.872
0.54600	81.640
0.54500	81.989
0.54400	81.591
0.54300	82.040
0.54200	82.115
0.54100	81.914
0.54000	81.613
0.53900	82.039
0.53800	82.319
0.53700	81.989
0.53600	81.787
0.53500	81.409
0.53400	81.458
0.53300	80.714
0.53200	80.103
0.53100	80.030
0.53000	80.076
0.52900	80.241
0.52800	80.983
0.52700	81.612
0.52600	81.310
0.52500	81.110
0.52400	81.460
0.52300	81.136
0.52200	81.412
0.52100	81.237
0.52000	81.482
0.51900	80.802
0.51800	80.682
0.51700	80.856
0.51600	80.581
0.51500	80.904
0.51400	80.279
0.51300	80.554
0.51200	79.914
0.51100	79.842
0.51000	80.434
0.50900	79.987
0.50800	80.151
0.50700	80.593
0.50600	81.125
0.50500	80.801
0.50400	80.747
0.50300	80.612
0.50200	80.519
0.50100	80.615
0.50000	81.399
0.49900	80.554
0.49800	80.801
0.49700	80.673
0.49600	80.178
0.49500	80.600
0.49400	80.050
0.49300	80.270
0.49200	80.842
0.49100	81.419
0.49000	80.842
0.48900	80.435
0.48800	80.101
0.48700	79.462
0.48600	79.302
0.48500	79.720
0.48400	79.825
0.48300	80.248
0.48200	79.780
0.48100	79.679
0.48000	80.438
0.47900	79.973
0.47800	80.400
0.47700	79.996
0.47600	79.883
0.47500	79.736
0.47400	80.280
0.47300	80.232
0.47200	79.779
0.47100	79.560
0.47000	79.153
0.46900	79.054
0.46800	79.792
0.46700	79.298
0.46600	79.471
0.46500	79.125
0.46400	79.558
0.46300	79.631
0.46200	79.748
0.46100	79.281
0.46000	78.314
0.45900	82.113
0.45800	82.158
0.45700	81.974
0.45600	81.507
0.45500	80.666
0.45400	80.691
0.45300	80.296
0.45200	80.999
0.45100	80.908
0.45000	81.279
0.44900	81.298
0.44800	80.866
0.44700	80.631
0.44600	81.074
0.44500	80.346
0.44400	80.764
0.44300	80.546
0.44200	80.631
0.44100	80.673
0.44000	80.457
0.43900	80.397
0.43800	80.486
0.43700	80.303
0.43600	80.620
0.43500	80.665
0.43400	80.661
0.43300	80.268
0.43200	80.133
0.43100	80.356
0.43000	80.400
0.42900	80.408
0.42800	79.869
0.42700	79.668
0.42600	80.141
0.42500	79.878
0.42400	79.816
0.42300	80.091
0.42200	79.806
0.42100	79.630
0.42000	80.478
0.41900	79.566
0.41800	79.271
0.41700	79.179
0.41600	79.278
0.41500	79.211
0.41400	79.398
0.41300	78.890
0.41200	79.030
0.41100	78.670
0.41000	78.664
0.40900	79.202
0.40800	79.103
0.40700	78.858
0.40600	79.209
0.40500	78.534
0.40400	78.750
0.40300	78.963
0.40200	78.929
0.40100	78.607
0.40000	78.401
