Name:  White Marble 
2.7887	61.490
2.7872	61.367
2.7857	61.454
2.7842	61.752
2.7827	62.237
2.7812	62.865
2.7797	63.577
2.7782	64.311
2.7767	65.026
2.7752	65.695
2.7738	66.323
2.7723	66.933
2.7708	67.551
2.7693	68.196
2.7678	68.860
2.7664	69.530
2.7649	70.180
2.7634	70.771
2.7619	71.289
2.7605	71.731
2.7590	72.097
2.7575	72.393
2.7561	72.632
2.7546	72.854
2.7531	73.075
2.7517	73.293
2.7502	73.520
2.7488	73.756
2.7473	73.979
2.7458	74.175
2.7444	74.352
2.7429	74.522
2.7415	74.687
2.7400	74.858
2.7386	75.042
2.7371	75.240
2.7357	75.448
2.7343	75.676
2.7328	75.919
2.7314	76.141
2.7299	76.284
2.7285	76.271
2.7271	76.071
2.7256	75.749
2.7242	75.441
2.7228	75.319
2.7213	75.513
2.7199	76.062
2.7185	76.873
2.7171	77.749
2.7156	78.539
2.7142	79.182
2.7128	79.680
2.7114	80.106
2.7100	80.544
2.7085	81.035
2.7071	81.564
2.7057	82.086
2.7043	82.576
2.7029	83.012
2.7015	83.382
2.7001	83.705
2.6987	83.996
2.6973	84.271
2.6959	84.550
2.6945	84.852
2.6931	85.177
2.6917	85.504
2.6903	85.807
2.6889	86.073
2.6875	86.296
2.6861	86.492
2.6847	86.667
2.6833	86.825
2.6819	86.970
2.6805	87.118
2.6791	87.263
2.6778	87.392
2.6764	87.510
2.6750	87.616
2.6736	87.689
2.6722	87.709
2.6709	87.700
2.6695	87.717
2.6681	87.772
2.6667	87.864
2.6654	88.007
2.6640	88.188
2.6626	88.362
2.6613	88.500
2.6599	88.601
2.6585	88.679
2.6572	88.737
2.6558	88.779
2.6545	88.827
2.6531	88.884
2.6517	88.951
2.6504	89.026
2.6490	89.095
2.6477	89.146
2.6463	89.178
2.6450	89.187
2.6436	89.179
2.6423	89.158
2.6409	89.141
2.6396	89.136
2.6382	89.131
2.6369	89.114
2.6356	89.088
2.6342	89.044
2.6329	88.980
2.6315	88.898
2.6302	88.833
2.6289	88.816
2.6275	88.831
2.6262	88.862
2.6249	88.896
2.6236	88.894
2.6222	88.831
2.6209	88.720
2.6196	88.610
2.6183	88.539
2.6169	88.509
2.6156	88.528
2.6143	88.583
2.6130	88.608
2.6117	88.567
2.6103	88.459
2.6090	88.298
2.6077	88.121
2.6064	87.975
2.6051	87.901
2.6038	87.905
2.6025	87.917
2.6012	87.879
2.5999	87.750
2.5986	87.514
2.5973	87.208
2.5960	86.890
2.5947	86.624
2.5934	86.445
2.5921	86.314
2.5908	86.180
2.5895	86.011
2.5882	85.788
2.5869	85.534
2.5856	85.273
2.5843	85.039
2.5830	84.854
2.5817	84.697
2.5805	84.530
2.5792	84.330
2.5779	84.094
2.5766	83.837
2.5753	83.561
2.5741	83.282
2.5728	83.020
2.5715	82.759
2.5702	82.472
2.5690	82.144
2.5677	81.775
2.5664	81.362
2.5651	80.885
2.5639	80.355
2.5626	79.784
2.5613	79.170
2.5601	78.518
2.5588	77.830
2.5575	77.103
2.5563	76.329
2.5550	75.498
2.5538	74.626
2.5525	73.736
2.5513	72.838
2.5500	71.944
2.5487	71.061
2.5475	70.197
2.5462	69.365
2.5450	68.579
2.5437	67.864
2.5425	67.239
2.5413	66.694
2.5400	66.228
2.5388	65.848
2.5375	65.562
2.5363	65.377
2.5350	65.306
2.5338	65.360
2.5326	65.532
2.5313	65.793
2.5301	66.122
2.5289	66.509
2.5276	66.938
2.5264	67.393
2.5252	67.869
2.5239	68.358
2.5227	68.840
2.5215	69.289
2.5202	69.705
2.5190	70.086
2.5178	70.429
2.5166	70.732
2.5154	70.994
2.5141	71.220
2.5129	71.405
2.5117	71.563
2.5105	71.723
2.5093	71.877
2.5081	72.025
2.5068	72.165
2.5056	72.297
2.5044	72.412
2.5032	72.508
2.5020	72.605
2.5008	72.708
2.4996	72.803
2.4984	72.885
2.4972	72.967
2.4960	73.057
2.4948	73.152
2.4936	73.264
2.4924	73.399
2.4912	73.551
2.4900	73.711
2.4888	73.874
2.4876	74.039
2.4864	74.198
2.4852	74.355
2.4840	74.511
2.4828	74.670
2.4816	74.853
2.4805	75.082
2.4793	75.365
2.4781	75.691
2.4769	76.038
2.4757	76.391
2.4745	76.730
2.4734	77.055
2.4722	77.391
2.4710	77.757
2.4698	78.151
2.4686	78.562
2.4675	78.968
2.4663	79.355
2.4651	79.715
2.4640	80.057
2.4628	80.389
2.4616	80.707
2.4604	81.018
2.4593	81.323
2.4581	81.620
2.4569	81.913
2.4558	82.201
2.4546	82.483
2.4535	82.744
2.4523	82.969
2.4511	83.165
2.4500	83.349
2.4488	83.540
2.4477	83.748
2.4465	83.969
2.4454	84.198
2.4442	84.422
2.4431	84.623
2.4419	84.801
2.4408	84.965
2.4396	85.128
2.4385	85.291
2.4373	85.457
2.4362	85.635
2.4350	85.817
2.4339	86.003
2.4327	86.193
2.4316	86.371
2.4305	86.536
2.4293	86.692
2.4282	86.845
2.4270	86.995
2.4259	87.138
2.4248	87.282
2.4236	87.434
2.4225	87.583
2.4214	87.728
2.4202	87.863
2.4191	87.990
2.4180	88.096
2.4169	88.177
2.4157	88.242
2.4146	88.308
2.4135	88.387
2.4124	88.474
2.4112	88.558
2.4101	88.638
2.4090	88.695
2.4079	88.716
2.4068	88.702
2.4056	88.671
2.4045	88.643
2.4034	88.616
2.4023	88.592
2.4012	88.582
2.4001	88.582
2.3990	88.588
2.3979	88.602
2.3967	88.629
2.3956	88.676
2.3945	88.727
2.3934	88.762
2.3923	88.781
2.3912	88.783
2.3901	88.774
2.3890	88.755
2.3879	88.723
2.3868	88.682
2.3857	88.624
2.3846	88.529
2.3835	88.400
2.3824	88.248
2.3813	88.082
2.3802	87.905
2.3791	87.725
2.3781	87.537
2.3770	87.343
2.3759	87.141
2.3748	86.936
2.3737	86.722
2.3726	86.488
2.3715	86.239
2.3704	85.966
2.3694	85.653
2.3683	85.317
2.3672	84.979
2.3661	84.638
2.3650	84.278
2.3640	83.892
2.3629	83.474
2.3618	83.002
2.3607	82.474
2.3597	81.925
2.3586	81.371
2.3575	80.808
2.3564	80.240
2.3554	79.682
2.3543	79.147
2.3532	78.634
2.3522	78.159
2.3511	77.735
2.3500	77.348
2.3490	76.980
2.3479	76.633
2.3468	76.321
2.3458	76.050
2.3447	75.827
2.3436	75.646
2.3426	75.501
2.3415	75.382
2.3405	75.281
2.3394	75.209
2.3384	75.178
2.3373	75.199
2.3363	75.277
2.3352	75.396
2.3342	75.539
2.3331	75.703
2.3321	75.882
2.3310	76.074
2.3300	76.283
2.3289	76.510
2.3279	76.750
2.3268	76.986
2.3258	77.218
2.3247	77.453
2.3237	77.687
2.3226	77.917
2.3216	78.146
2.3206	78.366
2.3195	78.560
2.3185	78.737
2.3175	78.904
2.3164	79.057
2.3154	79.185
2.3144	79.289
2.3133	79.379
2.3123	79.452
2.3113	79.501
2.3102	79.553
2.3092	79.622
2.3082	79.705
2.3071	79.810
2.3061	79.937
2.3051	80.075
2.3041	80.212
2.3030	80.321
2.3020	80.396
2.3010	80.434
2.3000	80.449
2.2990	80.469
2.2979	80.511
2.2969	80.588
2.2959	80.716
2.2949	80.883
2.2939	81.058
2.2929	81.218
2.2918	81.369
2.2908	81.513
2.2898	81.647
2.2888	81.790
2.2878	81.964
2.2868	82.160
2.2858	82.356
2.2848	82.552
2.2838	82.755
2.2828	82.955
2.2818	83.145
2.2808	83.344
2.2798	83.555
2.2787	83.749
2.2777	83.924
2.2767	84.103
2.2757	84.289
2.2747	84.476
2.2738	84.668
2.2728	84.871
2.2718	85.061
2.2708	85.211
2.2698	85.342
2.2688	85.488
2.2678	85.650
2.2668	85.828
2.2658	86.027
2.2648	86.226
2.2638	86.403
2.2628	86.555
2.2618	86.697
2.2609	86.829
2.2599	86.955
2.2589	87.083
2.2579	87.210
2.2569	87.326
2.2559	87.437
2.2550	87.553
2.2540	87.666
2.2530	87.756
2.2520	87.840
2.2510	87.936
2.2501	88.048
2.2491	88.187
2.2481	88.352
2.2471	88.530
2.2462	88.701
2.2452	88.832
2.2442	88.935
2.2433	89.026
2.2423	89.132
2.2413	89.269
2.2403	89.417
2.2394	89.570
2.2384	89.706
2.2374	89.787
2.2365	89.817
2.2355	89.818
2.2345	89.826
2.2336	89.857
2.2326	89.914
2.2317	90.012
2.2307	90.134
2.2297	90.247
2.2288	90.352
2.2278	90.449
2.2269	90.536
2.2259	90.598
2.2250	90.637
2.2240	90.676
2.2231	90.731
2.2221	90.799
2.2211	90.894
2.2202	91.009
2.2192	91.129
2.2183	91.213
2.2173	91.249
2.2164	91.255
2.2155	91.261
2.2145	91.271
2.2136	91.298
2.2126	91.357
2.2117	91.458
2.2107	91.578
2.2098	91.685
2.2088	91.770
2.2079	91.831
2.2070	91.851
2.2060	91.828
2.2051	91.787
2.2041	91.755
2.2032	91.742
2.2023	91.751
2.2013	91.784
2.2004	91.843
2.1995	91.915
2.1985	91.986
2.1976	92.052
2.1967	92.096
2.1957	92.118
2.1948	92.125
2.1939	92.115
2.1930	92.084
2.1920	92.035
2.1911	91.984
2.1902	91.952
2.1893	91.939
2.1883	91.956
2.1874	92.003
2.1865	92.062
2.1856	92.089
2.1846	92.075
2.1837	92.044
2.1828	92.009
2.1819	91.972
2.1810	91.939
2.1800	91.916
2.1791	91.889
2.1782	91.841
2.1773	91.781
2.1764	91.738
2.1755	91.715
2.1746	91.713
2.1736	91.715
2.1727	91.701
2.1718	91.652
2.1709	91.562
2.1700	91.440
2.1691	91.314
2.1682	91.211
2.1673	91.152
2.1664	91.112
2.1655	91.078
2.1646	91.048
2.1637	91.018
2.1628	90.999
2.1619	90.999
2.1610	91.020
2.1601	91.067
2.1592	91.106
2.1583	91.123
2.1574	91.118
2.1565	91.092
2.1556	91.076
2.1547	91.073
2.1538	91.077
2.1529	91.084
2.1520	91.073
2.1511	91.048
2.1502	91.022
2.1493	91.012
2.1484	91.063
2.1475	91.172
2.1466	91.311
2.1458	91.444
2.1449	91.561
2.1440	91.666
2.1431	91.741
2.1422	91.797
2.1413	91.865
2.1404	91.933
2.1396	91.992
2.1387	92.046
2.1378	92.112
2.1369	92.184
2.1360	92.246
2.1352	92.315
2.1343	92.390
2.1334	92.438
2.1325	92.465
2.1316	92.482
2.1308	92.485
2.1299	92.476
2.1290	92.490
2.1281	92.542
2.1273	92.618
2.1264	92.707
2.1255	92.802
2.1247	92.874
2.1238	92.889
2.1229	92.852
2.1220	92.800
2.1212	92.758
2.1203	92.757
2.1194	92.821
2.1186	92.911
2.1177	92.978
2.1168	93.004
2.1160	92.989
2.1151	92.949
2.1143	92.921
2.1134	92.948
2.1125	93.023
2.1117	93.086
2.1108	93.128
2.1100	93.164
2.1091	93.175
2.1082	93.146
2.1074	93.111
2.1065	93.095
2.1057	93.088
2.1048	93.078
2.1040	93.108
2.1031	93.172
2.1023	93.218
2.1014	93.231
2.1005	93.232
2.0997	93.239
2.0988	93.245
2.0980	93.251
2.0971	93.296
2.0963	93.350
2.0955	93.380
2.0946	93.395
2.0938	93.424
2.0929	93.480
2.0921	93.541
2.0912	93.579
2.0904	93.599
2.0895	93.596
2.0887	93.584
2.0879	93.573
2.0870	93.592
2.0862	93.653
2.0853	93.711
2.0845	93.748
2.0837	93.732
2.0828	93.677
2.0820	93.653
2.0812	93.521
2.0803	93.545
2.0795	93.665
2.0760	93.665
2.0720	93.760
2.0680	93.774
2.0640	94.059
2.0600	93.978
2.0560	93.869
2.0520	93.505
2.0480	93.455
2.0440	93.469
2.0400	93.578
2.0360	93.058
2.0320	92.665
2.0280	92.710
2.0240	92.508
2.0200	92.197
2.0160	91.932
2.0120	91.607
2.0080	91.174
2.0040	90.928
2.0000	90.480
1.9960	89.976
1.9920	89.866
1.9880	89.531
1.9840	89.531
1.9800	89.566
1.9760	89.343
1.9720	89.545
1.9680	89.747
1.9640	89.598
1.9600	89.729
1.9560	89.804
1.9520	89.729
1.9480	89.747
1.9440	89.747
1.9400	89.729
1.9360	89.751
1.9320	89.674
1.9280	89.591
1.9240	89.817
1.9200	89.817
1.9160	89.742
1.9120	89.835
1.9080	90.022
1.9040	89.859
1.9000	90.097
1.8960	90.086
1.8920	90.443
1.8880	90.049
1.8840	89.755
1.8800	90.369
1.8760	90.292
1.8720	90.086
1.8680	89.588
1.8640	89.087
1.8600	89.341
1.8560	89.280
1.8520	90.131
1.8480	90.122
1.8440	90.442
1.8400	90.824
1.8360	91.051
1.8320	91.209
1.8280	90.856
1.8240	91.077
1.8200	91.010
1.8160	90.846
1.8120	90.716
1.8080	90.642
1.8040	91.221
1.8000	90.952
1.7960	90.943
1.7920	91.090
1.7880	90.895
1.7840	90.805
1.7800	91.042
1.7760	90.357
1.7720	90.122
1.7680	90.129
1.7640	90.040
1.7600	89.871
1.7560	89.888
1.7520	89.849
1.7480	90.061
1.7440	90.635
1.7400	90.870
1.7360	91.444
1.7320	91.035
1.7280	90.913
1.7240	90.913
1.7200	90.945
1.7160	90.936
1.7120	91.549
1.7080	90.782
1.7040	90.821
1.7000	90.733
1.6960	91.310
1.6920	90.733
1.6880	90.969
1.6840	90.459
1.6800	90.943
1.6760	91.195
1.6720	90.936
1.6680	90.969
1.6640	90.774
1.6600	90.668
1.6560	90.522
1.6520	90.337
1.6480	90.377
1.6440	90.945
1.6400	90.473
1.6360	90.473
1.6320	90.782
1.6280	91.083
1.6240	90.579
1.6200	90.522
1.6160	90.499
1.6120	90.693
1.6080	91.489
1.6040	91.500
1.6000	90.945
1.5960	90.277
1.5920	90.496
1.5880	90.423
1.5840	90.586
1.5800	91.331
1.5760	91.471
1.5720	91.772
1.5680	90.492
1.5640	89.451
1.5600	89.094
1.5560	89.307
1.5520	89.680
1.5480	89.968
1.5440	89.985
1.5400	89.537
1.5360	90.184
1.5320	90.492
1.5280	90.564
1.5240	90.346
1.5200	90.057
1.5160	89.468
1.5120	89.683
1.5080	90.335
1.5040	90.504
1.5000	90.425
1.4960	90.026
1.4920	88.889
1.4880	88.872
1.4840	88.997
1.4800	88.891
1.4760	88.927
1.4720	88.945
1.4680	89.985
1.4640	90.276
1.4600	89.805
1.4560	89.912
1.4520	89.695
1.4480	89.212
1.4440	89.320
1.4400	89.329
1.4360	89.474
1.4320	89.709
1.4280	89.834
1.4240	89.707
1.4200	89.724
1.4160	89.635
1.4120	89.546
1.4080	89.504
1.4040	89.323
1.4000	89.240
1.3960	89.495
1.3920	89.112
1.3880	88.498
1.3840	88.065
1.3800	89.295
1.3760	90.212
1.3720	89.610
1.3680	90.183
1.3640	90.062
1.3600	90.307
1.3560	89.886
1.3520	90.058
1.3480	89.571
1.3440	89.784
1.3400	89.251
1.3360	89.304
1.3320	89.642
1.3280	89.786
1.3240	89.778
1.3200	90.019
1.3160	89.867
1.3120	89.438
1.3080	89.260
1.3040	89.028
1.3000	88.939
1.2960	88.761
1.2920	88.884
1.2880	88.847
1.2840	88.754
1.2800	89.256
1.2760	89.691
1.2720	89.418
1.2680	89.637
1.2640	89.882
1.2600	89.882
1.2560	89.462
1.2520	89.280
1.2480	89.663
1.2440	89.228
1.2400	88.965
1.2360	89.037
1.2320	89.109
1.2280	89.398
1.2240	89.018
1.2200	89.037
1.2160	88.999
1.2120	89.146
1.2080	88.949
1.2040	88.949
1.2000	88.949
1.1960	88.887
1.1920	88.673
1.1880	88.530
1.1840	88.549
1.1800	88.658
1.1760	88.626
1.1720	88.574
1.1680	88.574
1.1640	88.316
1.1600	88.338
1.1560	88.421
1.1520	88.262
1.1480	88.337
1.1440	88.589
1.1400	88.842
1.1360	88.636
1.1320	88.152
1.1280	87.952
1.1240	88.164
1.1200	87.900
1.1160	87.608
1.1120	89.127
1.1080	89.511
1.1040	89.132
1.1000	88.546
1.0960	88.528
1.0920	88.373
1.0880	88.223
1.0840	88.925
1.0800	88.141
1.0760	88.172
1.0720	87.718
1.0680	87.690
1.0640	87.319
1.0600	87.778
1.0560	87.043
1.0520	86.637
1.0480	86.461
1.0440	88.088
1.0400	88.712
1.0360	88.615
1.0320	88.161
1.0280	87.788
1.0240	87.929
1.0200	88.019
1.0160	88.453
1.0120	87.598
1.0080	87.788
1.0040	87.838
1.0000	87.848
0.99600	87.749
0.99200	87.907
0.98800	88.058
0.98400	87.449
0.98000	88.413
0.97600	87.749
0.97200	87.718
0.96800	87.639
0.96400	88.011
0.96000	87.639
0.95600	88.071
0.95200	87.859
0.94800	87.499
0.94400	87.859
0.94000	87.270
0.93600	87.220
0.93200	87.649
0.92800	87.411
0.92400	87.561
0.92000	87.411
0.91600	87.422
0.91200	87.442
0.90800	87.491
0.90400	87.264
0.90000	87.313
0.89600	87.243
0.89200	86.975
0.88800	86.955
0.88400	86.914
0.88000	86.725
0.87600	86.843
0.87200	87.059
0.86800	86.649
0.86400	86.767
0.86000	86.799
0.85600	86.390
0.85200	86.278
0.84800	86.310
0.84400	86.214
0.84000	86.214
0.83600	86.563
0.83200	85.914
0.82800	86.209
0.82400	85.910
0.82000	86.508
0.81600	86.255
0.81200	85.911
0.80800	86.048
0.80400	86.541
0.80000	86.603
0.79900	85.290
0.79800	85.290
0.79700	85.407
0.79600	85.855
0.79500	86.049
0.79400	85.871
0.79300	85.504
0.79200	84.998
0.79100	85.307
0.79000	85.657
0.78900	85.776
0.78800	85.329
0.78700	85.212
0.78600	85.077
0.78500	86.068
0.78400	86.066
0.78300	86.163
0.78200	85.387
0.78100	85.191
0.78000	85.871
0.77900	85.911
0.77800	85.949
0.77700	85.987
0.77600	85.562
0.77500	85.210
0.77400	85.597
0.77300	85.694
0.77200	85.516
0.77100	85.326
0.77000	84.809
0.76900	84.653
0.76800	85.613
0.76700	86.082
0.76600	85.887
0.76500	85.304
0.76400	85.956
0.76300	86.003
0.76200	85.268
0.76100	85.706
0.76000	85.575
0.75900	85.632
0.75800	85.439
0.75700	85.342
0.75600	85.265
0.75500	85.674
0.75400	86.234
0.75300	85.226
0.75200	85.594
0.75100	85.594
0.75000	84.859
0.74900	85.168
0.74800	85.362
0.74700	85.750
0.74600	85.497
0.74500	85.750
0.74400	85.472
0.74300	84.610
0.74200	85.201
0.74100	86.354
0.74000	86.258
0.73900	85.187
0.73800	84.993
0.73700	84.683
0.73600	84.833
0.73500	85.071
0.73400	85.576
0.73300	85.785
0.73200	86.037
0.73100	85.275
0.73000	85.046
0.72900	85.609
0.72800	86.234
0.72700	85.279
0.72600	85.514
0.72500	85.807
0.72400	85.590
0.72300	85.590
0.72200	85.547
0.72100	85.377
0.72000	85.382
0.71900	85.753
0.71800	85.833
0.71700	86.342
0.71600	86.415
0.71500	86.037
0.71400	85.842
0.71300	85.904
0.71200	85.881
0.71100	85.259
0.71000	85.181
0.70900	85.239
0.70800	85.593
0.70700	85.219
0.70600	85.571
0.70500	85.748
0.70400	85.691
0.70300	85.550
0.70200	85.159
0.70100	84.967
0.70000	85.457
0.69900	84.686
0.69800	85.647
0.69700	86.068
0.69600	85.743
0.69500	85.805
0.69400	85.805
0.69300	85.924
0.69200	85.682
0.69100	86.406
0.69000	86.524
0.68900	86.770
0.68800	86.205
0.68700	86.005
0.68600	86.105
0.68500	86.469
0.68400	86.005
0.68300	86.005
0.68200	85.824
0.68100	85.624
0.68000	86.168
0.67900	86.450
0.67800	85.767
0.67700	85.404
0.67600	85.605
0.67500	85.747
0.67400	86.249
0.67300	86.551
0.67200	86.324
0.67100	86.815
0.67000	86.633
0.66900	86.614
0.66800	86.431
0.66700	86.230
0.66600	85.948
0.66500	85.566
0.66400	85.124
0.66300	85.144
0.66200	86.173
0.66100	86.173
0.66000	86.111
0.65900	86.624
0.65800	86.826
0.65700	86.357
0.65600	86.049
0.65500	86.432
0.65400	86.168
0.65300	85.805
0.65200	86.005
0.65100	85.643
0.65000	85.383
0.64900	85.342
0.64800	85.640
0.64700	86.431
0.64600	86.798
0.64500	86.787
0.64400	86.867
0.64300	86.761
0.64200	86.350
0.64100	85.566
0.64000	86.137
0.63900	86.277
0.63800	86.030
0.63700	85.924
0.63600	85.682
0.63500	86.024
0.63400	86.005
0.63300	86.024
0.63200	86.043
0.63100	86.651
0.63000	86.206
0.62900	85.643
0.62800	85.663
0.62700	85.862
0.62600	85.543
0.62500	86.049
0.62400	86.269
0.62300	85.924
0.62200	85.762
0.62100	85.880
0.62000	86.332
0.61900	86.909
0.61800	86.818
0.61700	86.771
0.61600	86.523
0.61500	86.257
0.61400	85.427
0.61300	85.004
0.61200	85.752
0.61100	86.017
0.61000	86.137
0.60900	86.156
0.60800	85.973
0.60700	85.972
0.60600	85.731
0.60500	85.751
0.60400	85.550
0.60300	85.714
0.60200	85.554
0.60100	85.658
0.60000	85.436
0.59900	85.376
0.59800	85.416
0.59700	85.522
0.59600	85.048
0.59500	85.337
0.59400	85.376
0.59300	85.940
0.59200	85.569
0.59100	85.899
0.59000	85.482
0.58900	85.648
0.58800	85.672
0.58700	85.402
0.58600	85.983
0.58500	86.296
0.58400	84.903
0.58300	85.996
0.58200	85.993
0.58100	85.910
0.58000	86.267
0.57900	86.332
0.57800	86.248
0.57700	85.913
0.57600	85.707
0.57500	85.791
0.57400	85.932
0.57300	86.046
0.57200	85.815
0.57100	86.550
0.57000	86.219
0.56900	85.732
0.56800	85.733
0.56700	85.857
0.56600	85.839
0.56500	85.960
0.56400	85.897
0.56300	86.125
0.56200	85.839
0.56100	85.738
0.56000	86.071
0.55900	85.997
0.55800	85.997
0.55700	86.529
0.55600	85.978
0.55500	85.625
0.55400	85.879
0.55300	85.878
0.55200	85.916
0.55100	85.755
0.55000	85.693
0.54900	85.966
0.54800	85.294
0.54700	85.216
0.54600	85.708
0.54500	86.066
0.54400	85.650
0.54300	85.925
0.54200	86.306
0.54100	86.104
0.54000	86.004
0.53900	86.261
0.53800	86.242
0.53700	86.101
0.53600	85.899
0.53500	85.718
0.53400	85.979
0.53300	85.087
0.53200	84.542
0.53100	84.168
0.53000	84.222
0.52900	84.210
0.52800	85.077
0.52700	85.401
0.52600	85.199
0.52500	85.200
0.52400	85.458
0.52300	85.121
0.52200	85.401
0.52100	85.423
0.52000	85.292
0.51900	85.414
0.51800	85.580
0.51700	85.458
0.51600	85.278
0.51500	85.616
0.51400	84.876
0.51300	85.055
0.51200	84.387
0.51100	83.910
0.51000	84.218
0.50900	84.564
0.50800	84.954
0.50700	84.921
0.50600	85.246
0.50500	85.110
0.50400	85.268
0.50300	85.563
0.50200	85.045
0.50100	85.769
0.50000	85.441
0.49900	84.250
0.49800	84.405
0.49700	83.978
0.49600	84.272
0.49500	84.707
0.49400	84.350
0.49300	84.483
0.49200	84.875
0.49100	85.882
0.49000	85.179
0.48900	84.873
0.48800	84.646
0.48700	83.977
0.48600	84.030
0.48500	84.260
0.48400	84.263
0.48300	84.294
0.48200	84.512
0.48100	84.310
0.48000	84.604
0.47900	84.762
0.47800	84.999
0.47700	83.526
0.47600	84.345
0.47500	83.986
0.47400	83.943
0.47300	84.091
0.47200	84.241
0.47100	83.805
0.47000	83.805
0.46900	83.267
0.46800	83.626
0.46700	83.318
0.46600	83.495
0.46500	83.140
0.46400	83.295
0.46300	82.863
0.46200	84.011
0.46100	83.420
0.46000	82.632
0.45900	85.251
0.45800	85.112
0.45700	84.629
0.45600	84.684
0.45500	84.140
0.45400	83.956
0.45300	84.058
0.45200	84.059
0.45100	83.749
0.45000	84.240
0.44900	84.475
0.44800	84.031
0.44700	84.212
0.44600	84.369
0.44500	83.848
0.44400	83.644
0.44300	83.840
0.44200	83.940
0.44100	83.770
0.44000	83.243
0.43900	83.502
0.43800	83.605
0.43700	83.731
0.43600	83.840
0.43500	83.997
0.43400	83.888
0.43300	83.596
0.43200	83.569
0.43100	83.384
0.43000	83.540
0.42900	83.454
0.42800	83.220
0.42700	82.470
0.42600	82.645
0.42500	82.481
0.42400	82.634
0.42300	83.243
0.42200	82.753
0.42100	82.796
0.42000	83.563
0.41900	83.164
0.41800	82.324
0.41700	82.323
0.41600	82.212
0.41500	82.247
0.41400	82.658
0.41300	82.136
0.41200	82.189
0.41100	81.705
0.41000	81.174
0.40900	81.404
0.40800	81.630
0.40700	81.918
0.40600	81.427
0.40500	81.065
0.40400	81.396
0.40300	81.184
0.40200	81.366
0.40100	81.053
0.40000	80.953
