3077,NAD83(HARN) / Maine CS2000 West,Transverse Mercator,metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,300000,42.5,0,-70.223,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3078,NAD83 / Michigan Oblique Mercator,Hotine Oblique Mercator,metre,4269,North American Datum 1983,GRS 1980,2546731.496,0,-4354009.816,0,0,337.25556,45.1833,0,337.25556,0.9996,0,-86,0,0,0,0,0,0,0,0,
3079,NAD83(HARN) / Michigan Oblique Mercator,Hotine Oblique Mercator,metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,2546731.496,0,-4354009.816,0,0,337.25556,45.1833,0,337.25556,0.9996,0,-86,0,0,0,0,0,0,0,0,
3080,NAD27 / Shackleford,Lambert Conic Conformal (2SP),US survey foot,4267,North American Datum 1927,Clarke 1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.55,31.1,-100,27.25,3000000,3000000
3081,NAD83 / Texas State Mapping System,Lambert Conic Conformal (2SP),metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.55,31.1,-100,27.25,1000000,1000000
3082,NAD83 / Texas Centric Lambert Conformal,Lambert Conic Conformal (2SP),metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,-100,27.3,5000000,1500000
3083,NAD83 / Texas Centric Albers Equal Area,Albers Equal Area,metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,-100,27.3,6000000,1500000
3084,NAD83(HARN) / Texas Centric Lambert Conformal,Lambert Conic Conformal (2SP),metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,-100,27.3,5000000,1500000
3085,NAD83(HARN) / Texas Centric Albers Equal Area,Albers Equal Area,metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,18,-100,27.3,6000000,1500000
3086,NAD83 / Florida GDL Albers,Albers Equal Area,metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,24,-84,24,0,400000
3087,NAD83(HARN) / Florida GDL Albers,Albers Equal Area,metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,24,-84,24,0,400000
3088,NAD83 / Kentucky Single Zone,Lambert Conic Conformal (2SP),metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,36.2,-85.45,37.05,1000000,1500000
3089,NAD83 / Kentucky Single Zone (ftUS),Lambert Conic Conformal (2SP),US survey foot,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,36.2,-85.45,37.05,3280833.333,4921250
3090,NAD83(HARN) / Kentucky Single Zone,Lambert Conic Conformal (2SP),metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,36.2,-85.45,37.05,1000000,1500000
3091,NAD83(HARN) / Kentucky Single Zone (ftUS),Lambert Conic Conformal (2SP),US survey foot,4152,NAD83 (High Accuracy Regional Network),GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,36.2,-85.45,37.05,3280833.333,4921250
3092,Tokyo / UTM zone 51N,Transverse Mercator,metre,4301,Tokyo,Bessel 1841,500000,0,0,123,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3093,Tokyo / UTM zone 52N,Transverse Mercator,metre,4301,Tokyo,Bessel 1841,500000,0,0,129,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3094,Tokyo / UTM zone 53N,Transverse Mercator,metre,4301,Tokyo,Bessel 1841,500000,0,0,135,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3095,Tokyo / UTM zone 54N,Transverse Mercator,metre,4301,Tokyo,Bessel 1841,500000,0,0,141,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3096,Tokyo / UTM zone 55N,Transverse Mercator,metre,4301,Tokyo,Bessel 1841,500000,0,0,147,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3097,JGD2000 / UTM zone 51N,Transverse Mercator,metre,4612,Japanese Geodetic Datum 2000,GRS 1980,500000,0,0,123,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3098,JGD2000 / UTM zone 52N,Transverse Mercator,metre,4612,Japanese Geodetic Datum 2000,GRS 1980,500000,0,0,129,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3099,JGD2000 / UTM zone 53N,Transverse Mercator,metre,4612,Japanese Geodetic Datum 2000,GRS 1980,500000,0,0,135,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3100,JGD2000 / UTM zone 54N,Transverse Mercator,metre,4612,Japanese Geodetic Datum 2000,GRS 1980,500000,0,0,141,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3101,JGD2000 / UTM zone 55N,Transverse Mercator,metre,4612,Japanese Geodetic Datum 2000,GRS 1980,500000,0,0,147,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3102,American Samoa 1962 / American Samoa Lambert,Lambert Conic Conformal (1SP),US survey foot,4169,American Samoa 1962,Clarke 1866,500000,-14.16,312234.65,-170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3106,Gulshan 303 / Bangladesh Transverse Mercator,Transverse Mercator,metre,0,Gulshan 303,Everest 1830 (1937 Adjustment),500000,0,0,90,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3107,GDA94 / SA Lambert,Lambert Conic Conformal (2SP),metre,4283,Geocentric Datum of Australia 1994,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-32,135,-28,2000000,1000000
3108,ETRS89 / Guernsey Grid,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,47000,49.3,50000,-2.25,0.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3109,ETRS89 / Jersey Transverse Mercator,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,40000,49.225,70000,-2.135,0.9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3110,AGD66 / Vicgrid66,Lambert Conic Conformal (2SP),metre,4202,Australian Geodetic Datum 1966,Australian National Spheroid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-37,145,-36,4500000,2500000
3111,GDA94 / Vicgrid94,Lambert Conic Conformal (2SP),metre,4283,Geocentric Datum of Australia 1994,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-37,145,-36,2500000,2500000
3112,GDA94 / Geoscience Australia Lambert,Lambert Conic Conformal (2SP),metre,4283,Geocentric Datum of Australia 1994,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,134,-18,0,0
3113,GDA94 / BCSG02,Transverse Mercator,metre,4283,Geocentric Datum of Australia 1994,GRS 1980,50000,-28,100000,153,0.99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3114,MAGNA-SIRGAS / Colombia Far West zone,Transverse Mercator,metre,4170,Marco Geocentrico Nacional de Referencia,GRS 1980,1000000,4.35463215,1000000,-80.04390285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3115,MAGNA-SIRGAS / Colombia West zone,Transverse Mercator,metre,4170,Marco Geocentrico Nacional de Referencia,GRS 1980,1000000,4.35463215,1000000,-77.04390285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3116,MAGNA-SIRGAS / Colombia Bogota zone,Transverse Mercator,metre,4170,Marco Geocentrico Nacional de Referencia,GRS 1980,1000000,4.35463215,1000000,-74.04390285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3117,MAGNA-SIRGAS / Colombia East Central zone,Transverse Mercator,metre,4170,Marco Geocentrico Nacional de Referencia,GRS 1980,1000000,4.35463215,1000000,-71.04390285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3118,MAGNA-SIRGAS / Colombia East zone,Transverse Mercator,metre,4170,Marco Geocentrico Nacional de Referencia,GRS 1980,1000000,4.35463215,1000000,-68.04390285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3119,Douala 1948 / AEF west,Transverse Mercator,metre,4192,Douala 1948,International 1924,1000000,0,1000000,10.3,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3120,Pulkovo 1942(58) / Poland zone I,Oblique Stereographic,metre,4179,Pulkovo 1942(58),Krassowsky 1940,4637000,50.373,5467000,21.05,0.9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3121,PRS92 / Philippines zone 1,Transverse Mercator,metre,0,Philippine Reference System 1992,Clarke 1866,500000,0,0,117,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3122,PRS92 / Philippines zone 2,Transverse Mercator,metre,0,Philippine Reference System 1992,Clarke 1866,500000,0,0,119,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3123,PRS92 / Philippines zone 3,Transverse Mercator,metre,0,Philippine Reference System 1992,Clarke 1866,500000,0,0,121,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3124,PRS92 / Philippines zone 4,Transverse Mercator,metre,0,Philippine Reference System 1992,Clarke 1866,500000,0,0,123,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3125,PRS92 / Philippines zone 5,Transverse Mercator,metre,0,Philippine Reference System 1992,Clarke 1866,500000,0,0,125,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3126,ETRS89 / ETRS-GK19FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3127,ETRS89 / ETRS-GK20FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,20,1
3128,ETRS89 / ETRS-GK21FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,21,1
3129,ETRS89 / ETRS-GK22FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,22,1
3130,ETRS89 / ETRS-GK23FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,23,1
3131,ETRS89 / ETRS-GK24FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,24,1
3132,ETRS89 / ETRS-GK25FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,25,1
3133,ETRS89 / ETRS-GK26FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,26,1
3134,ETRS89 / ETRS-GK27FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,27,1
3135,ETRS89 / ETRS-GK28FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,28,1
3136,ETRS89 / ETRS-GK29FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,29,1
3137,ETRS89 / ETRS-GK30FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,30,1
3138,ETRS89 / ETRS-GK31FIN,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,31,1
3139,Vanua Levu 1915 / Vanua Levu Grid,Hyperbolic Cassini-Soldner,link,0,Vanua Levu 1915,Clarke 1880 (international foot),1251331.8,-16.15,1662888.5,179.2,
3140,Viti Levu 1912 / Viti Levu Grid,Cassini-Soldner,link,0,Viti Levu 1912,Clarke 1880 (international foot),544000,-18,704000,178,
3141,Fiji 1956 / UTM zone 60S,Transverse Mercator,metre,0,Fiji 1956,International 1924,500000,0,10000000,177,0.9996
3142,Fiji 1956 / UTM zone 1S,Transverse Mercator,metre,0,Fiji 1956,International 1924,500000,0,10000000,-177,0.9996
3144,FD54 / Faroe Lambert,Lambert Conic Conformal (West Orientated),metre,0,Faroe Datum 1954,International 1924,500000,62,500000,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3145,ETRS89 / Faroe Lambert,Lambert Conic Conformal (West Orientated),metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,62,500000,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3146,Pulkovo 1942 / 3-degree Gauss-Kruger zone 6,Transverse Mercator,metre,4284,Pulkovo 1942,Krassowsky 1940,6500000,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3147,Pulkovo 1942 / 3-degree Gauss-Kruger CM 18E,Transverse Mercator,metre,4284,Pulkovo 1942,Krassowsky 1940,500000,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3148,Indian 1960 / UTM zone 48N,Transverse Mercator,metre,4131,Indian 1960,Everest 1830 (1937 Adjustment),500000,0,0,105,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3149,Indian 1960 / UTM zone 49N,Transverse Mercator,metre,4131,Indian 1960,Everest 1830 (1937 Adjustment),500000,0,0,111,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3150,Pulkovo 1995 / 3-degree Gauss-Kruger zone 6,Transverse Mercator,metre,4200,Pulkovo 1995,Krassowsky 1940,6500000,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3151,Pulkovo 1995 / 3-degree Gauss-Kruger CM 18E,Transverse Mercator,metre,4200,Pulkovo 1995,Krassowsky 1940,500000,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3152,ST74,Transverse Mercator,metre,4619,SWEREF99,GRS 1980,100178.1808,0,-6500614.784,18.0328044,0.99999425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3153,NAD83(CSRS) / BC Albers,Albers Equal Area,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.3,45,-126,50,0,1000000
3154,NAD83(CSRS) / UTM zone 7N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-141,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3155,NAD83(CSRS) / UTM zone 8N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-135,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3156,NAD83(CSRS) / UTM zone 9N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-129,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3157,NAD83(CSRS) / UTM zone 10N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-123,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3158,NAD83(CSRS) / UTM zone 14N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-99,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3159,NAD83(CSRS) / UTM zone 15N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-93,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3160,NAD83(CSRS) / UTM zone 16N,Transverse Mercator,metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,500000,0,0,-87,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3161,NAD83 / Ontario MNR Lambert,Lambert Conic Conformal (2SP),metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,-85,44.5,6430000,930000
3162,NAD83(CSRS) / Ontario MNR Lambert,Lambert Conic Conformal (2SP),metre,4617,NAD83 Canadian Spatial Reference System,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,0,-85,44.5,6430000,930000
3163,RGNC91-93 / Lambert New Caledonia,Lambert Conic Conformal (2SP),metre,4645,Reseau Geodesique de Nouvelle Caledonie 91-93,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.2,-21.3,166,-20.4,300000,400000
3164,ST87 Ouvea / UTM zone 58S,Transverse Mercator,metre,4635,ST87 Ouvea,WGS 84,500000,0,10000000,165,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3165,NEA74 Noumea / Noumea Lambert,Lambert Conic Conformal (2SP),metre,4644,NEA74 Noumea,International 1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.17408903,-22.16108903,166.2632733,-22.14408903,1.02,0.66
3166,NEA74 Noumea / Noumea Lambert 2,Lambert Conic Conformal (2SP),metre,4644,NEA74 Noumea,International 1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.1741,-22.1611,166.2633,-22.1441,-2.354,8.313
3167,Kertau (RSO) / RSO Malaya (ch),Hotine Oblique Mercator,British chain (Sears 1922 truncated),4245,Kertau (RSO),Everest 1830 (RSO 1969),40000,0,0,0,0,323.0132846,4,0,323.0748369,0.99984,0,102.15,0,0,0,0,0,0,0,0,
3168,Kertau (RSO) / RSO Malaya (m),Hotine Oblique Mercator,metre,4245,Kertau (RSO),Everest 1830 (RSO 1969),804670.24,0,0,0,0,323.0132846,4,0,323.0748369,0.99984,0,102.15,0,0,0,0,0,0,0,0,
3169,RGNC91-93 / UTM zone 57S,Transverse Mercator,metre,4645,Reseau Geodesique de Nouvelle Caledonie 91-93,GRS 1980,500000,0,10000000,159,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3170,RGNC91-93 / UTM zone 58S,Transverse Mercator,metre,4645,Reseau Geodesique de Nouvelle Caledonie 91-93,GRS 1980,500000,0,10000000,165,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3171,RGNC91-93 / UTM zone 59S,Transverse Mercator,metre,4645,Reseau Geodesique de Nouvelle Caledonie 91-93,GRS 1980,500000,0,10000000,171,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3172,IGN53 Mare / UTM zone 59S,Transverse Mercator,metre,4641,IGN53 Mare,International 1924,500000,0,10000000,171,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3173,fk89 / Faroe Lambert FK89,Lambert Conic Conformal (West Orientated),metre,0,fk89,International 1924,700000,62,700000,-9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3174,NAD83 / Great Lakes Albers,Albers Equal Area,metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01518,45.568977,-84.455955,42.122774,1000000,1000000
3175,NAD83 / Great Lakes and St Lawrence Albers,Albers Equal Area,metre,4269,North American Datum 1983,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.01518,45.568977,-83.248627,42.122774,1000000,1000000
3176,Indian 1960 / TM 106 NE,Transverse Mercator,metre,4131,Indian 1960,Everest 1830 (1937 Adjustment),500000,0,0,106,0.9996
3177,LGD2006 / Libya TM,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,1000000,0,0,17,0.9965
3178,GR96 / UTM zone 18N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-75,0.9996
3179,GR96 / UTM zone 19N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-69,0.9996
3180,GR96 / UTM zone 20N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-63,0.9996
3181,GR96 / UTM zone 21N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-57,0.9996
3182,GR96 / UTM zone 22N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-51,0.9996
3183,GR96 / UTM zone 23N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-45,0.9996
3184,GR96 / UTM zone 24N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-39,0.9996
3185,GR96 / UTM zone 25N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-33,0.9996
3186,GR96 / UTM zone 26N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-27,0.9996
3187,GR96 / UTM zone 27N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-21,0.9996
3188,GR96 / UTM zone 28N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-15,0.9996
3189,GR96 / UTM zone 29N,Transverse Mercator,metre,0,Greenland 1996,GRS 1980,500000,0,0,-9,0.9996
3190,LGD2006 / Libya TM zone 5,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,9,0.99995
3191,LGD2006 / Libya TM zone 6,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,11,0.99995
3192,LGD2006 / Libya TM zone 7,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,13,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3193,LGD2006 / Libya TM zone 8,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,15,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3194,LGD2006 / Libya TM zone 9,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,17,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3195,LGD2006 / Libya TM zone 10,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,19,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3196,LGD2006 / Libya TM zone 11,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,21,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3197,LGD2006 / Libya TM zone 12,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,23,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3198,LGD2006 / Libya TM zone 13,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,200000,0,0,25,0.99995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3199,LGD2006 / UTM zone 32N,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,500000,0,0,9,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3200,FD58 / Iraq zone,Lambert Conic Conformal (1SP),metre,4132,Final Datum 1958,Clarke 1880 (RGS),1500000,32.3,1166200,45,0.998786408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3201,LGD2006 / UTM zone 33N,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,500000,0,0,15,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3202,LGD2006 / UTM zone 34N,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,500000,0,0,21,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3203,LGD2006 / UTM zone 35N,Transverse Mercator,metre,0,Libyan Geodetic Datum 2006,International 1924,500000,0,0,27,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3204,WGS 84 / SCAR IMW SP19-20,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.2,-90,-66,-60.4,0,0
3205,WGS 84 / SCAR IMW SP21-22,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.2,-90,-54,-60.4,0,0
3206,WGS 84 / SCAR IMW SP23-24,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.2,-90,-42,-60.4,0,0
3207,WGS 84 / SCAR IMW SQ01-02,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,-174,-64.4,0,0
3208,WGS 84 / SCAR IMW SQ19-20,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,-66,-64.4,0,0
3209,WGS 84 / SCAR IMW SQ21-22,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,-54,-64.4,0,0
3210,WGS 84 / SCAR IMW SQ37-38,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,42,-64.4,0,0
3211,WGS 84 / SCAR IMW SQ39-40,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,54,-64.4,0,0
3212,WGS 84 / SCAR IMW SQ41-42,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,66,-64.4,0,0
3213,WGS 84 / SCAR IMW SQ43-44,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,78,-64.4,0,0
3214,WGS 84 / SCAR IMW SQ45-46,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,90,-64.4,0,0
3215,WGS 84 / SCAR IMW SQ47-48,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,102,-64.4,0,0
3216,WGS 84 / SCAR IMW SQ49-50,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,114,-64.4,0,0
3217,WGS 84 / SCAR IMW SQ51-52,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,126,-64.4,0,0
3218,WGS 84 / SCAR IMW SQ53-54,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,138,-64.4,0,0
3219,WGS 84 / SCAR IMW SQ55-56,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,150,-64.4,0,0
3220,WGS 84 / SCAR IMW SQ57-58,Lambert Conic Conformal (2SP),metre,4326,World Geodetic System 1984,WGS 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.2,-90,162,-64.4,0,0
