STATE_PLANE
name,pcs_code,projection_code,param1,param2,param3,param4,false_easting,false_northing,linear_units,datum_code
NAD_1983_HARN_StatePlane_Pennsylvania_South_FIPS_3702_Feet,3365,lcc,39.33333333,-77.75,39.93333333,40.96666667,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Iowa_North_FIPS_1401_Feet,3425,lcc,41.5,-93.5,42.0666667,43.2666666,4921250,3280833.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Iowa_South_FIPS_1402_Feet,3426,lcc,40,-93.5,40.61666667,41.78333333,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Kansas_North_FIPS_1501_Feet,3427,lcc,38.33333333,-98,38.71666667,39.78333333,1312333.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Kansas_South_FIPS_1502_Feet,3428,lcc,36.66666667,-98.5,37.26666667,38.56666667,1312333.333,1312333.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Nevada_East_FIPS_2701_Feet,3429,tm,34.75,-115.5833333,10000,0,656166.6667,26246666.67,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Nevada_Central_FIPS_2702_Feet,3430,tm,34.75,-116.6666667,10000,0,1640416.667,19685000,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Nevada_West_FIPS_2703_Feet,3431,tm,34.75,-118.5833333,10000,0,2624666.667,13123333.33,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_Jersey_FIPS_2900_Feet,3432,tm,38.83333333,-74.5,10000,0,492125,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Arkansas_North_FIPS_0301_Feet,3441,lcc,34.33333333,-92,34.93333333,36.23333333,1312333.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Arkansas_South_FIPS_0302_Feet,3442,lcc,32.66666667,-92,33.3,34.76666667,1312333.333,1312333.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Illinois_East_FIPS_1201_Feet,3443,tm,36.66666667,-88.33333333,40000,0,984250,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Illinois_West_FIPS_1202_Feet,3444,tm,36.66666667,-90.16666667,16949,0,2296583.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_Hampshire_FIPS_2800_Feet,3445,tm,42.5,-71.66666667,30303,0,984250,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Rhode_Island_FIPS_3800_Feet,3446,tm,41.08333333,-71.5,166667,0,328083.3333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Louisiana_North_FIPS_1701_Feet,3456,lcc,30.5,-92.5,31.16666667,32.66666667,3280833.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Louisiana_South_FIPS_1702_Feet,3457,lcc,28.5,-91.33333333,29.3,30.7,3280833.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_South_Dakota_North_FIPS_4001_Feet,3458,lcc,43.83333333,-100,44.41666667,45.68333333,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_South_Dakota_South_FIPS_4002_Feet,3459,lcc,42.33333333,-100.3333333,42.83333333,44.4,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Ohio_North_FIPS_3401_Feet,3753,lcc,39.66666667,-82.5,40.43333333,41.7,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Ohio_South_FIPS_3402_Feet,3754,lcc,38,-82.5,38.73333333,40.03333333,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_FIPS_4901_Feet,3755,tm,40.5,-105.1666667,16129,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_Central_FIPS_4902_Feet,3756,tm,40.5,-107.3333333,16129,0,1312333.333,328083.3333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_FIPS_4904_Feet,3757,tm,40.5,-110.0833333,16129,0,2624666.667,328083.3333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_Central_FIPS_4903_Feet,3758,tm,40.5,-108.75,16129,0,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Hawaii_3_FIPS_5103_Feet,3760,tm,21.16666667,-158,100000,0,1640416.667,0,us_survey_feet,NAR
