Name:  Pink Quartzite 
2.9984	5.9318
2.9966	5.9393
2.9949	5.9415
2.9932	5.9292
2.9914	5.9284
2.9897	5.9168
2.988	5.8827
2.9863	5.828
2.9845	5.771
2.9828	5.7118
2.9811	5.6447
2.9794	5.5867
2.9777	5.5405
2.976	5.4733
2.9743	5.3935
2.9726	5.3182
2.9709	5.2346
2.9692	5.1342
2.9675	5.039
2.9658	4.9682
2.9641	4.9125
2.9624	4.8687
2.9607	4.8389
2.959	4.828
2.9573	4.8249
2.9556	4.8412
2.9539	4.886
2.9523	4.9504
2.9506	5.0186
2.9489	5.0804
2.9472	5.1254
2.9455	5.1531
2.9439	5.174
2.9422	5.2009
2.9405	5.2348
2.9389	5.2772
2.9372	5.3217
2.9355	5.3606
2.9339	5.3956
2.9322	5.4266
2.9306	5.46
2.9289	5.4749
2.9272	5.4825
2.9256	5.4913
2.9239	5.4946
2.9223	5.4884
2.9207	5.4882
2.919	5.4993
2.9174	5.5109
2.9157	5.5166
2.9141	5.5441
2.9124	5.5825
2.9108	5.6192
2.9092	5.6559
2.9075	5.7099
2.9059	5.7556
2.9043	5.7776
2.9027	5.8046
2.901	5.8458
2.8994	5.8891
2.8978	5.9334
2.8962	5.982
2.8946	6.0353
2.8929	6.0646
2.8913	6.0675
2.8897	6.0739
2.8881	6.072
2.8865	6.0521
2.8849	6.0239
2.8833	6.0004
2.8817	5.9888
2.8801	5.9955
2.8785	6.0322
2.8769	6.0999
2.8753	6.1757
2.8737	6.241
2.8721	6.3052
2.8705	6.3706
2.8689	6.4364
2.8673	6.5105
2.8658	6.5939
2.8642	6.6763
2.8626	6.7507
2.861	6.808
2.8594	6.8617
2.8579	6.9124
2.8563	6.96
2.8547	6.9991
2.8531	7.0351
2.8516	7.0737
2.85	7.1144
2.8484	7.1492
2.8469	7.1909
2.8453	7.253
2.8437	7.3178
2.8422	7.3562
2.8406	7.3922
2.8391	7.4358
2.8375	7.4685
2.836	7.4865
2.8344	7.5111
2.8329	7.5615
2.8313	7.6129
2.8298	7.6555
2.8282	7.7124
2.8267	7.7794
2.8252	7.8393
2.8236	7.8914
2.8221	7.9433
2.8205	8.0072
2.819	8.0709
2.8175	8.1261
2.8159	8.1889
2.8144	8.254
2.8129	8.3144
2.8114	8.3603
2.8098	8.3928
2.8083	8.4219
2.8068	8.4465
2.8053	8.4737
2.8038	8.5083
2.8022	8.5382
2.8007	8.5699
2.7992	8.59
2.7977	8.5903
2.7962	8.573
2.7947	8.5455
2.7932	8.5107
2.7917	8.4759
2.7902	8.46
2.7887	8.4851
2.7872	8.5422
2.7857	8.6158
2.7842	8.6902
2.7827	8.7636
2.7812	8.823
2.7797	8.882
2.7782	8.9585
2.7767	9.0485
2.7752	9.1416
2.7738	9.206
2.7723	9.2365
2.7708	9.2422
2.7693	9.1603
2.7678	8.9213
2.7664	8.555
2.7649	8.1704
2.7634	7.9265
2.7619	7.93
2.7605	8.2327
2.759	8.7927
2.7575	9.4639
2.7561	10.0853
2.7546	10.58
2.7531	10.9525
2.7517	11.2497
2.7502	11.4721
2.7488	11.6116
2.7473	11.6632
2.7458	11.6099
2.7444	11.4586
2.7429	11.2182
2.7415	10.9395
2.74	10.7401
2.7386	10.723
2.7371	10.9546
2.7357	11.4349
2.7343	12.0724
2.7328	12.7288
2.7314	13.2522
2.7299	13.5667
2.7285	13.723
2.7271	13.8469
2.7256	14.0555
2.7242	14.4287
2.7228	14.9625
2.7213	15.5671
2.7199	16.117
2.7185	16.5025
2.7171	16.6737
2.7156	16.6498
2.7142	16.4677
2.7128	16.183
2.7114	15.8335
2.71	15.4759
2.7085	15.1908
2.7071	15.0901
2.7057	15.2976
2.7043	15.879
2.7029	16.8431
2.7015	18.1207
2.7001	19.5456
2.6987	20.9639
2.6973	22.3092
2.6959	23.5985
2.6945	24.8811
2.6931	26.2011
2.6917	27.5841
2.6903	28.9931
2.6889	30.3482
2.6875	31.5926
2.6861	32.7232
2.6847	33.7463
2.6833	34.666
2.6819	35.5039
2.6805	36.2565
2.6791	36.9362
2.6778	37.5756
2.6764	38.1922
2.675	38.7755
2.6736	39.3342
2.6722	39.8795
2.6709	40.396
2.6695	40.8711
2.6681	41.3424
2.6667	41.8219
2.6654	42.2846
2.664	42.7123
2.6626	43.1168
2.6613	43.5099
2.6599	43.8614
2.6585	44.1763
2.6572	44.4899
2.6558	44.7866
2.6545	45.0592
2.6531	45.3109
2.6517	45.5454
2.6504	45.7737
2.649	45.978
2.6477	46.1668
2.6463	46.3636
2.645	46.5663
2.6436	46.774
2.6423	46.9755
2.6409	47.1702
2.6396	47.3665
2.6382	47.5439
2.6369	47.7039
2.6356	47.8605
2.6342	48.0049
2.6329	48.1425
2.6315	48.2711
2.6302	48.3834
2.6289	48.5093
2.6275	48.6538
2.6262	48.7992
2.6249	48.9247
2.6236	49.0389
2.6222	49.144
2.6209	49.2146
2.6196	49.2572
2.6183	49.3062
2.6169	49.3676
2.6156	49.4275
2.6143	49.4711
2.613	49.5234
2.6117	49.5786
2.6103	49.6136
2.609	49.642
2.6077	49.6705
2.6064	49.7076
2.6051	49.7531
2.6038	49.8021
2.6025	49.8597
2.6012	49.9236
2.5999	49.9686
2.5986	49.9736
2.5973	49.9648
2.596	49.9733
2.5947	49.9857
2.5934	50.0018
2.5921	50.0385
2.5908	50.078
2.5895	50.1036
2.5882	50.0918
2.5869	50.0648
2.5856	50.0408
2.5843	50.0077
2.583	49.9707
2.5817	49.9445
2.5805	49.9177
2.5792	49.8969
2.5779	49.8807
2.5766	49.8796
2.5753	49.9016
2.5741	49.9435
2.5728	49.9968
2.5715	50.0666
2.5702	50.1545
2.569	50.2523
2.5677	50.3459
2.5664	50.4356
2.5651	50.5232
2.5639	50.608
2.5626	50.6897
2.5613	50.7783
2.5601	50.868
2.5588	50.9665
2.5575	51.0582
2.5563	51.1271
2.555	51.1844
2.5538	51.2363
2.5525	51.2836
2.5513	51.3225
2.55	51.3594
2.5487	51.4101
2.5475	51.4565
2.5462	51.5034
2.545	51.5688
2.5437	51.6614
2.5425	51.7807
2.5413	51.911
2.54	52.0415
2.5388	52.1509
2.5375	52.2295
2.5363	52.2934
2.535	52.3394
2.5338	52.3732
2.5326	52.4253
2.5313	52.4926
2.5301	52.5651
2.5289	52.643
2.5276	52.7157
2.5264	52.769
2.5252	52.8042
2.5239	52.8395
2.5227	52.8805
2.5215	52.9058
2.5202	52.9208
2.519	52.947
2.5178	52.9755
2.5166	52.9975
2.5154	53.0385
2.5141	53.1076
2.5129	53.1715
2.5117	53.2139
2.5105	53.2478
2.5093	53.2968
2.5081	53.36
2.5068	53.4264
2.5056	53.4976
2.5044	53.5675
2.5032	53.631
2.502	53.6838
2.5008	53.7217
2.4996	53.7603
2.4984	53.809
2.4972	53.8552
2.496	53.8941
2.4948	53.9379
2.4936	53.994
2.4924	54.0542
2.4912	54.0982
2.49	54.1396
2.4888	54.214
2.4876	54.3182
2.4864	54.4359
2.4852	54.5676
2.484	54.7116
2.4828	54.8681
2.4816	55.0163
2.4805	55.1471
2.4793	55.2842
2.4781	55.4104
2.4769	55.4983
2.4757	55.5582
2.4745	55.6235
2.4734	55.7095
2.4722	55.804
2.471	55.8954
2.4698	56.0046
2.4686	56.1121
2.4675	56.2047
2.4663	56.2831
2.4651	56.3477
2.464	56.4024
2.4628	56.4477
2.4616	56.4971
2.4604	56.5663
2.4593	56.6291
2.4581	56.6871
2.4569	56.7529
2.4558	56.824
2.4546	56.9104
2.4535	57.0167
2.4523	57.1332
2.4511	57.2329
2.45	57.3054
2.4488	57.3677
2.4477	57.4404
2.4465	57.5247
2.4454	57.6154
2.4442	57.7175
2.4431	57.8262
2.4419	57.9206
2.4408	58.0194
2.4396	58.1366
2.4385	58.2726
2.4373	58.4175
2.4362	58.584
2.435	58.7602
2.4339	58.929
2.4327	59.0839
2.4316	59.2305
2.4305	59.3676
2.4293	59.4803
2.4282	59.581
2.427	59.6998
2.4259	59.8116
2.4248	59.9071
2.4236	60.0044
2.4225	60.0994
2.4214	60.1908
2.4202	60.2763
2.4191	60.3572
2.418	60.4449
2.4169	60.5484
2.4157	60.6454
2.4146	60.7177
2.4135	60.7698
2.4124	60.8162
2.4112	60.8636
2.4101	60.9088
2.409	60.964
2.4079	61.0317
2.4068	61.0916
2.4056	61.1326
2.4045	61.1558
2.4034	61.1759
2.4023	61.1937
2.4012	61.2008
2.4001	61.1844
2.399	61.1492
2.3979	61.1108
2.3967	61.0715
2.3956	61.0165
2.3945	60.9649
2.3934	60.9256
2.3923	60.8991
2.3912	60.8771
2.3901	60.8524
2.389	60.8216
2.3879	60.7714
2.3868	60.6999
2.3857	60.6308
2.3846	60.59
2.3835	60.605
2.3824	60.6556
2.3813	60.7302
2.3802	60.8264
2.3791	60.9168
2.3781	61.0075
2.377	61.1034
2.3759	61.2086
2.3748	61.3365
2.3737	61.4655
2.3726	61.5894
2.3715	61.7194
2.3704	61.8281
2.3694	61.9089
2.3683	61.9711
2.3672	62.0161
2.3661	62.0386
2.365	62.0424
2.364	62.0277
2.3629	62.0157
2.3618	61.9986
2.3607	61.9761
2.3597	61.9643
2.3586	61.9619
2.3575	61.9714
2.3564	62.0062
2.3554	62.0514
2.3543	62.1094
2.3532	62.184
2.3522	62.2565
2.3511	62.315
2.35	62.3678
2.349	62.4327
2.3479	62.5068
2.3468	62.5743
2.3458	62.6245
2.3447	62.6809
2.3436	62.7417
2.3426	62.7957
2.3415	62.85
2.3405	62.9051
2.3394	62.9643
2.3384	63.0238
2.3373	63.0458
2.3363	63.0574
2.3352	63.0595
2.3342	63.0328
2.3331	62.9736
2.3321	62.895
2.331	62.826
2.33	62.7806
2.3289	62.7526
2.3279	62.7576
2.3268	62.7829
2.3258	62.8102
2.3247	62.8289
2.3237	62.849
2.3226	62.8597
2.3216	62.8675
2.3206	62.8921
2.3195	62.9208
2.3185	62.9317
2.3175	62.9321
2.3164	62.9437
2.3154	62.9665
2.3144	62.988
2.3133	63.0157
2.3123	63.0648
2.3113	63.1218
2.3102	63.1834
2.3092	63.2585
2.3082	63.3347
2.3071	63.3828
2.3061	63.4278
2.3051	63.4775
2.3041	63.5282
2.303	63.5815
2.302	63.6405
2.301	63.6918
2.3	63.7191
2.299	63.7207
2.2979	63.7283
2.2969	63.7402
2.2959	63.7499
2.2949	63.7619
2.2939	63.7735
2.2929	63.7942
2.2918	63.8259
2.2908	63.8697
2.2898	63.9251
2.2888	63.9725
2.2878	63.9966
2.2868	63.9926
2.2858	63.9791
2.2848	63.9734
2.2838	63.9812
2.2828	64.0068
2.2818	64.0435
2.2808	64.0769
2.2798	64.1001
2.2787	64.1243
2.2777	64.1394
2.2767	64.1543
2.2757	64.1937
2.2747	64.2403
2.2738	64.2758
2.2728	64.2964
2.2718	64.3116
2.2708	64.3372
2.2698	64.3516
2.2688	64.3592
2.2678	64.3646
2.2668	64.3687
2.2658	64.3656
2.2648	64.3483
2.2638	64.3419
2.2628	64.3677
2.2618	64.4021
2.2609	64.4184
2.2599	64.4224
2.2589	64.4319
2.2579	64.4331
2.2569	64.4108
2.2559	64.3931
2.255	64.3874
2.254	64.3786
2.253	64.3706
2.252	64.3556
2.251	64.3331
2.2501	64.2926
2.2491	64.2448
2.2481	64.2216
2.2471	64.2138
2.2462	64.1996
2.2452	64.187
2.2442	64.1785
2.2433	64.1733
2.2423	64.1591
2.2413	64.1572
2.2403	64.1802
2.2394	64.1989
2.2384	64.2027
2.2374	64.2244
2.2365	64.2614
2.2355	64.2922
2.2345	64.3038
2.2336	64.3005
2.2326	64.2917
2.2317	64.2607
2.2307	64.2133
2.2297	64.1837
2.2288	64.1541
2.2278	64.1084
2.2269	64.0471
2.2259	63.9682
2.225	63.8792
2.224	63.7629
2.2231	63.6262
2.2221	63.4915
2.2211	63.362
2.2202	63.2031
2.2192	63.0146
2.2183	62.7943
2.2173	62.5146
2.2164	62.1345
2.2155	61.6278
2.2145	60.9628
2.2136	60.1226
2.2126	59.1061
2.2117	58.0097
2.2107	57.0357
2.2098	56.3757
2.2088	56.1578
2.2079	56.4145
2.207	57.0387
2.206	57.8477
2.2051	58.6631
2.2041	59.3515
2.2032	59.8756
2.2023	60.2628
2.2013	60.5351
2.2004	60.7226
2.1995	60.8446
2.1985	60.927
2.1976	60.981
2.1967	61.0248
2.1957	61.0724
2.1948	61.1214
2.1939	61.1788
2.193	61.26
2.192	61.3739
2.1911	61.534
2.1902	61.7102
2.1893	61.9074
2.1883	62.1168
2.1874	62.3114
2.1865	62.4933
2.1856	62.6541
2.1846	62.7744
2.1837	62.8708
2.1828	62.9452
2.1819	63.0105
2.181	63.087
2.18	63.1574
2.1791	63.2005
2.1782	63.2312
2.1773	63.2573
2.1764	63.2881
2.1755	63.3058
2.1746	63.3087
2.1736	63.3243
2.1727	63.32
2.1718	63.289
2.1709	63.2765
2.17	63.3051
2.1691	63.3565
2.1682	63.3807
2.1673	63.3885
2.1664	63.3932
2.1655	63.3627
2.1646	63.3106
2.1637	63.2675
2.1628	63.2443
2.1619	63.2485
2.161	63.2807
2.1601	63.3809
2.1592	63.5263
2.1583	63.6762
2.1574	63.8524
2.1565	64.0097
2.1556	64.1463
2.1547	64.2791
2.1538	64.4061
2.1529	64.5598
2.152	64.7466
2.1511	64.9448
2.1502	65.1925
2.1493	65.4564
2.1484	65.7467
2.1475	66.0188
2.1466	66.2326
2.1458	66.4204
2.1449	66.5912
2.144	66.7297
2.1431	66.8763
2.1422	67.0423
2.1413	67.2067
2.1404	67.327
2.1396	67.4177
2.1387	67.5148
2.1378	67.6019
2.1369	67.6668
2.136	67.74
2.1352	67.8304
2.1343	67.9043
2.1334	67.9536
2.1325	68.0076
2.1316	68.0732
2.1308	68.1132
2.1299	68.1357
2.129	68.1632
2.1281	68.1786
2.1273	68.1857
2.1264	68.1873
2.1255	68.1859
2.1247	68.2001
2.1238	68.2119
2.1229	68.2273
2.122	68.2423
2.1212	68.2423
2.1203	68.2572
2.1194	68.2759
2.1186	68.2629
2.1177	68.2645
2.1168	68.2816
2.116	68.274
2.1151	68.2506
2.1143	68.2368
2.1134	68.2387
2.1125	68.2437
2.1117	68.2581
2.1108	68.3311
2.11	68.4386
2.1091	68.5073
2.1082	68.535
2.1074	68.5511
2.1065	68.5518
2.1057	68.5411
2.1048	68.5459
2.104	68.5795
2.1031	68.6065
2.1023	68.6084
2.1014	68.6015
2.1005	68.5838
2.0997	68.562
2.0988	68.5553
2.098	68.5721
2.0971	68.5977
2.0963	68.5991
2.0955	68.5932
2.0946	68.5873
2.0938	68.5731
2.0929	68.5508
2.0921	68.5515
2.0912	68.556
2.0904	68.5326
2.0895	68.5061
2.0887	68.4945
2.0879	68.4843
2.087	68.4992
2.0862	68.5466
2.0853	68.607
2.0845	68.6351
2.0837	68.6422
2.0828	68.6283
2.082	68.5819
2.0812	68.6202
2.0803	68.5127
2.0795	68.5932
2.076	68.7852
2.072	68.6249
2.068	68.3136
2.064	68.2334
2.06	68.4255
2.056	68.3439
2.052	68.4041
2.048	68.2649
2.044	68.3055
2.04	68.2468
2.036	68.1345
2.032	67.7914
2.028	67.7308
2.024	67.9031
2.02	68.1754
2.016	68.1555
2.012	67.849
2.008	68.0032
2.004	67.2695
2	67.2512
1.996	67.0867
1.992	67.1648
1.988	67.1826
1.984	66.6812
1.98	66.0068
1.976	65.533
1.972	65.4252
1.968	65.0528
1.964	64.7921
1.96	64.3406
1.956	64.1321
1.952	63.9787
1.948	64.1523
1.944	63.9496
1.94	63.7902
1.936	63.6061
1.932	63.5178
1.928	63.3159
1.924	63.1054
1.92	62.6982
1.916	62.4378
1.912	62.3021
1.908	62.4262
1.904	62.4445
1.9	62.9276
1.896	63.84
1.892	65.0566
1.888	65.9305
1.884	67.1454
1.88	67.589
1.876	67.8939
1.872	68.442
1.868	69.3535
1.864	69.823
1.86	70.2499
1.856	70.4772
1.852	70.4151
1.848	70.5309
1.844	70.4965
1.84	70.3933
1.836	70.2615
1.832	70.2143
1.828	70.3728
1.824	70.4868
1.82	70.6874
1.816	70.5415
1.812	70.6015
1.808	70.6292
1.804	70.6914
1.8	70.4612
1.796	70.3042
1.792	70.733
1.788	70.9496
1.784	71.0755
1.78	71.2586
1.776	71.252
1.772	71.085
1.768	71.0315
1.764	70.9548
1.76	70.8777
1.756	70.8462
1.752	70.9016
1.748	70.8265
1.744	70.8479
1.74	70.6993
1.736	70.7951
1.732	70.8865
1.728	70.9836
1.724	70.9503
1.72	70.9958
1.716	71.093
1.712	70.8612
1.708	71.0755
1.704	70.6914
1.7	70.006
1.696	70.2286
1.692	70.4116
1.688	70.359
1.684	70.3106
1.68	70.213
1.676	70.0786
1.672	70.0457
1.668	69.8967
1.664	70.0492
1.66	70.4554
1.656	70.2421
1.652	70.1972
1.648	70.1755
1.644	70.3044
1.64	70.2104
1.636	70.2165
1.632	70.4206
1.628	70.2886
1.624	70.092
1.62	70.0955
1.616	70.0308
1.612	69.9432
1.608	69.9432
1.604	69.9845
1.6	69.5438
1.596	69.462
1.592	69.6947
1.588	69.9543
1.584	69.898
1.58	69.749
1.576	69.9227
1.572	70.1258
1.568	70.199
1.564	70.0591
1.56	69.9011
1.556	69.6585
1.552	69.5839
1.548	69.2877
1.544	69.0291
1.54	68.6673
1.536	68.7096
1.532	68.8253
1.528	68.7048
1.524	68.7895
1.52	68.9231
1.516	68.5476
1.512	68.5534
1.508	68.4163
1.504	68.1952
1.5	68.0252
1.496	67.6282
1.492	67.6287
1.488	67.7258
1.484	67.6416
1.48	67.5619
1.476	67.6323
1.472	67.696
1.468	67.527
1.464	67.5361
1.46	67.2012
1.456	67.1362
1.452	66.9731
1.448	66.7814
1.444	66.704
1.44	66.5545
1.436	66.5226
1.432	66.4388
1.428	66.2024
1.424	66.1707
1.42	66.1166
1.416	65.7041
1.412	64.5108
1.408	63.3066
1.404	63.4767
1.4	64.0756
1.396	64.4314
1.392	64.5318
1.388	64.2041
1.384	64.3656
1.38	65.1015
1.376	66.267
1.372	66.6223
1.368	67.0264
1.364	66.8987
1.36	67.3389
1.356	67.66
1.352	67.4023
1.348	67.322
1.344	67.4793
1.34	67.2536
1.336	67.4299
1.332	67.9263
1.328	67.9809
1.324	68.0312
1.32	68.0959
1.316	67.9266
1.312	68.0098
1.308	67.956
1.304	67.9133
1.3	67.8486
1.296	67.8475
1.292	67.9436
1.288	67.7389
1.284	67.7787
1.28	67.707
1.276	67.4175
1.272	67.5336
1.268	67.3542
1.264	67.2419
1.26	67.1204
1.256	67.0336
1.252	66.8447
1.248	66.5906
1.244	66.5221
1.24	66.4148
1.236	66.3378
1.232	66.241
1.228	65.9558
1.224	65.9229
1.22	65.648
1.216	65.7552
1.212	65.9433
1.208	65.8509
1.204	65.7605
1.2	65.6306
1.196	65.6901
1.192	65.4019
1.188	65.2201
1.184	65.1367
1.18	64.9912
1.176	64.8586
1.172	64.6573
1.168	64.4526
1.164	64.2315
1.16	64.153
1.156	63.9582
1.152	63.6376
1.148	63.8232
1.144	64.0304
1.14	63.8232
1.136	63.3717
1.132	63.2742
1.128	63.2066
1.124	63.4072
1.12	62.8998
1.116	62.2482
1.112	62.3822
1.108	62.3907
1.104	62.2851
1.1	61.5655
1.096	61.4449
1.092	61.0881
1.088	60.7091
1.084	60.0221
1.08	60.0081
1.076	59.9692
1.072	59.79
1.068	59.4352
1.064	59.2242
1.06	59.0128
1.056	58.8514
1.052	58.1132
1.048	57.7712
1.044	57.5603
1.04	56.8934
1.036	56.5003
1.032	56.3368
1.028	56.1928
1.024	56.3238
1.02	55.9836
1.016	55.6746
1.012	55.4912
1.008	54.6787
1.004	54.5564
1	53.967
0.996	53.6672
0.992	52.9305
0.988	52.268
0.984	51.9679
0.98	51.5603
0.976	50.9159
0.972	50.6126
0.968	49.8646
0.964	49.1821
0.96	48.7508
0.956	47.9628
0.952	47.4428
0.948	47.0226
0.944	46.4916
0.94	46.1004
0.936	45.6663
0.932	45.1707
0.928	44.6626
0.924	44.1866
0.92	43.7591
0.916	43.4098
0.912	43.0613
0.908	42.6396
0.904	42.2953
0.9	42.0185
0.896	41.7249
0.892	41.336
0.888	41.0485
0.884	40.9217
0.88	40.764
0.876	40.5191
0.872	40.3489
0.868	40.2079
0.864	39.9645
0.86	39.895
0.856	39.8621
0.852	39.8121
0.848	39.7611
0.844	39.9269
0.84	39.903
0.836	39.8617
0.832	39.9598
0.828	40.0792
0.824	40.1357
0.82	40.0269
0.816	40.1329
0.812	40.336
0.808	40.5382
0.804	40.6971
0.8	40.8716
0.799	40.8716
0.798	40.872
0.797	40.6281
0.796	40.9504
0.795	40.9345
0.794	40.8663
0.793	40.8311
0.792	40.6275
0.791	40.7862
0.79	40.9551
0.789	40.9387
0.788	40.9392
0.787	40.7024
0.786	41.1198
0.785	41.2044
0.784	41.3613
0.783	41.5612
0.782	41.3417
0.781	41.087
0.78	40.9925
0.779	41.1534
0.778	41.1517
0.777	41.4176
0.776	41.6299
0.775	41.2645
0.774	41.4625
0.773	41.5577
0.772	41.7872
0.771	41.7138
0.77	41.6252
0.769	41.5382
0.768	41.8754
0.767	41.7718
0.766	41.7606
0.765	41.6266
0.764	41.5012
0.763	41.5273
0.762	41.9561
0.761	41.9948
0.76	42.2695
0.759	42.0868
0.758	41.8823
0.757	41.7902
0.756	42.006
0.755	41.783
0.754	41.9564
0.753	42.0839
0.752	41.7934
0.751	42.0684
0.75	42.0449
0.749	41.722
0.748	41.8985
0.747	41.9016
0.746	42.2731
0.745	41.6516
0.744	41.8217
0.743	41.5104
0.742	41.3462
0.741	41.385
0.74	41.6139
0.739	41.4144
0.738	41.4305
0.737	41.2567
0.736	41.1301
0.735	41.4958
0.734	41.5334
0.733	41.694
0.732	41.806
0.731	41.4788
0.73	41.4825
0.729	41.3658
0.728	40.7361
0.727	40.627
0.726	40.811
0.725	40.8533
0.724	40.8124
0.723	40.6508
0.722	40.4472
0.721	40.7794
0.72	40.6462
0.719	40.5105
0.718	40.5279
0.717	40.3337
0.716	40.2389
0.715	39.9443
0.714	39.7243
0.713	39.6382
0.712	39.704
0.711	39.6
0.71	39.1726
0.709	39.0857
0.708	39.1735
0.707	38.9949
0.706	38.7134
0.705	38.4276
0.704	38.4589
0.703	38.0445
0.702	37.8562
0.701	37.8496
0.7	37.7739
0.699	37.8432
0.698	38.0031
0.697	37.799
0.696	37.5754
0.695	37.3897
0.694	37.4254
0.693	37.1965
0.692	37.1107
0.691	36.9527
0.69	36.8399
0.689	36.7543
0.688	36.5323
0.687	36.5975
0.686	36.1906
0.685	36.1287
0.684	36.3178
0.683	36.0614
0.682	35.9103
0.681	35.8965
0.68	35.4597
0.679	35.3609
0.678	35.2478
0.677	35.5444
0.676	35.4088
0.675	35.2957
0.674	35.0211
0.673	34.5069
0.672	34.3467
0.671	34.0468
0.67	34.2478
0.669	34.569
0.668	34.2835
0.667	33.9584
0.666	33.8418
0.665	33.633
0.664	33.5973
0.663	33.3496
0.662	33.719
0.661	33.5336
0.66	33.3736
0.659	33.2573
0.658	33.3605
0.657	33.3736
0.656	33.0399
0.655	32.8319
0.654	32.6858
0.653	32.4389
0.652	32.4494
0.651	32.2941
0.65	32.1014
0.649	32.0907
0.648	32.0149
0.647	32.0011
0.646	31.8018
0.645	31.6873
0.644	31.5557
0.643	31.351
0.642	31.1127
0.641	31.0893
0.64	31.1413
0.639	31.1413
0.638	30.9373
0.637	30.8669
0.636	30.4975
0.635	30.4145
0.634	30.4738
0.633	30.4382
0.632	30.4026
0.631	30.1774
0.63	30.0942
0.629	29.8088
0.628	29.7965
0.627	29.7128
0.626	29.5469
0.625	29.4416
0.624	29.3689
0.623	29.3525
0.622	29.022
0.621	28.8435
0.62	28.6312
0.619	28.5843
0.618	28.3392
0.617	28.2363
0.616	28.061
0.615	27.874
0.614	27.5786
0.613	27.3432
0.612	27.2893
0.611	26.9484
0.61	26.8768
0.609	26.7343
0.608	26.6234
0.607	26.4856
0.606	26.3501
0.605	26.0837
0.604	25.9405
0.603	25.4536
0.602	25.3476
0.601	25.3504
0.6	25.177
0.599	24.965
0.598	25.0763
0.597	24.9415
0.596	24.3918
0.595	23.8701
0.594	23.8923
0.593	23.6722
0.592	23.4106
0.591	23.267
0.59	23.0446
0.589	22.4996
0.588	22.336
0.587	21.9779
0.586	21.5933
0.585	21.4646
0.584	21.0979
0.583	20.8812
0.582	20.7157
0.581	20.1815
0.58	20.1922
0.579	19.7818
0.578	19.6199
0.577	19.3795
0.576	19.2195
0.575	18.8883
0.574	18.5788
0.573	18.3297
0.572	18.3594
0.571	18.2695
0.57	18.1106
0.569	17.7441
0.568	17.4145
0.567	17.0765
0.566	16.9759
0.565	16.7675
0.564	16.465
0.563	16.2339
0.562	15.9389
0.561	15.7274
0.56	15.5283
0.559	15.3415
0.558	14.9002
0.557	15.136
0.556	15.0034
0.555	15.0135
0.554	14.8815
0.553	14.6642
0.552	14.4632
0.551	14.4366
0.55	14.2129
0.549	14.084
0.548	13.9638
0.547	13.8322
0.546	13.7905
0.545	13.7366
0.544	13.5863
0.543	13.5443
0.542	13.5023
0.541	13.538
0.54	13.3749
0.539	13.4047
0.538	13.1948
0.537	13.3248
0.536	13.2299
0.535	13.1996
0.534	13.0152
0.533	12.9805
0.532	12.9272
0.531	12.92
0.53	12.8808
0.529	12.801
0.528	12.7992
0.527	12.9314
0.526	12.8338
0.525	12.7783
0.524	12.8188
0.523	12.6451
0.522	12.6997
0.521	12.6062
0.52	12.5336
0.519	12.3007
0.518	12.4179
0.517	12.4667
0.516	12.2856
0.515	12.2438
0.514	12.4766
0.513	12.3204
0.512	12.4554
0.511	12.4836
0.51	12.4787
0.509	12.4083
0.508	12.2095
0.507	11.9996
0.506	12.2699
0.505	12.397
0.504	12.1377
0.503	12.2039
0.502	12.1521
0.501	12.3494
0.5	12.0631
0.499	11.9295
0.498	11.9038
0.497	11.9699
0.496	12.0233
0.495	12.2314
0.494	12.0734
0.493	12.0734
0.492	11.939
0.491	11.8824
0.49	12.0485
0.489	12.0022
0.488	11.8005
0.487	11.846
0.486	11.9719
0.485	12.0631
0.484	11.936
0.483	11.7226
0.482	11.8319
0.481	11.9049
0.48	11.551
0.479	11.6391
0.478	11.9887
0.477	11.7174
0.476	11.6495
0.475	11.5816
0.474	11.5923
0.473	11.9534
0.472	11.99
0.471	11.9738
0.47	11.6809
0.469	11.5916
0.468	11.4147
0.467	11.1305
0.466	11.3755
0.465	11.4471
0.464	11.4724
0.463	11.4777
0.462	11.4563
0.461	11.6238
0.46	11.555
0.459	11.1804
0.458	11.228
0.457	11.4117
0.456	11.51
0.455	11.2111
0.454	11.1894
0.453	11.1676
0.452	11.0412
0.451	11.1179
0.45	10.9595
0.449	11
0.448	11.0591
0.447	11.0416
0.446	11.2685
0.445	10.9887
0.444	10.998
0.443	10.9751
0.442	10.8253
0.441	10.6719
0.44	11.0602
0.439	10.5887
0.438	10.8661
0.437	10.4395
0.436	10.542
0.435	10.5536
0.434	10.677
0.433	10.6901
0.432	10.6094
0.431	10.4338
0.43	10.4597
0.429	10.4709
0.428	10.4213
0.427	10.0931
0.426	9.9392
0.425	9.9565
0.424	10.2343
0.423	10.2137
0.422	10.2663
0.421	10.1677
0.42	10.3631
0.419	10.1245
0.418	9.932
0.417	10.2849
0.416	10.2943
0.415	10.128
0.414	10.2316
0.413	9.7959
0.412	10.1643
0.411	10.0991
0.41	9.833
0.409	9.8507
0.408	9.8213
0.407	9.8756
0.406	9.9006
0.405	9.8568
0.404	9.669
0.403	9.7825
0.402	9.603
0.401	9.9468
0.4	9.8698
