Name:  Garnet Gneiss 
2.9897	3.9676
2.988	3.9482
2.9863	3.9288
2.9845	3.9108
2.9828	3.8959
2.9811	3.8831
2.9794	3.8717
2.9777	3.8601
2.976	3.8471
2.9743	3.8326
2.9726	3.8175
2.9709	3.8028
2.9692	3.7902
2.9675	3.7803
2.9658	3.7734
2.9641	3.7689
2.9624	3.7649
2.9607	3.7599
2.959	3.7531
2.9573	3.7443
2.9556	3.7351
2.9539	3.7272
2.9523	3.723
2.9506	3.722
2.9489	3.7239
2.9472	3.7265
2.9455	3.7282
2.9439	3.7282
2.9422	3.7263
2.9405	3.7244
2.9389	3.7237
2.9372	3.7246
2.9355	3.7263
2.9339	3.7277
2.9322	3.7275
2.9306	3.7256
2.9289	3.7227
2.9272	3.7204
2.9256	3.7204
2.9239	3.723
2.9223	3.7275
2.9207	3.7334
2.919	3.7396
2.9174	3.7455
2.9157	3.7507
2.9141	3.7554
2.9124	3.7592
2.9108	3.7621
2.9092	3.7637
2.9075	3.7649
2.9059	3.7663
2.9043	3.7687
2.9027	3.7729
2.901	3.7791
2.8994	3.7869
2.8978	3.7954
2.8962	3.803
2.8946	3.8089
2.8929	3.8132
2.8913	3.8168
2.8897	3.8213
2.8881	3.8272
2.8865	3.835
2.8849	3.843
2.8833	3.8502
2.8817	3.8547
2.8801	3.8568
2.8785	3.858
2.8769	3.8599
2.8753	3.8634
2.8737	3.8691
2.8721	3.8762
2.8705	3.8835
2.8689	3.8899
2.8673	3.8956
2.8658	3.9008
2.8642	3.9058
2.8626	3.9108
2.861	3.916
2.8594	3.921
2.8579	3.925
2.8563	3.9271
2.8547	3.9266
2.8531	3.9243
2.8516	3.9207
2.85	3.9176
2.8484	3.9157
2.8469	3.9153
2.8453	3.9155
2.8437	3.9141
2.8422	3.9101
2.8406	3.9041
2.8391	3.8982
2.8375	3.8949
2.836	3.8961
2.8344	3.9013
2.8329	3.9089
2.8313	3.9155
2.8298	3.9186
2.8282	3.9174
2.8267	3.9129
2.8252	3.9072
2.8236	3.9018
2.8221	3.8978
2.8205	3.8959
2.819	3.8954
2.8175	3.8963
2.8159	3.898
2.8144	3.8992
2.8129	3.8989
2.8114	3.8959
2.8098	3.8906
2.8083	3.884
2.8068	3.8786
2.8053	3.8762
2.8038	3.8783
2.8022	3.8843
2.8007	3.8916
2.7992	3.8968
2.7977	3.897
2.7962	3.8911
2.7947	3.8783
2.7932	3.8599
2.7917	3.8376
2.7902	3.8125
2.7887	3.786
2.7872	3.7578
2.7857	3.7287
2.7842	3.6991
2.7827	3.6697
2.7812	3.642
2.7797	3.6174
2.7782	3.5968
2.7767	3.5799
2.7752	3.566
2.7738	3.5529
2.7723	3.5397
2.7708	3.5248
2.7693	3.5084
2.7678	3.4914
2.7664	3.4736
2.7649	3.4554
2.7634	3.4362
2.7619	3.417
2.7605	3.3995
2.759	3.3858
2.7575	3.3784
2.7561	3.3794
2.7546	3.3886
2.7531	3.4056
2.7517	3.4293
2.7502	3.4582
2.7488	3.4921
2.7473	3.5312
2.7458	3.5754
2.7444	3.6245
2.7429	3.677
2.7415	3.732
2.74	3.7886
2.7386	3.8466
2.7371	3.9084
2.7357	3.9768
2.7343	4.0545
2.7328	4.1429
2.7314	4.2433
2.7299	4.355
2.7285	4.4787
2.7271	4.6146
2.7256	4.7654
2.7242	4.9336
2.7228	5.1216
2.7213	5.3305
2.7199	5.5602
2.7185	5.8081
2.7171	6.0694
2.7156	6.3384
2.7142	6.6076
2.7128	6.8696
2.7114	7.117
2.71	7.3456
2.7085	7.5544
2.7071	7.747
2.7057	7.9298
2.7043	8.1128
2.7029	8.3049
2.7015	8.5135
2.7001	8.743
2.6987	8.9957
2.6973	9.2713
2.6959	9.5685
2.6945	9.8861
2.6931	10.221
2.6917	10.5693
2.6903	10.9245
2.6889	11.2791
2.6875	11.6236
2.6861	11.9497
2.6847	12.2502
2.6833	12.5209
2.6819	12.7603
2.6805	12.9695
2.6791	13.1516
2.6778	13.3102
2.6764	13.4504
2.675	13.5762
2.6736	13.6922
2.6722	13.8014
2.6709	13.9063
2.6695	14.0077
2.6681	14.105
2.6667	14.1973
2.6654	14.2833
2.664	14.3634
2.6626	14.4387
2.6613	14.5118
2.6599	14.585
2.6585	14.6601
2.6572	14.7368
2.6558	14.8131
2.6545	14.8858
2.6531	14.9525
2.6517	15.0113
2.6504	15.062
2.649	15.1051
2.6477	15.1415
2.6463	15.1728
2.645	15.1991
2.6436	15.2211
2.6423	15.2396
2.6409	15.255
2.6396	15.267
2.6382	15.2758
2.6369	15.2805
2.6356	15.2803
2.6342	15.2749
2.6329	15.2647
2.6315	15.2519
2.6302	15.2389
2.6289	15.2277
2.6275	15.2204
2.6262	15.2168
2.6249	15.2171
2.6236	15.2192
2.6222	15.222
2.6209	15.2244
2.6196	15.2254
2.6183	15.2258
2.6169	15.227
2.6156	15.2306
2.6143	15.2379
2.613	15.2486
2.6117	15.2611
2.6103	15.2727
2.609	15.2824
2.6077	15.2905
2.6064	15.2988
2.6051	15.3106
2.6038	15.3281
2.6025	15.3516
2.6012	15.3786
2.5999	15.4063
2.5986	15.4321
2.5973	15.4548
2.596	15.4759
2.5947	15.4972
2.5934	15.5204
2.5921	15.5462
2.5908	15.5735
2.5895	15.5995
2.5882	15.6225
2.5869	15.6405
2.5856	15.6528
2.5843	15.6602
2.583	15.6642
2.5817	15.667
2.5805	15.6703
2.5792	15.6758
2.5779	15.6841
2.5766	15.6952
2.5753	15.7089
2.5741	15.725
2.5728	15.7423
2.5715	15.7601
2.5702	15.7774
2.569	15.794
2.5677	15.8091
2.5664	15.8228
2.5651	15.8352
2.5639	15.8463
2.5626	15.8562
2.5613	15.8648
2.5601	15.8728
2.5588	15.8816
2.5575	15.8925
2.5563	15.906
2.555	15.9223
2.5538	15.9401
2.5525	15.9576
2.5513	15.9718
2.55	15.981
2.5487	15.9848
2.5475	15.9846
2.5462	15.9829
2.545	15.9836
2.5437	15.9891
2.5425	16.0002
2.5413	16.0149
2.54	16.0301
2.5388	16.0414
2.5375	16.0462
2.5363	16.0433
2.535	16.035
2.5338	16.0244
2.5326	16.0151
2.5313	16.0095
2.5301	16.0076
2.5289	16.0069
2.5276	16.0047
2.5264	15.9986
2.5252	15.987
2.5239	15.9701
2.5227	15.9498
2.5215	15.9273
2.5202	15.9041
2.519	15.8802
2.5178	15.856
2.5166	15.8321
2.5154	15.8093
2.5141	15.7887
2.5129	15.7715
2.5117	15.757
2.5105	15.7438
2.5093	15.7307
2.5081	15.7168
2.5068	15.7025
2.5056	15.689
2.5044	15.6774
2.5032	15.6689
2.502	15.663
2.5008	15.6576
2.4996	15.6509
2.4984	15.6414
2.4972	15.6282
2.496	15.6116
2.4948	15.5934
2.4936	15.577
2.4924	15.5652
2.4912	15.5597
2.49	15.5605
2.4888	15.5647
2.4876	15.5692
2.4864	15.5699
2.4852	15.5652
2.484	15.5564
2.4828	15.546
2.4816	15.5377
2.4805	15.5332
2.4793	15.532
2.4781	15.5323
2.4769	15.5309
2.4757	15.5256
2.4745	15.5166
2.4734	15.5046
2.4722	15.4908
2.471	15.4771
2.4698	15.4641
2.4686	15.4518
2.4675	15.439
2.4663	15.4257
2.4651	15.4108
2.464	15.3937
2.4628	15.3753
2.4616	15.3556
2.4604	15.3364
2.4593	15.318
2.4581	15.3004
2.4569	15.2843
2.4558	15.2685
2.4546	15.2521
2.4535	15.2351
2.4523	15.218
2.4511	15.2014
2.45	15.1858
2.4488	15.1709
2.4477	15.1569
2.4465	15.1427
2.4454	15.1287
2.4442	15.116
2.4431	15.1062
2.4419	15.1017
2.4408	15.1036
2.4396	15.1129
2.4385	15.1283
2.4373	15.1472
2.4362	15.1664
2.435	15.1837
2.4339	15.1972
2.4327	15.2078
2.4316	15.2185
2.4305	15.2336
2.4293	15.2566
2.4282	15.2886
2.427	15.3286
2.4259	15.3731
2.4248	15.4174
2.4236	15.4584
2.4225	15.4953
2.4214	15.5297
2.4202	15.5635
2.4191	15.5993
2.418	15.6381
2.4169	15.6791
2.4157	15.7201
2.4146	15.7589
2.4135	15.794
2.4124	15.8247
2.4112	15.8522
2.4101	15.878
2.409	15.9043
2.4079	15.9325
2.4068	15.963
2.4056	15.9955
2.4045	16.0275
2.4034	16.0563
2.4023	16.0796
2.4012	16.0947
2.4001	16.1011
2.399	16.0997
2.3979	16.0921
2.3967	16.081
2.3956	16.0689
2.3945	16.0575
2.3934	16.0481
2.3923	16.04
2.3912	16.0334
2.3901	16.0272
2.389	16.0208
2.3879	16.0135
2.3868	16.004
2.3857	15.991
2.3846	15.9732
2.3835	15.9503
2.3824	15.9233
2.3813	15.8944
2.3802	15.8667
2.3791	15.8423
2.3781	15.8221
2.377	15.8048
2.3759	15.7883
2.3748	15.7703
2.3737	15.7499
2.3726	15.7279
2.3715	15.7061
2.3704	15.6862
2.3694	15.6687
2.3683	15.6521
2.3672	15.6336
2.3661	15.6107
2.365	15.5822
2.364	15.5496
2.3629	15.5148
2.3618	15.4804
2.3607	15.4484
2.3597	15.4181
2.3586	15.3881
2.3575	15.357
2.3564	15.3251
2.3554	15.2945
2.3543	15.2689
2.3532	15.2512
2.3522	15.2422
2.3511	15.2403
2.35	15.2424
2.349	15.2467
2.3479	15.2528
2.3468	15.2635
2.3458	15.2817
2.3447	15.3099
2.3436	15.3468
2.3426	15.3895
2.3415	15.434
2.3405	15.4778
2.3394	15.5211
2.3384	15.5661
2.3373	15.6166
2.3363	15.6741
2.3352	15.7388
2.3342	15.8086
2.3331	15.8804
2.3321	15.951
2.331	16.0192
2.33	16.0845
2.3289	16.1482
2.3279	16.2122
2.3268	16.2778
2.3258	16.346
2.3247	16.4158
2.3237	16.4869
2.3226	16.5577
2.3216	16.628
2.3206	16.6976
2.3195	16.7675
2.3185	16.8383
2.3175	16.9096
2.3164	16.9811
2.3154	17.0514
2.3144	17.1199
2.3133	17.1864
2.3123	17.2516
2.3113	17.3164
2.3102	17.3823
2.3092	17.45
2.3082	17.5194
2.3071	17.5895
2.3061	17.6584
2.3051	17.724
2.3041	17.7837
2.303	17.8358
2.302	17.8796
2.301	17.9163
2.3	17.9478
2.299	17.9765
2.2979	18.0051
2.2969	18.0354
2.2959	18.0683
2.2949	18.1031
2.2939	18.1375
2.2929	18.1685
2.2918	18.1938
2.2908	18.2114
2.2898	18.222
2.2888	18.2277
2.2878	18.231
2.2868	18.2346
2.2858	18.2388
2.2848	18.2438
2.2838	18.2478
2.2828	18.25
2.2818	18.2497
2.2808	18.2476
2.2798	18.2441
2.2787	18.2391
2.2777	18.2315
2.2767	18.2201
2.2757	18.2033
2.2747	18.1806
2.2738	18.1524
2.2728	18.1207
2.2718	18.0878
2.2708	18.0555
2.2698	18.0252
2.2688	17.9961
2.2678	17.9672
2.2668	17.9374
2.2658	17.9056
2.2648	17.8713
2.2638	17.8355
2.2628	17.7995
2.2618	17.7645
2.2609	17.7325
2.2599	17.706
2.2589	17.6864
2.2579	17.6745
2.2569	17.6707
2.2559	17.6755
2.255	17.6878
2.254	17.706
2.253	17.7278
2.252	17.7503
2.251	17.7702
2.2501	17.7849
2.2491	17.7946
2.2481	17.8022
2.2471	17.8121
2.2462	17.8294
2.2452	17.8569
2.2442	17.8933
2.2433	17.9352
2.2423	17.9757
2.2413	18.0084
2.2403	18.0286
2.2394	18.0352
2.2384	18.0295
2.2374	18.0143
2.2365	17.9921
2.2355	17.9648
2.2345	17.9317
2.2336	17.8914
2.2326	17.8438
2.2317	17.7896
2.2307	17.7295
2.2297	17.6646
2.2288	17.5964
2.2278	17.5256
2.2269	17.4531
2.2259	17.3799
2.225	17.3077
2.224	17.2373
2.2231	17.1687
2.2221	17.1002
2.2211	17.0313
2.2202	16.9612
2.2192	16.8895
2.2183	16.8177
2.2173	16.7471
2.2164	16.6794
2.2155	16.615
2.2145	16.5544
2.2136	16.4978
2.2126	16.4466
2.2117	16.4014
2.2107	16.3633
2.2098	16.3332
2.2088	16.3102
2.2079	16.292
2.207	16.2754
2.206	16.2579
2.2051	16.2377
2.2041	16.2155
2.2032	16.1939
2.2023	16.1783
2.2013	16.1729
2.2004	16.1807
2.1995	16.2027
2.1985	16.2385
2.1976	16.2861
2.1967	16.3441
2.1957	16.4109
2.1948	16.4864
2.1939	16.5702
2.193	16.6612
2.192	16.7587
2.1911	16.8618
2.1902	16.9697
2.1893	17.0825
2.1883	17.2004
2.1874	17.3233
2.1865	17.4505
2.1856	17.5805
2.1846	17.7115
2.1837	17.8419
2.1828	17.9705
2.1819	18.0965
2.181	18.2182
2.18	18.3338
2.1791	18.4413
2.1782	18.5405
2.1773	18.6327
2.1764	18.7201
2.1755	18.8067
2.1746	18.8951
2.1736	18.9848
2.1727	19.0748
2.1718	19.161
2.1709	19.2399
2.17	19.309
2.1691	19.3689
2.1682	19.4217
2.1673	19.4708
2.1664	19.5191
2.1655	19.5676
2.1646	19.6155
2.1637	19.6609
2.1628	19.7038
2.1619	19.7457
2.161	19.7897
2.1601	19.8388
2.1592	19.893
2.1583	19.9498
2.1574	20.0031
2.1565	20.0467
2.1556	20.0772
2.1547	20.096
2.1538	20.1076
2.1529	20.1189
2.152	20.1348
2.1511	20.1563
2.1502	20.181
2.1493	20.2042
2.1484	20.2217
2.1475	20.2328
2.1466	20.2402
2.1458	20.2478
2.1449	20.2594
2.144	20.2764
2.1431	20.2982
2.1422	20.3226
2.1413	20.3467
2.1404	20.3683
2.1396	20.3856
2.1387	20.3979
2.1378	20.4059
2.1369	20.4097
2.136	20.4104
2.1352	20.4095
2.1343	20.4076
2.1334	20.4052
2.1325	20.4017
2.1316	20.3974
2.1308	20.3951
2.1299	20.3965
2.129	20.4036
2.1281	20.4161
2.1273	20.4315
2.1264	20.4445
2.1255	20.4495
2.1247	20.4448
2.1238	20.432
2.1229	20.4147
2.122	20.3988
2.1212	20.3891
2.1203	20.3879
2.1194	20.3953
2.1186	20.4102
2.1177	20.431
2.1168	20.4561
2.116	20.4827
2.1151	20.5087
2.1143	20.5322
2.1134	20.5516
2.1125	20.5672
2.1117	20.5805
2.1108	20.5942
2.11	20.6108
2.1091	20.6307
2.1082	20.6522
2.1074	20.6724
2.1065	20.6873
2.1057	20.6953
2.1048	20.6975
2.104	20.6984
2.1031	20.7024
2.1023	20.7136
2.1014	20.7318
2.1005	20.7536
2.0997	20.7742
2.0988	20.7896
2.098	20.7993
2.0971	20.8064
2.0963	20.8159
2.0955	20.8322
2.0946	20.8561
2.0938	20.8845
2.0929	20.9108
2.0921	20.9284
2.0912	20.9333
2.0904	20.9272
2.0895	20.9149
2.0887	20.9047
2.0879	20.9023
2.087	20.9113
2.0862	20.93
2.0853	20.9537
2.0845	20.9809
2.0837	21.0001
2.0828	21.0143
2.082	21.0245
2.0812	20.9954
2.0803	20.9909
2.0795	20.9348
2.076	21.0633
2.072	21.0502
2.068	21.0663
2.064	21.0154
2.06	20.9609
2.056	21.0111
2.052	21.0408
2.048	21.0698
2.044	21.1273
2.04	21.0831
2.036	21.0565
2.032	20.971
2.028	20.9866
2.024	20.9714
2.02	20.998
2.016	20.9847
2.012	20.8696
2.008	20.7765
2.004	20.7276
2	20.6966
1.996	20.6177
1.992	20.7935
1.988	20.899
1.984	20.9057
1.98	20.9101
1.976	20.8408
1.972	20.7529
1.968	20.685
1.964	20.6717
1.96	20.6717
1.956	20.6335
1.952	20.7162
1.948	20.6418
1.944	20.6187
1.94	20.5263
1.936	20.4544
1.932	20.5305
1.928	20.5931
1.924	20.562
1.92	20.4942
1.916	20.6013
1.912	20.3877
1.908	20.3757
1.904	20.4525
1.9	20.434
1.896	20.6119
1.892	20.7128
1.888	20.8306
1.884	20.9046
1.88	21.1212
1.876	21.0536
1.872	21.2304
1.868	21.2281
1.864	21.309
1.86	21.3468
1.856	21.4423
1.852	21.4598
1.848	21.407
1.844	21.4847
1.84	21.5063
1.836	21.3419
1.832	21.3849
1.828	21.3823
1.824	21.3773
1.82	21.3704
1.816	21.3407
1.812	21.2817
1.808	21.2087
1.804	21.33
1.8	21.3237
1.796	21.3233
1.792	21.2557
1.788	21.2274
1.784	21.1571
1.78	21.2235
1.776	21.1147
1.772	21.0898
1.768	21.1216
1.764	21.1241
1.76	21.1796
1.756	21.106
1.752	21.0126
1.748	21.2305
1.744	20.942
1.74	20.8801
1.736	20.9898
1.732	21.024
1.728	21.1533
1.724	21.1953
1.72	21.1603
1.716	21.0126
1.712	21.0281
1.708	21.051
1.704	21.0854
1.7	21.1078
1.696	21.2404
1.692	21.1698
1.688	21.1285
1.684	21.0079
1.68	20.9982
1.676	21.1613
1.672	21.1249
1.668	21.1924
1.664	21.1561
1.66	21.0111
1.656	21.0769
1.652	21.07
1.648	21.1491
1.644	21.11
1.64	21.0172
1.636	20.904
1.632	20.8837
1.628	21.0241
1.624	21.0793
1.62	21.0778
1.616	21.1787
1.612	21.2321
1.608	21.1771
1.604	21.1771
1.6	21.3185
1.596	21.096
1.592	21.1796
1.588	21.1796
1.584	21.1655
1.58	21.177
1.576	21.1884
1.572	21.1124
1.568	21.1077
1.564	21.2673
1.56	21.08
1.556	21.0524
1.552	21.0524
1.548	21.1325
1.544	21.0524
1.54	21.0377
1.536	21.2715
1.532	21.219
1.528	21.1795
1.524	21.139
1.52	21.1913
1.516	21.2343
1.512	21.2892
1.508	21.334
1.504	21.3042
1.5	21.254
1.496	20.9774
1.492	20.9634
1.488	20.8125
1.484	20.8077
1.48	20.7332
1.476	20.6878
1.472	20.6459
1.468	20.5563
1.464	20.5234
1.46	20.5228
1.456	20.4629
1.452	20.4347
1.448	20.4089
1.444	20.4387
1.44	20.3263
1.436	20.28
1.432	20.2272
1.428	20.181
1.424	20.0166
1.42	19.8234
1.416	19.5994
1.412	19.1463
1.408	18.5674
1.404	18.2745
1.4	18.3644
1.396	18.3961
1.392	18.7175
1.388	18.9609
1.384	19.2821
1.38	19.4926
1.376	19.7104
1.372	19.7592
1.368	19.7072
1.364	19.6153
1.36	19.6367
1.356	19.6557
1.352	19.7272
1.348	19.6806
1.344	19.6451
1.34	19.5888
1.336	19.4311
1.332	19.3047
1.328	19.3456
1.324	19.3638
1.32	19.3247
1.316	19.3247
1.312	19.2377
1.308	19.1632
1.304	19.2408
1.3	19.2077
1.296	19.2348
1.292	19.1986
1.288	19.1289
1.284	19.0888
1.28	19.0819
1.276	18.9367
1.272	19.0904
1.268	18.9326
1.264	18.9385
1.26	18.9823
1.256	18.9267
1.252	19.0411
1.248	18.8174
1.244	18.6929
1.24	18.6929
1.236	18.7099
1.232	18.6764
1.228	18.6202
1.224	18.7444
1.22	18.7838
1.216	18.75
1.212	18.7668
1.208	18.7045
1.204	18.8174
1.2	18.879
1.196	18.8444
1.192	18.8101
1.188	18.7873
1.184	18.7873
1.18	18.8151
1.176	18.7925
1.172	18.8316
1.168	18.8202
1.164	18.8879
1.16	18.9953
1.156	19.0534
1.152	18.9926
1.148	18.9357
1.144	19.0328
1.14	19.0503
1.136	19.1185
1.132	19.1586
1.128	19.2132
1.124	19.3395
1.12	19.3858
1.116	19.3095
1.112	19.4819
1.108	19.5342
1.104	19.5683
1.1	19.6831
1.096	19.705
1.092	19.8076
1.088	19.9227
1.084	19.9789
1.08	19.9884
1.076	20.1312
1.072	20.1659
1.068	20.1946
1.064	20.4753
1.06	20.4454
1.056	20.5546
1.052	20.6705
1.048	20.7191
1.044	20.7757
1.04	20.9163
1.036	20.9319
1.032	21.0262
1.028	21.095
1.024	21.2877
1.02	21.2095
1.016	21.2962
1.012	21.4
1.008	21.5113
1.004	21.6286
1	21.7328
0.996	21.5454
0.992	21.7327
0.988	21.7387
0.984	21.7042
0.98	21.738
0.976	21.8365
0.972	21.9167
0.968	21.8467
0.964	21.6636
0.96	21.7605
0.956	21.7465
0.952	21.749
0.948	21.7619
0.944	21.7706
0.94	21.7282
0.936	21.712
0.932	21.7689
0.928	21.7324
0.924	21.6497
0.92	21.5099
0.916	21.425
0.912	21.4108
0.908	21.4379
0.904	21.3272
0.9	21.3135
0.896	21.3188
0.892	21.3324
0.888	21.2285
0.884	21.1995
0.88	21.2006
0.876	21.1657
0.872	21.1024
0.868	21.1512
0.864	21.1654
0.86	21.1932
0.856	21.144
0.852	21.1586
0.848	21.1801
0.844	21.102
0.84	21.2372
0.836	21.3799
0.832	21.5075
0.828	21.4291
0.824	21.5861
0.82	21.7507
0.816	21.8272
0.812	21.5841
0.808	21.8234
0.804	21.9743
0.8	21.9531
0.799	21.9547
0.798	21.9526
0.797	21.9895
0.796	21.9653
0.795	22.0454
0.794	22.0021
0.793	21.934
0.792	21.9833
0.791	21.9895
0.79	21.9833
0.789	21.9709
0.788	22.0633
0.787	22.0325
0.786	21.9897
0.785	22.1382
0.784	22.1511
0.783	22.0516
0.782	22.0392
0.781	22.0887
0.78	22.0386
0.779	22.1631
0.778	22.1882
0.777	22.0514
0.776	22.0942
0.775	22.1308
0.774	22.1004
0.773	22.12
0.772	22.1692
0.771	22.1624
0.77	22.2061
0.769	22.2124
0.768	22.1814
0.767	22.2005
0.766	22.2562
0.765	22.2307
0.764	22.2617
0.763	22.2301
0.762	22.1624
0.761	22.0753
0.76	22.2069
0.759	22.1571
0.758	22.1881
0.757	22.1754
0.756	22.1439
0.755	22.1567
0.754	22.1571
0.753	22.1387
0.752	22.1703
0.751	22.1264
0.75	22.1129
0.749	22.1256
0.748	22.1256
0.747	22.163
0.746	22.177
0.745	22.1337
0.744	22.0956
0.743	22.0145
0.742	22.0956
0.741	22.1017
0.74	21.9962
0.739	22.0896
0.738	22.1902
0.737	22.1144
0.736	22.0257
0.735	22.1017
0.734	22.1151
0.733	22.1654
0.732	22.2471
0.731	22.2406
0.73	22.2913
0.729	22.1407
0.728	22.0092
0.727	21.8966
0.726	21.8654
0.725	21.9282
0.724	21.9536
0.723	21.9663
0.722	21.8972
0.721	21.9097
0.72	21.9473
0.719	21.9033
0.718	21.9856
0.717	21.9414
0.716	22.0041
0.715	21.9913
0.714	22.2351
0.713	22.0698
0.712	22.0375
0.711	21.9429
0.71	21.9365
0.709	21.8228
0.708	21.9365
0.707	21.8859
0.706	21.9809
0.705	21.9429
0.704	21.9436
0.703	21.8491
0.702	21.6969
0.701	21.7734
0.7	21.8625
0.699	21.9207
0.698	21.8551
0.697	21.7997
0.696	21.8702
0.695	21.8505
0.694	21.9283
0.693	21.8702
0.692	21.821
0.691	21.873
0.69	21.8923
0.689	21.8468
0.688	21.8273
0.687	21.9599
0.686	21.9026
0.685	21.8702
0.684	21.9873
0.683	21.9814
0.682	21.9948
0.681	21.9948
0.68	21.8834
0.679	21.857
0.678	21.8966
0.677	21.8515
0.676	21.9948
0.675	21.9098
0.674	21.9897
0.673	21.9748
0.672	22.0614
0.671	22.121
0.67	22.0145
0.669	21.9955
0.668	22.0021
0.667	21.9878
0.666	22.0806
0.665	22.1264
0.664	22.1671
0.663	22.1264
0.662	22.1292
0.661	22.1807
0.66	22.2473
0.659	22.1806
0.658	22.189
0.657	22.0434
0.656	22.1428
0.655	22.121
0.654	22.182
0.653	22.1278
0.652	22.1143
0.651	22.1671
0.65	22.2145
0.649	22.1386
0.648	22.1453
0.647	22.1318
0.646	22.152
0.645	22.1452
0.644	22.0021
0.643	22.1089
0.642	22.0629
0.641	22.0226
0.64	22.0764
0.639	22.1889
0.638	22.1905
0.637	22.2488
0.636	22.1171
0.635	22.1782
0.634	22.1322
0.633	22.0777
0.632	22.0467
0.631	21.9015
0.63	21.9598
0.629	21.9073
0.628	21.8556
0.627	21.9059
0.626	21.8532
0.625	21.7011
0.624	21.8341
0.623	21.8398
0.622	21.8657
0.621	21.6823
0.62	21.7757
0.619	21.8274
0.618	21.6494
0.617	21.5047
0.616	21.5957
0.615	21.5958
0.614	21.6501
0.613	21.6154
0.612	21.6416
0.611	21.7092
0.61	21.7479
0.609	21.6498
0.608	21.6563
0.607	21.5892
0.606	21.6175
0.605	21.6307
0.604	21.5371
0.603	21.5894
0.602	21.5986
0.601	21.6517
0.6	21.5829
0.599	21.7084
0.598	21.6656
0.597	21.6417
0.596	21.48
0.595	21.4996
0.594	21.5594
0.593	21.5094
0.592	21.3803
0.591	21.344
0.59	21.3375
0.589	21.4431
0.588	21.3406
0.587	21.3641
0.586	21.2687
0.585	21.337
0.584	21.1994
0.583	21.1727
0.582	21.2212
0.581	21.0088
0.58	21.0088
0.579	21.0025
0.578	20.9286
0.577	20.927
0.576	21.0257
0.575	20.9728
0.574	20.9131
0.573	20.924
0.572	20.9869
0.571	20.9023
0.57	20.9347
0.569	20.9819
0.568	20.9471
0.567	21.0291
0.566	21.0093
0.565	21.0417
0.564	21.0606
0.563	20.9669
0.562	21.0922
0.561	20.9781
0.56	20.9797
0.559	21.0503
0.558	21.0084
0.557	21.0943
0.556	21.1004
0.555	21.1189
0.554	21.1799
0.553	21.1236
0.552	21.2685
0.551	21.229
0.55	21.0906
0.549	21.0968
0.548	21.0131
0.547	20.9302
0.546	21.1293
0.545	21.0628
0.544	21.2013
0.543	21.0517
0.542	21.01
0.541	21.01
0.54	20.9773
0.539	20.9182
0.538	20.9226
0.537	20.8443
0.536	20.8755
0.535	20.6949
0.534	20.8551
0.533	20.8612
0.532	20.7725
0.531	20.6534
0.53	20.5877
0.529	20.4864
0.528	20.5054
0.527	20.2417
0.526	20.2975
0.525	20.2705
0.524	20.3016
0.523	20.201
0.522	20.3579
0.521	20.465
0.52	20.3053
0.519	20.3228
0.518	20.286
0.517	20.1925
0.516	20.2298
0.515	20.1525
0.514	20.2356
0.513	20.2213
0.512	20.1325
0.511	20.2101
0.51	20.0617
0.509	20.1339
0.508	20.0664
0.507	19.9008
0.506	19.8896
0.505	19.8952
0.504	19.7966
0.503	19.7591
0.502	19.6825
0.501	19.6984
0.5	19.814
0.499	19.7979
0.498	19.6983
0.497	19.6877
0.496	19.6382
0.495	19.7868
0.494	19.7871
0.493	19.8424
0.492	19.8315
0.491	19.8036
0.49	19.7983
0.489	19.837
0.488	19.8481
0.487	19.8481
0.486	19.6944
0.485	19.7437
0.484	19.7928
0.483	19.7479
0.482	19.7758
0.481	19.7425
0.48	19.7033
0.479	19.6969
0.478	19.8138
0.477	19.7803
0.476	19.7966
0.475	19.7848
0.474	19.6286
0.473	19.5715
0.472	19.5611
0.471	19.68
0.47	19.5663
0.469	19.5914
0.468	19.5559
0.467	19.4396
0.466	19.4185
0.465	19.4707
0.464	19.4146
0.463	19.3691
0.462	19.4178
0.461	19.4127
0.46	19.3406
0.459	19.424
0.458	19.2767
0.457	19.1954
0.456	19.205
0.455	19.0819
0.454	19.106
0.453	19.1202
0.452	19.0102
0.451	18.9931
0.45	18.9483
0.449	19.107
0.448	19.0247
0.447	19.0908
0.446	18.9875
0.445	19.0525
0.444	18.9227
0.443	18.8214
0.442	18.8053
0.441	18.7667
0.44	18.7059
0.439	18.7093
0.438	18.6019
0.437	18.5553
0.436	18.3663
0.435	18.3224
0.434	18.3726
0.433	18.284
0.432	18.2744
0.431	18.1316
0.43	18.1735
0.429	18.1095
0.428	18.0839
0.427	18.0915
0.426	17.925
0.425	17.8773
0.424	17.629
0.423	17.6087
0.422	17.5778
0.421	17.5741
0.42	17.5584
0.419	17.5516
0.418	17.6278
0.417	17.5149
0.416	17.5736
0.415	17.4734
0.414	17.3555
0.413	17.4206
0.412	17.3681
0.411	17.3872
0.41	17.2256
0.409	17.1635
0.408	17.1918
0.407	17.1723
0.406	16.9979
0.405	16.9608
0.404	16.8262
0.403	16.8712
0.402	16.8712
0.401	16.9238
0.4	16.8311
